"","PlotID0","PlotID.x","CoorX","CoorY","FechaIni.x","FechaFin.x","Cla.x","Subclase.x","PlotID.y","FechaIni.y","FechaFin.y","Cla.y","Subclase.y"
"13",9.1295,"9.1295.A.1",NA,NA,"05/29/03 00:00:00","05/29/03 00:00:00","A","1","9.1295.A.1","2018-11-25","2018-11-25","A","1"
"14",9.1339,"9.1339.A.1",NA,NA,"04/01/03 00:00:00","04/01/03 00:00:00","A","1","9.1339.A.1","2018-11-13","2018-11-13","A","1"
"15",9.134,"9.1340.A.1",NA,NA,"04/07/03 00:00:00","04/07/03 00:00:00","A","1","9.1340.A.1","2018-10-08","2018-10-08","A","1"
"16",9.1347,"9.1347.A.1",NA,NA,"04/01/03 00:00:00","04/01/03 00:00:00","A","1","9.1347.A.1","2018-08-23","2018-08-23","A","1"
"17",9.1357,"9.1357.A.1",NA,NA,"02/25/03 00:00:00","02/25/03 00:00:00","A","1","9.1357.A.1","2018-09-04","2018-09-04","A","1"
"18",9.1389,"9.1389.A.1",NA,NA,"03/18/03 00:00:00","03/18/03 00:00:00","A","1","9.1389.A.1","2018-10-03","2018-10-03","A","1"
"19",9.14,"9.1400.A.1",NA,NA,"03/05/03 00:00:00","03/05/03 00:00:00","A","1","9.1400.A.1","2018-11-13","2018-11-13","A","1"
"20",9.1423,"9.1423.A.3E",NA,NA,"04/15/03 00:00:00","04/15/03 00:00:00","A","3E","9.1423.A.1","2018-11-14","2018-11-16","A","1"
"21",9.1451,"9.1451.A.1",NA,NA,"05/30/03 00:00:00","05/30/03 00:00:00","A","1","9.1451.A.1","2018-12-12","2018-12-12","A","1"
"22",9.1745,"9.1745.A.1",NA,NA,"06/03/03 00:00:00","06/03/03 00:00:00","A","1","9.1745.A.1","2018-11-15","2018-11-15","A","1"
"23",9.1871,"9.1871.A.1",NA,NA,"05/30/03 00:00:00","05/30/03 00:00:00","A","1","9.1871.A.1","2018-11-12","2018-11-12","A","1"
"24",9.1984,"9.1984.A.1",NA,NA,"06/10/03 00:00:00","06/10/03 00:00:00","A","1","9.1984.A.1","2018-11-18","2018-11-18","A","1"
"25",9.1986,"9.1986.A.4",NA,NA,"05/29/03 00:00:00","05/29/03 00:00:00","A","4","9.1986.A.1","2018-11-18","2018-11-18","A","1"
"26",9.1992,"9.1992.A.1",NA,NA,"05/22/03 00:00:00","05/22/03 00:00:00","A","1","9.1992.A.1","2018-11-20","2018-11-20","A","1"
"27",9.1998,"9.1998.A.4",NA,NA,"05/09/03 00:00:00","05/09/03 00:00:00","A","4","9.1998.A.1","2018-11-28","2018-11-28","A","1"
"28",9.2293,"9.2293.A.1",NA,NA,"05/14/03 00:00:00","05/14/03 00:00:00","A","1","9.2293.A.1","2018-11-29","2018-11-29","A","1"
"29",9.2295,"9.2295.A.1",NA,NA,"05/19/03 00:00:00","05/19/03 00:00:00","A","1","9.2295.A.1","2018-11-29","2018-11-29","A","1"
"30",9.2308,"9.2308.A.4",NA,NA,"05/06/03 00:00:00","05/06/03 00:00:00","A","4","9.2308.A.1","2018-12-03","2018-12-03","A","1"
"31",9.2367,"9.2367.A.1",NA,NA,"03/13/03 00:00:00","03/13/03 00:00:00","A","1","9.2367.A.1","2018-10-11","2018-10-11","A","1"
"32",9.237,"9.2370.A.1",NA,NA,"02/28/03 00:00:00","02/28/03 00:00:00","A","1","9.2370.A.1","2018-10-26","2018-10-26","A","1"
"33",9.2381,"9.2381.A.1",NA,NA,"04/29/03 00:00:00","04/29/03 00:00:00","A","1","9.2381.A.1","2018-10-17","2018-10-17","A","1"
"34",9.2384,"9.2384.A.1",NA,NA,"02/27/03 00:00:00","02/27/03 00:00:00","A","1","9.2384.A.1","2018-10-19","2018-10-19","A","1"
"35",9.2385,"9.2385.A.1",NA,NA,"02/27/03 00:00:00","02/27/03 00:00:00","A","1","9.2385.A.1","2018-10-19","2018-10-19","A","1"
"36",9.364,"9.364.A.1",NA,NA,"03/31/03 00:00:00","03/31/03 00:00:00","A","1","9.364.A.1","2018-06-13","2018-06-13","A","1"
"37",9.76,"9.76.A.1",NA,NA,"04/29/03 00:00:00","04/29/03 00:00:00","A","1","9.76.A.1","2018-06-06","2018-06-06","A","1"
"38",24.1261,"24.1261.A.1",NA,NA,"01/08/03 00:00:00","01/08/03 00:00:00","A","1","24.1261.A.1","2019-10-17","2019-10-17","A","1"
"39",24.1272,"24.1272.A.4",NA,NA,"01/08/03 00:00:00","01/08/03 00:00:00","A","4","24.1272.A.4","2019-10-23","2019-10-23","A","4"
"40",24.1357,"24.1357.A.1",NA,NA,"11/06/02 00:00:00","11/06/02 00:00:00","A","1","24.1357.A.1","2019-08-21","2019-08-21","A","1"
"41",34.308,"34.308.A.1",NA,NA,"05/07/03 00:00:00","05/07/03 00:00:00","A","1","34.308.A.1","2019-07-25","2019-07-25","A","1"
"42",34.465,"34.465.A.1",NA,NA,"06/13/03 00:00:00","06/13/03 00:00:00","A","1","34.465.A.1","2019-04-09","2019-04-09","A","1"
"43",34.474,"34.474.A.4",NA,NA,"05/22/03 00:00:00","05/22/03 00:00:00","A","4","34.474.A.1","2019-04-01","2019-04-01","A","1"
"44",34.497,"34.497.A.4",NA,NA,"06/18/03 00:00:00","06/18/03 00:00:00","A","4","34.497.A.1","2019-04-08","2019-04-08","A","1"
"45",37.1032,"37.1032.A.1",NA,NA,"06/04/02 00:00:00","06/04/02 00:00:00","A","1","37.1032.A.1","2018-10-24","2018-10-24","A","1"
"46",37.95,"37.950.A.1",NA,NA,"05/06/02 00:00:00","05/06/02 00:00:00","A","1","37.950.A.1","2019-02-12","2019-02-12","A","1"
"47",40.1062,"40.1062.A.3E",NA,NA,"01/23/04 19:54:02","01/23/04 21:33:23","A","3E","40.1062.A.1","2019-01-23","2019-01-23","A","1"
"48",40.1075,"40.1075.A.1 ",NA,NA,"11/27/03 13:42:43","11/27/03 15:13:42","A","1 ","40.1075.A.1","2019-01-25","2019-01-25","A","1"
"49",40.1117,"40.1117.A.4 ",NA,NA,"01/30/04 10:11:44","01/30/04 12:27:48","A","4 ","40.1117.A.1","2018-12-19","2018-12-19","A","1"
"50",40.1131,"40.1131.A.1 ",NA,NA,"03/09/04 10:35:20","03/09/04 12:13:59","A","1 ","40.1131.A.1","2018-12-04","2018-12-04","A","1"
"51",40.1132,"40.1132.A.1 ",NA,NA,"03/09/04 13:57:36","03/09/04 15:42:57","A","1 ","40.1132.A.1","2018-11-30","2018-11-30","A","1"
"52",40.1138,"40.1138.A.4 ",NA,NA,"03/11/04 14:01:47","03/11/04 15:29:46","A","4 ","40.1138.A.1","2018-11-29","2018-11-29","A","1"
"53",40.1616,"40.1616.A.1 ",NA,NA,"01/16/04 02:00:00","01/16/04 04:21:26","A","1 ","40.1616.A.1","2019-01-25","2019-01-25","A","1"
"54",40.1634,"40.1634.A.1 ",NA,NA,"01/09/04 00:00:00","01/09/04 18:16:47","A","1 ","40.1634.A.1","2018-11-28","2018-11-28","A","1"
"55",40.1656,"40.1656.A.1 ",NA,NA,"02/23/04 09:18:17","02/23/04 11:31:45","A","1 ","40.1656.A.1","2019-03-14","2019-03-14","A","1"
"56",40.1752,"40.1752.A.1 ",NA,NA,"01/30/04 09:19:20","01/30/04 09:59:03","A","1 ","40.1752.A.1","2018-11-21","2018-11-21","A","1"
"57",40.965,"40.965.A.1 ",NA,NA,"02/16/04 18:03:46","02/16/04 19:13:12","A","1 ","40.965.A.1","2019-01-10","2019-01-10","A","1"
"58",42.1187,"42.1187.A.1 ",NA,NA,"11/27/03 14:37:11","11/27/03 15:49:08","A","1 ","42.1187.A.1","2019-08-22","2019-08-22","A","1"
"59",42.1194,"42.1194.A.3C",NA,NA,"02/13/04 12:32:57","02/13/04 13:53:36","A","3C","42.1194.A.1","2019-05-10","2019-05-10","A","1"
"60",42.151,"42.151.A.1 ",NA,NA,"01/21/04 10:19:53","01/21/04 11:46:03","A","1 ","42.151.A.1","2019-08-19","2019-08-19","A","1"
"61",42.152,"42.152.A.4 ",NA,NA,"12/17/03 11:23:42","12/17/03 12:06:43","A","4 ","42.152.A.1","2019-08-21","2019-08-21","A","1"
"62",42.2589,"42.2589.A.1 ",NA,NA,"01/23/04 11:00:50","01/23/04 12:57:49","A","1 ","42.2589.A.1","2019-05-27","2019-05-27","A","1"
"63",42.277,"42.277.A.1 ",NA,NA,"01/27/04 10:14:31","01/27/04 11:30:40","A","1 ","42.277.A.1","2019-06-28","2019-06-28","A","1"
"64",42.291,"42.291.A.1 ",NA,NA,"03/02/04 11:35:37","03/02/04 13:11:09","A","1 ","42.291.A.1","2019-08-01","2019-08-01","A","1"
"65",42.342,"42.342.A.1 ",NA,NA,"01/21/04 09:54:39","01/21/04 11:49:55","A","1 ","42.342.A.1","2019-07-19","2019-07-19","A","1"
"66",42.349,"42.349.A.1 ",NA,NA,"12/15/03 14:44:45","12/15/03 15:58:37","A","1 ","42.349.A.1","2019-05-21","2019-05-21","A","1"
"67",42.376,"42.376.A.1 ",NA,NA,"02/12/04 10:50:19","02/12/04 13:36:22","A","1 ","42.376.A.1","2019-04-26","2019-04-26","A","1"
"68",42.441,"42.441.A.1 ",NA,NA,"02/20/04 14:53:01","02/20/04 16:02:41","A","1 ","42.441.A.1","2019-08-22","2019-08-22","A","1"
"69",42.547,"42.547.A.4 ",NA,NA,"03/16/04 11:25:53","03/16/04 14:05:16","A","4 ","42.547.A.1","2019-08-29","2019-08-29","A","1"
"70",42.585,"42.585.A.1 ",NA,NA,"02/16/04 11:34:36","02/16/04 13:01:34","A","1 ","42.585.A.1","2019-06-21","2019-06-21","A","1"
"71",42.587,"42.587.A.4 ",NA,NA,"11/19/03 10:32:23","11/19/03 11:31:04","A","4 ","42.587.A.1","2019-07-11","2019-07-11","A","1"
"72",42.642,"42.642.A.1 ",NA,NA,"03/10/04 15:31:37","03/10/04 17:18:19","A","1 ","42.642.A.1","2019-06-14","2019-06-14","A","1"
"73",42.653,"42.653.A.1 ",NA,NA,"03/11/04 12:54:41","03/11/04 14:41:28","A","1 ","42.653.A.1","2019-05-29","2019-05-29","A","1"
"74",42.7,"42.70.A.1 ",NA,NA,"11/21/03 09:46:29","11/21/03 11:27:34","A","1 ","42.70.A.1","2019-05-27","2019-05-27","A","1"
"75",42.82,"42.82.A.1 ",NA,NA,"12/10/03 12:01:59","12/10/03 13:01:59","A","1 ","42.82.A.1","2019-06-26","2019-06-26","A","1"
"76",42.83,"42.83.A.4 ",NA,NA,"11/24/03 11:13:14","11/24/03 12:11:10","A","4 ","42.83.A.1","2019-08-12","2019-08-12","A","1"
"77",42.96,"42.96.A.1 ",NA,NA,"11/20/03 10:11:59","11/20/03 10:57:26","A","1 ","42.96.A.4","2019-06-03","2019-06-03","A","4"
