"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","DRed","Especie","Diametro1","Diametro2","Altura","Calidad","Forma","ParEsp","Agente","Import","Elemento","Compara"
"491767","17.2725","17.2725.A.1",17,17,2725,"A","1",19,16,0,305,2.9,NA,23,106,109,5.5,2,3,NA,100,NA,"","X"
"491768","17.2725","17.2725.A.1",17,17,2725,"A","1",20,17,11,311,10.3,NA,23,307,296,9.4,2,2,41,100,NA,"","X"
"491769","17.2725","17.2725.A.1",17,17,2725,"A","1",21,18,0,322,8.9,NA,28,178,175,12.5,2,2,NA,100,NA,"","X"
"491770","17.2725","17.2725.A.1",17,17,2725,"A","1",22,19,12,344,1.6,NA,26,155,152,10,2,2,NA,100,NA,"","X"
"491771","17.2725","17.2725.A.1",17,17,2725,"A","1",23,20,0,355,14.7,NA,26,270,275,15.5,2,2,NA,100,NA,"","X"
"491772","17.2725","17.2725.A.1",17,17,2725,"A","1",24,21,13,391,10.1,NA,23,340,347,11.5,2,2,41,100,NA,"","X"
"491773","17.2726","17.2726.A.1",17,17,2726,"A","1",1,1,1,10,14.6,NA,46,248,287,9.5,2,5,1000,100,NA,"","X"
"491774","17.2726","17.2726.A.1",17,17,2726,"A","1",2,2,2,23,11.8,NA,23,365,376,12,2,2,NA,100,NA,"","X"
"491775","17.2726","17.2726.A.1",17,17,2726,"A","1",3,3,3,32,9.1,NA,46,137,140,6,2,4,1000,100,NA,"","X"
"491776","17.2726","17.2726.A.1",17,17,2726,"A","1",4,4,4,70,10.1,NA,46,205,199,5,2,5,1000,100,NA,"","X"
"491777","17.2726","17.2726.A.1",17,17,2726,"A","1",5,5,5,89,2.3,NA,23,174,168,9,2,2,NA,100,NA,"","X"
"491778","17.2726","17.2726.A.1",17,17,2726,"A","1",6,6,7,104,7.9,NA,26,210,213,12,2,2,NA,100,NA,"","X"
"491779","17.2726","17.2726.A.1",17,17,2726,"A","1",7,0,6,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491780","17.2726","17.2726.A.1",17,17,2726,"A","1",8,0,8,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491781","17.2726","17.2726.A.1",17,17,2726,"A","1",9,7,9,118,13.6,NA,23,367,353,12,2,2,NA,100,NA,"","X"
"491782","17.2726","17.2726.A.1",17,17,2726,"A","1",10,0,10,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491783","17.2726","17.2726.A.1",17,17,2726,"A","1",11,8,11,142,4.2,NA,23,200,204,11,2,2,NA,100,NA,"","X"
"491784","17.2726","17.2726.A.1",17,17,2726,"A","1",12,9,0,149,11.3,NA,26,228,230,13.5,2,2,NA,100,NA,"","X"
"491785","17.2726","17.2726.A.1",17,17,2726,"A","1",13,10,0,155,8.7,NA,26,169,166,12,2,2,NA,100,NA,"","X"
"491786","17.2726","17.2726.A.1",17,17,2726,"A","1",14,11,12,159,6.1,NA,23,188,185,10,2,2,NA,100,NA,"","X"
"491787","17.2726","17.2726.A.1",17,17,2726,"A","1",15,12,0,170,8.1,NA,26,159,155,11,2,2,NA,100,NA,"","X"
"491788","17.2726","17.2726.A.1",17,17,2726,"A","1",16,0,13,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491789","17.2726","17.2726.A.1",17,17,2726,"A","1",17,13,14,209,5.7,NA,23,217,222,10.5,2,2,NA,100,NA,"","X"
"491790","17.2726","17.2726.A.1",17,17,2726,"A","1",18,14,15,220,3.1,NA,23,114,106,9,2,2,NA,100,NA,"","X"
"491791","17.2726","17.2726.A.1",17,17,2726,"A","1",19,0,16,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491792","17.2726","17.2726.A.1",17,17,2726,"A","1",20,15,17,226,10.2,NA,23,367,378,12,2,2,41,100,NA,"","X"
"491793","17.2726","17.2726.A.1",17,17,2726,"A","1",21,16,18,242,3.8,NA,23,87,89,9,2,3,NA,100,NA,"","X"
"491794","17.2726","17.2726.A.1",17,17,2726,"A","1",22,0,19,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491795","17.2726","17.2726.A.1",17,17,2726,"A","1",23,17,20,250,2.4,NA,23,139,140,9,2,2,NA,100,NA,"","X"
"491796","17.2726","17.2726.A.1",17,17,2726,"A","1",24,18,21,262,4.3,NA,26,192,179,11.5,2,2,NA,100,NA,"","X"
"491797","17.2726","17.2726.A.1",17,17,2726,"A","1",25,19,22,265,2.4,NA,23,117,113,9,2,2,NA,100,NA,"","X"
"491798","17.2726","17.2726.A.1",17,17,2726,"A","1",26,0,23,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491799","17.2726","17.2726.A.1",17,17,2726,"A","1",27,20,24,284,7.8,NA,23,252,258,9.5,2,2,NA,100,NA,"","X"
"491800","17.2726","17.2726.A.1",17,17,2726,"A","1",28,21,0,309,3.9,NA,23,76,76,9,2,3,NA,100,NA,"","X"
"491801","17.2726","17.2726.A.1",17,17,2726,"A","1",29,22,0,323,13.3,NA,23,243,248,10,2,2,NA,100,NA,"","X"
"491802","17.2726","17.2726.A.1",17,17,2726,"A","1",30,23,0,323,7.9,NA,23,142,141,8,2,2,NA,100,NA,"","X"
"491803","17.2726","17.2726.A.1",17,17,2726,"A","1",31,24,25,326,3.9,NA,23,142,132,9,2,2,NA,100,NA,"","X"
"491804","17.2726","17.2726.A.1",17,17,2726,"A","1",32,25,0,337,6.4,NA,23,135,138,8,2,2,NA,100,NA,"","X"
"491805","17.2726","17.2726.A.1",17,17,2726,"A","1",33,26,26,337,4.5,NA,23,135,124,8.5,2,2,NA,100,NA,"","X"
"491806","17.2726","17.2726.A.1",17,17,2726,"A","1",34,0,27,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491807","17.2726","17.2726.A.1",17,17,2726,"A","1",35,27,28,360,5.8,NA,26,230,231,13.5,2,2,NA,100,NA,"","X"
"491808","17.2726","17.2726.A.1",17,17,2726,"A","1",36,28,29,361,9.8,NA,26,182,176,10.5,2,2,NA,100,NA,"","X"
"491809","17.2726","17.2726.A.1",17,17,2726,"A","1",37,29,30,367,9.6,NA,26,234,235,14,2,2,NA,100,NA,"","X"
"491810","17.2726","17.2726.A.1",17,17,2726,"A","1",38,0,31,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"491888","17.2731","17.2731.A.1",17,17,2731,"A","1",1,1,0,2,13.1,NA,26,234,227,13,2,2,NA,100,NA,"","X"
"491889","17.2731","17.2731.A.1",17,17,2731,"A","1",2,2,0,6,5,NA,26,200,199,10,2,2,NA,100,NA,"","X"
"491890","17.2731","17.2731.A.1",17,17,2731,"A","1",3,3,0,13,9.8,NA,23,189,185,10,2,2,NA,100,NA,"","X"
"491891","17.2731","17.2731.A.1",17,17,2731,"A","1",4,4,0,15,11.8,NA,26,251,249,15,2,2,NA,100,NA,"","X"
"491892","17.2731","17.2731.A.1",17,17,2731,"A","1",5,5,0,18,7.6,NA,23,163,161,10,2,2,NA,100,NA,"","X"
"491893","17.2731","17.2731.A.1",17,17,2731,"A","1",6,6,1,22,8.4,NA,26,287,295,13.5,2,2,NA,100,NA,"","X"
"491894","17.2731","17.2731.A.1",17,17,2731,"A","1",7,7,0,27,9.3,NA,23,135,135,10,3,2,NA,316,1,"3","X"
"491895","17.2731","17.2731.A.1",17,17,2731,"A","1",8,8,0,38,13.9,NA,23,257,245,13,2,2,NA,100,NA,"","X"
"491896","17.2731","17.2731.A.1",17,17,2731,"A","1",9,9,0,51,9.1,NA,23,174,170,10.5,2,2,NA,100,NA,"","X"
"491897","17.2731","17.2731.A.1",17,17,2731,"A","1",10,10,0,54,5.2,NA,26,170,183,9.5,2,2,NA,100,NA,"","X"
"491898","17.2731","17.2731.A.1",17,17,2731,"A","1",11,11,0,76,6.9,NA,23,130,135,8.5,2,2,NA,100,NA,"","X"
"491899","17.2731","17.2731.A.1",17,17,2731,"A","1",12,12,0,77,10.4,NA,26,356,338,16,2,2,NA,100,NA,"","X"
"491900","17.2731","17.2731.A.1",17,17,2731,"A","1",13,13,0,124,6.7,NA,23,164,162,9.5,2,2,NA,100,NA,"","X"
"491901","17.2731","17.2731.A.1",17,17,2731,"A","1",14,14,2,136,8,NA,26,228,230,12,3,2,NA,316,1,"8","X"
"491902","17.2731","17.2731.A.1",17,17,2731,"A","1",15,15,0,145,5.2,NA,23,138,133,10,3,2,NA,316,1,"8","X"
"491903","17.2731","17.2731.A.1",17,17,2731,"A","1",16,16,3,150,3.6,NA,23,241,250,11.5,2,2,NA,100,NA,"","X"
"491904","17.2731","17.2731.A.1",17,17,2731,"A","1",17,17,0,151,8.6,NA,23,177,174,10.5,2,2,NA,100,NA,"","X"
"491905","17.2731","17.2731.A.1",17,17,2731,"A","1",18,18,4,167,7.9,NA,23,189,198,11,2,2,NA,100,NA,"","X"
"491906","17.2731","17.2731.A.1",17,17,2731,"A","1",19,19,5,168,9.5,NA,23,239,246,11,2,2,NA,100,NA,"","X"
"491907","17.2731","17.2731.A.1",17,17,2731,"A","1",20,20,0,174,14,NA,26,250,258,11,2,2,NA,100,NA,"","X"
"491908","17.2731","17.2731.A.1",17,17,2731,"A","1",21,21,6,175,1.9,NA,23,115,109,10,3,2,NA,316,1,"8","X"
"491909","17.2731","17.2731.A.1",17,17,2731,"A","1",22,22,7,185,7.1,NA,23,210,206,11,3,2,NA,316,1,"8","X"
"491910","17.2731","17.2731.A.1",17,17,2731,"A","1",23,23,0,187,12.2,NA,23,248,247,11,2,2,NA,100,NA,"","X"
"491911","17.2731","17.2731.A.1",17,17,2731,"A","1",24,24,0,197,7.6,NA,23,145,143,10,3,2,NA,316,1,"8","X"
"491912","17.2731","17.2731.A.1",17,17,2731,"A","1",25,25,8,201,5.8,NA,23,227,196,11.5,2,2,NA,100,NA,"","X"
"491913","17.2731","17.2731.A.1",17,17,2731,"A","1",26,26,9,208,2.1,NA,23,291,267,13.5,2,2,NA,100,NA,"","X"
"491914","17.2731","17.2731.A.1",17,17,2731,"A","1",27,27,10,210,11,NA,26,320,326,14.5,2,2,NA,100,NA,"","X"
"491915","17.2731","17.2731.A.1",17,17,2731,"A","1",28,28,11,215,5.6,NA,26,310,299,17,2,2,NA,100,NA,"","X"
"491916","17.2731","17.2731.A.1",17,17,2731,"A","1",29,29,0,255,1.6,NA,26,111,108,7.5,3,2,NA,316,1,"9","X"
"491917","17.2731","17.2731.A.1",17,17,2731,"A","1",30,30,12,259,13,NA,45,264,268,10,3,5,NA,311,1,"2","X"
"491918","17.2731","17.2731.A.1",17,17,2731,"A","1",31,31,13,278,6,NA,26,355,350,15.5,3,2,NA,313,1,"1","X"
"491919","17.2731","17.2731.A.1",17,17,2731,"A","1",32,32,14,283,12.4,NA,23,388,354,13.5,2,2,NA,100,NA,"","X"
"491920","17.2731","17.2731.A.1",17,17,2731,"A","1",33,33,0,284,13.7,NA,23,220,232,9,3,2,NA,316,1,"9","X"
"491921","17.2731","17.2731.A.1",17,17,2731,"A","1",34,34,15,309,9.8,NA,23,325,321,13.5,3,2,NA,313,1,"1","X"
"491922","17.2731","17.2731.A.1",17,17,2731,"A","1",35,35,16,330,10.8,NA,23,300,308,14.5,2,2,NA,100,NA,"","X"
"491923","17.2731","17.2731.A.1",17,17,2731,"A","1",36,36,0,370,14.4,NA,23,269,266,14.5,3,2,NA,316,1,"8","X"
"491924","17.2731","17.2731.A.1",17,17,2731,"A","1",37,37,0,387,7.6,NA,26,133,145,11,2,2,NA,100,NA,"","X"
"517410","18.2481","18.2481.N.N",18,18,2481,"N","N",1,1,0,5,4.1,0,26,104,103,4.2,3,3,3036,316,1,"9",""
"517411","18.2481","18.2481.N.N",18,18,2481,"N","N",2,2,0,94,3.8,0,26,101,102,4.5,2,3,NA,100,NA,"",""
"517412","18.2481","18.2481.N.N",18,18,2481,"N","N",3,3,0,101,20.3,0,23,446,442,7.6,2,4,NA,100,NA,"",""
"517413","18.2481","18.2481.N.N",18,18,2481,"N","N",4,4,0,113,5.9,0,26,131,124,4.9,2,3,NA,100,NA,"",""
"517414","18.2481","18.2481.N.N",18,18,2481,"N","N",5,5,0,139,3.4,0,26,107,105,4.7,2,3,NA,100,NA,"",""
"517415","18.2481","18.2481.N.N",18,18,2481,"N","N",6,6,0,148,3.4,0,26,86,84,4.6,2,3,NA,100,NA,"",""
"517416","18.2481","18.2481.N.N",18,18,2481,"N","N",7,7,0,180,6.9,0,26,160,165,6.3,2,2,NA,100,NA,"",""
"517417","18.2481","18.2481.N.N",18,18,2481,"N","N",8,8,0,183,9.1,0,26,143,146,5.2,2,3,NA,100,NA,"",""
"517418","18.2481","18.2481.N.N",18,18,2481,"N","N",9,9,0,208,3.1,0,26,130,131,5.2,2,3,NA,100,NA,"",""
"517419","18.2481","18.2481.N.N",18,18,2481,"N","N",10,10,0,293,23,0,23,505,507,10.5,2,4,NA,100,NA,"",""
"517420","18.2481","18.2481.N.N",18,18,2481,"N","N",11,11,0,332,18.1,0,23,493,474,9.5,2,4,NA,100,NA,"",""
"517421","18.2481","18.2481.N.N",18,18,2481,"N","N",12,12,0,349,3.7,0,26,189,187,7.1,2,2,NA,100,NA,"",""
"517422","18.2481","18.2481.N.N",18,18,2481,"N","N",13,13,0,371,4.1,0,26,82,81,3.9,4,3,3028,316,2,"9",""
"517423","18.2481","18.2481.N.N",18,18,2481,"N","N",14,14,0,377,3.1,0,26,124,122,6,3,2,NA,316,1,"9",""
"580518","21.539","21.539.A.1",21,21,539,"A","1",1,1,1,4,2.8,0,23,327,325,11.7,3,2,NA,316,1,"9",""
"580519","21.539","21.539.A.1",21,21,539,"A","1",2,2,2,28,12.2,0,26,325,339,11.5,3,2,NA,200,1,"9",""
"580520","21.539","21.539.A.1",21,21,539,"A","1",3,3,3,46,2.8,0,23,330,345,12.5,2,2,NA,100,NA,"",""
"580521","21.539","21.539.A.1",21,21,539,"A","1",4,4,4,68,14.5,0,26,328,315,15,2,2,NA,100,NA,"",""
"580522","21.539","21.539.A.1",21,21,539,"A","1",5,5,5,130,12.6,0,23,391,373,15,2,2,NA,100,NA,"",""
"580523","21.539","21.539.A.1",21,21,539,"A","1",6,6,6,135,12.7,0,23,334,325,14.5,2,2,NA,100,NA,"",""
"580524","21.539","21.539.A.1",21,21,539,"A","1",7,7,7,140,5.9,0,23,240,260,13.5,2,2,NA,100,NA,"",""
"580525","21.539","21.539.A.1",21,21,539,"A","1",8,8,8,143,3.5,0,23,325,307,13,2,2,NA,100,NA,"",""
"580526","21.539","21.539.A.1",21,21,539,"A","1",9,9,9,146,11.4,0,23,302,294,14.5,2,2,NA,100,NA,"",""
"580527","21.539","21.539.A.1",21,21,539,"A","1",10,10,10,174,13.2,0,23,463,470,16,2,2,NA,100,NA,"",""
"580528","21.539","21.539.A.1",21,21,539,"A","1",11,11,11,196,5.5,0,23,382,399,14,2,2,NA,100,NA,"",""
"580529","21.539","21.539.A.1",21,21,539,"A","1",12,12,0,199,25.1,24,23,437,473,15.5,2,2,NA,100,NA,"",""
"580530","21.539","21.539.A.1",21,21,539,"A","1",13,13,0,222,20,0,23,459,464,16,2,2,NA,100,NA,"",""
"580531","21.539","21.539.A.1",21,21,539,"A","1",14,14,12,251,14.5,0,26,399,386,19,2,2,NA,100,NA,"",""
"580532","21.539","21.539.A.1",21,21,539,"A","1",15,15,13,275,3.7,0,23,423,437,14,2,2,NA,100,NA,"",""
"580533","21.539","21.539.A.1",21,21,539,"A","1",16,16,0,319,11.3,0,23,240,233,8.2,3,2,41,200,1,"7",""
"580534","21.539","21.539.A.1",21,21,539,"A","1",17,17,14,375,1.3,0,23,214,203,8.8,3,2,NA,316,1,"9",""
"587351","21.1952","21.1952.A.1",21,21,1952,"A","1",1,1,0,0,10,0,26,246,243,9,3,2,NA,311,2,"9",""
"587352","21.1952","21.1952.A.1",21,21,1952,"A","1",2,2,1,12,3.4,0,23,192,186,5,3,4,NA,311,2,"2",""
"587353","21.1952","21.1952.A.1",21,21,1952,"A","1",3,888,2,40,9.7,0,26,181,176,NA,6,NA,NA,311,3,"9",""
"587354","21.1952","21.1952.A.1",21,21,1952,"A","1",4,3,0,41,13.4,0,26,239,245,10.4,3,2,NA,311,2,"9",""
"587355","21.1952","21.1952.A.1",21,21,1952,"A","1",5,4,3,52,4.2,0,23,191,189,5.8,3,4,NA,311,2,"2",""
"587356","21.1952","21.1952.A.1",21,21,1952,"A","1",6,5,0,82,12.4,0,26,224,236,10.2,3,2,NA,311,2,"9",""
"587357","21.1952","21.1952.A.1",21,21,1952,"A","1",7,888,4,113,8.6,0,26,218,215,NA,6,NA,NA,311,3,"9",""
"587358","21.1952","21.1952.A.1",21,21,1952,"A","1",8,6,0,127,13.7,0,26,244,255,9.5,5,2,NA,311,3,"9",""
"587359","21.1952","21.1952.A.1",21,21,1952,"A","1",9,7,5,146,4.1,0,23,238,237,7.5,3,4,NA,311,2,"2",""
"587360","21.1952","21.1952.A.1",21,21,1952,"A","1",10,8,6,159,8,0,26,208,206,9.6,3,2,NA,311,1,"9",""
"587361","21.1952","21.1952.A.1",21,21,1952,"A","1",11,9,7,183,4.2,0,26,165,155,8,4,2,NA,311,2,"9",""
"587362","21.1952","21.1952.A.1",21,21,1952,"A","1",12,888,8,186,7.3,0,26,139,141,NA,6,NA,NA,311,3,"9",""
"587363","21.1952","21.1952.A.1",21,21,1952,"A","1",13,888,9,201,8.3,0,26,153,147,NA,6,NA,NA,311,3,"9",""
"587364","21.1952","21.1952.A.1",21,21,1952,"A","1",14,10,0,251,11.9,0,23,261,246,6.2,3,4,NA,311,1,"2",""
"587365","21.1952","21.1952.A.1",21,21,1952,"A","1",15,11,10,251,6.8,0,23,230,225,6,3,4,NA,311,2,"2",""
"587366","21.1952","21.1952.A.1",21,21,1952,"A","1",16,12,11,317,5.2,0,23,174,167,4.8,3,4,NA,311,2,"2",""
"587367","21.1952","21.1952.A.1",21,21,1952,"A","1",17,13,12,342,9.9,0,23,173,191,6.4,3,4,NA,311,2,"2",""
"587368","21.1952","21.1952.A.1",21,21,1952,"A","1",18,888,13,342,6.4,0,26,165,167,NA,6,NA,NA,311,3,"9",""
"587369","21.1952","21.1952.A.1",21,21,1952,"A","1",19,14,0,345,4.2,0,23,89,83,3.4,3,5,NA,316,2,"9",""
"587370","21.1952","21.1952.A.1",21,21,1952,"A","1",20,15,14,351,9.5,0,23,132,146,5.6,4,4,NA,316,3,"9",""
"640116","23.39","23.39.A.1",23,23,39,"A","1",1,1,1,18,7.9,0,23,202,205,7.1,2,2,NA,100,NA,"",""
"640117","23.39","23.39.A.1",23,23,39,"A","1",2,2,0,25,5.2,0,23,179,173,7.5,2,3,45,100,NA,"",""
"640118","23.39","23.39.A.1",23,23,39,"A","1",3,3,0,31,5.2,0,23,166,162,7.5,2,3,42,100,NA,"",""
"640119","23.39","23.39.A.1",23,23,39,"A","1",4,4,0,59,2.7,0,23,134,141,5.5,2,3,NA,100,NA,"",""
"640120","23.39","23.39.A.1",23,23,39,"A","1",5,5,2,73,5.4,0,23,226,222,8,2,2,41,100,NA,"",""
"640121","23.39","23.39.A.1",23,23,39,"A","1",6,6,0,86,9.4,0,26,132,136,6.6,2,3,NA,100,NA,"",""
"640122","23.39","23.39.A.1",23,23,39,"A","1",7,7,3,115,9.6,0,23,229,214,7.7,2,2,45,100,NA,"",""
"640123","23.39","23.39.A.1",23,23,39,"A","1",8,8,0,118,10,9.7,23,189,190,7.1,2,2,45,100,NA,"",""
"640124","23.39","23.39.A.1",23,23,39,"A","1",9,9,0,148,9.4,0,23,176,178,6.8,2,2,NA,100,NA,"",""
"640125","23.39","23.39.A.1",23,23,39,"A","1",10,10,0,149,7.5,0,23,176,177,7.8,2,2,42,100,NA,"",""
"640126","23.39","23.39.A.1",23,23,39,"A","1",11,11,0,165,9.4,0,23,166,171,7.2,2,2,NA,100,NA,"",""
"640127","23.39","23.39.A.1",23,23,39,"A","1",12,12,4,165,6.4,0,26,234,230,9.1,2,2,NA,100,NA,"",""
"640128","23.39","23.39.A.1",23,23,39,"A","1",13,13,0,186,13.9,0,23,227,225,7.7,2,2,NA,100,NA,"",""
"640129","23.39","23.39.A.1",23,23,39,"A","1",14,14,5,220,5.9,0,26,199,194,9.3,2,2,42,100,NA,"",""
"640130","23.39","23.39.A.1",23,23,39,"A","1",15,15,6,222,8.5,0,26,212,199,8.7,2,2,NA,100,NA,"",""
"640131","23.39","23.39.A.1",23,23,39,"A","1",16,16,7,244,8.7,0,26,156,153,7.5,2,3,NA,100,NA,"",""
"640132","23.39","23.39.A.1",23,23,39,"A","1",17,17,8,255,8.7,0,23,171,175,7.7,2,2,42,100,NA,"",""
"640133","23.39","23.39.A.1",23,23,39,"A","1",18,18,0,256,9,0,23,146,146,7.6,2,2,NA,100,NA,"",""
"640134","23.39","23.39.A.1",23,23,39,"A","1",19,19,9,269,6.4,0,26,171,169,9,2,2,42,100,NA,"",""
"640135","23.39","23.39.A.1",23,23,39,"A","1",20,20,10,270,6.8,0,26,246,251,9.4,2,2,42,100,NA,"",""
"640136","23.39","23.39.A.1",23,23,39,"A","1",21,21,11,277,3.4,0,26,225,237,7.9,2,2,NA,100,NA,"",""
"640137","23.39","23.39.A.1",23,23,39,"A","1",22,22,0,282,12.4,0,26,240,234,9.4,2,2,42,100,NA,"",""
"640138","23.39","23.39.A.1",23,23,39,"A","1",23,23,12,285,7.8,0,26,188,189,7.8,2,2,NA,100,NA,"",""
"640139","23.39","23.39.A.1",23,23,39,"A","1",24,24,13,302,6.7,0,26,200,193,7.9,2,2,42,100,NA,"",""
"640140","23.39","23.39.A.1",23,23,39,"A","1",25,25,14,378,9.3,0,26,207,221,8,2,2,NA,100,NA,"",""
"640141","23.39","23.39.A.1",23,23,39,"A","1",26,26,15,385,7.3,0,26,294,300,9.6,2,2,NA,100,NA,"",""
"641111","23.104","23.104.A.1",23,23,104,"A","1",1,1,1,7,7.2,0,26,197,197,7.2,2,3,NA,100,NA,"",""
"641112","23.104","23.104.A.1",23,23,104,"A","1",2,2,2,17,8.3,0,26,181,180,6.3,2,2,NA,100,NA,"",""
"641113","23.104","23.104.A.1",23,23,104,"A","1",3,3,0,23,3,0,23,80,77,3.2,2,3,41,100,NA,"",""
"641114","23.104","23.104.A.1",23,23,104,"A","1",4,4,3,36,8.5,0,26,210,201,5.4,2,5,NA,100,NA,"",""
"641115","23.104","23.104.A.1",23,23,104,"A","1",5,5,0,75,4.9,0,26,77,78,3.3,2,5,NA,100,NA,"",""
"641116","23.104","23.104.A.1",23,23,104,"A","1",6,6,0,151,11.3,0,26,248,241,8.7,2,2,NA,100,NA,"",""
"641117","23.104","23.104.A.1",23,23,104,"A","1",7,7,0,171,1.6,0,23,125,128,3.5,2,5,NA,100,NA,"",""
"641118","23.104","23.104.A.1",23,23,104,"A","1",8,8,0,176,13.2,0,26,237,230,9.1,2,2,42,100,NA,"",""
"641119","23.104","23.104.A.1",23,23,104,"A","1",9,9,0,189,1.4,0,23,95,95,3.3,2,3,41,100,NA,"",""
"641120","23.104","23.104.A.1",23,23,104,"A","1",10,10,4,208,9.7,0,26,285,282,10.6,2,2,NA,100,NA,"",""
"641121","23.104","23.104.A.1",23,23,104,"A","1",11,11,0,210,14.7,0,26,259,261,8,2,5,NA,100,NA,"",""
"641122","23.104","23.104.A.1",23,23,104,"A","1",12,12,0,228,8.3,0,26,174,180,8,2,2,NA,100,NA,"",""
"641123","23.104","23.104.A.1",23,23,104,"A","1",13,13,0,228,7.3,0,26,153,151,7.6,2,3,NA,100,NA,"",""
"641124","23.104","23.104.A.1",23,23,104,"A","1",14,14,0,272,9,0,45,138,134,5.4,2,4,429,100,NA,"",""
"641125","23.104","23.104.A.1",23,23,104,"A","1",15,15,0,279,1.8,0,23,123,124,3.5,2,4,42,100,NA,"",""
"641126","23.104","23.104.A.1",23,23,104,"A","1",16,16,0,280,3.8,0,23,99,97,3.7,2,3,NA,100,NA,"",""
"641127","23.104","23.104.A.1",23,23,104,"A","1",17,17,0,308,6,0,23,130,130,5.8,2,3,41,100,NA,"",""
"641128","23.104","23.104.A.1",23,23,104,"A","1",18,18,0,318,13.6,0,26,248,252,9.5,2,2,NA,100,NA,"",""
"641129","23.104","23.104.A.1",23,23,104,"A","1",19,19,5,322,8.9,0,26,221,228,9,2,2,NA,100,NA,"",""
"641130","23.104","23.104.A.1",23,23,104,"A","1",20,20,0,333,14.3,0,26,243,244,10,2,2,NA,100,NA,"",""
"641131","23.104","23.104.A.1",23,23,104,"A","1",21,21,6,330,6.7,0,26,273,298,9,2,2,NA,100,NA,"",""
"641132","23.104","23.104.A.1",23,23,104,"A","1",22,22,0,343,11.8,0,26,222,240,9,2,5,NA,100,NA,"",""
"641133","23.104","23.104.A.1",23,23,104,"A","1",23,23,0,353,6.9,0,23,133,137,6.5,3,3,41,316,1,"9",""
"641134","23.104","23.104.A.1",23,23,104,"A","1",24,24,0,364,4.8,0,23,122,116,4,3,3,41,316,1,"9",""
"641135","23.104","23.104.A.1",23,23,104,"A","1",25,25,7,365,9.8,0,26,246,244,8.5,2,2,NA,100,NA,"",""
"641136","23.104","23.104.A.1",23,23,104,"A","1",26,26,0,390,4.4,0,23,107,110,4.9,3,3,41,316,1,"9",""
"641137","23.104","23.104.A.1",23,23,104,"A","1",27,27,0,394,4.6,0,23,121,119,3.9,3,3,41,316,1,"9",""
"641138","23.104","23.104.A.1",23,23,104,"A","1",28,28,0,395,9.8,0,23,148,134,6.2,2,3,42,100,NA,"",""
"641494","23.155","23.155.A.3C",23,23,155,"A","3C",1,1,0,6,1,0,23,116,114,4.1,3,3,NA,NA,NA,"",""
"641495","23.155","23.155.A.3C",23,23,155,"A","3C",2,2,1,22,7.5,0,26,268,269,6.9,2,2,41,NA,NA,"",""
"641496","23.155","23.155.A.3C",23,23,155,"A","3C",3,3,0,50,13.2,0,23,306,316,8,2,2,45,NA,NA,"",""
"641497","23.155","23.155.A.3C",23,23,155,"A","3C",4,4,0,50,12.9,0,23,268,246,7.9,2,2,45,NA,NA,"",""
"641498","23.155","23.155.A.3C",23,23,155,"A","3C",5,5,2,72,7.2,0,26,223,222,7.9,2,2,42,NA,NA,"",""
"641499","23.155","23.155.A.3C",23,23,155,"A","3C",6,6,3,82,7.3,0,26,239,220,7.7,2,2,42,NA,NA,"",""
"641500","23.155","23.155.A.3C",23,23,155,"A","3C",7,7,0,87,14.8,0,26,238,247,7.6,2,2,NA,NA,NA,"",""
"641501","23.155","23.155.A.3C",23,23,155,"A","3C",8,8,4,94,7.6,0,26,274,271,8.1,2,2,NA,NA,NA,"",""
"641502","23.155","23.155.A.3C",23,23,155,"A","3C",9,9,0,105,1.7,0,23,248,249,5.7,2,3,41,NA,NA,"",""
"641503","23.155","23.155.A.3C",23,23,155,"A","3C",10,10,0,146,4,0,23,82,86,3.4,2,3,41,NA,NA,"",""
"641504","23.155","23.155.A.3C",23,23,155,"A","3C",11,11,0,155,7.2,0,23,132,130,4.2,2,3,NA,NA,NA,"",""
"641505","23.155","23.155.A.3C",23,23,155,"A","3C",12,12,0,161,9.7,0,26,143,145,4.7,2,3,NA,NA,NA,"",""
"641506","23.155","23.155.A.3C",23,23,155,"A","3C",13,13,0,166,8.4,0,23,174,175,4.5,2,3,42,NA,NA,"",""
"641507","23.155","23.155.A.3C",23,23,155,"A","3C",14,14,5,300,17.4,0,46,503,473,7.6,3,4,1122,NA,NA,"",""
"641508","23.155","23.155.A.3C",23,23,155,"A","3C",15,15,0,320,14.6,0,26,252,262,8.4,2,2,NA,NA,NA,"",""
