"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","DRed","Especie","Diametro1","Diametro2","Altura","Calidad","Forma","ParEsp","Agente","Import","Elemento","Compara"
"74542","5.123","5.123.A.1",5,5,123,"A","1",19,16,0,210,10.1,NA,26,231,241,7.5,2,2,NA,100,NA,"","X"
"74543","5.123","5.123.A.1",5,5,123,"A","1",20,17,0,219,12.3,NA,26,230,228,8,2,2,NA,100,NA,"","X"
"74544","5.123","5.123.A.1",5,5,123,"A","1",21,18,16,246,12.6,NA,26,278,285,8,2,2,NA,100,NA,"","X"
"74545","5.123","5.123.A.1",5,5,123,"A","1",22,19,17,280,3.5,NA,26,266,256,8,2,2,NA,100,NA,"","X"
"74546","5.123","5.123.A.1",5,5,123,"A","1",23,20,18,290,7.7,NA,23,288,280,8.5,2,4,NA,100,NA,"","X"
"74547","5.123","5.123.A.1",5,5,123,"A","1",24,0,19,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"74548","5.123","5.123.A.1",5,5,123,"A","1",25,21,0,317,11.2,NA,23,235,240,8.5,2,2,NA,100,NA,"","X"
"74549","5.123","5.123.A.1",5,5,123,"A","1",26,22,0,358,14.8,NA,26,227,226,7.5,2,2,NA,100,NA,"","X"
"74550","5.123","5.123.A.1",5,5,123,"A","1",27,23,20,361,7.5,NA,26,201,200,6,2,2,NA,100,NA,"","X"
"74551","5.123","5.123.A.1",5,5,123,"A","1",28,24,21,376,12.4,NA,26,323,261,8,2,5,NA,100,NA,"","X"
"74552","5.123","5.123.A.1",5,5,123,"A","1",29,25,22,378,7.9,NA,23,193,194,8,2,2,NA,100,NA,"","X"
"75206","5.172","5.172.A.1",5,5,172,"A","1",1,1,1,91,3.5,NA,26,101,99,4.5,2,3,42,100,NA,"","X"
"75207","5.172","5.172.A.1",5,5,172,"A","1",2,2,2,94,3.7,NA,26,117,110,5,2,3,42,100,NA,"","X"
"75208","5.172","5.172.A.1",5,5,172,"A","1",3,3,0,160,2.2,NA,23,168,161,6.5,2,3,NA,100,NA,"","X"
"75209","5.172","5.172.A.1",5,5,172,"A","1",4,0,3,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"75210","5.172","5.172.A.1",5,5,172,"A","1",5,0,4,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"75211","5.172","5.172.A.1",5,5,172,"A","1",6,4,5,262,16.9,NA,23,681,681,14.5,2,4,NA,100,NA,"","X"
"75212","5.172","5.172.A.1",5,5,172,"A","1",7,5,6,264,5.6,NA,23,300,304,11.5,2,2,NA,100,NA,"","X"
"75213","5.172","5.172.A.1",5,5,172,"A","1",8,6,7,277,11.3,NA,23,380,366,12,2,2,NA,100,NA,"","X"
"75214","5.172","5.172.A.1",5,5,172,"A","1",9,7,8,307,3,NA,26,137,136,7,2,3,NA,100,NA,"","X"
"75215","5.172","5.172.A.1",5,5,172,"A","1",10,8,0,323,3.7,NA,23,88,88,5.5,2,3,NA,100,NA,"","X"
"75216","5.172","5.172.A.1",5,5,172,"A","1",11,9,9,325,19.2,NA,23,764,764,15.5,2,4,NA,100,NA,"","X"
"75217","5.172","5.172.A.1",5,5,172,"A","1",12,0,10,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"75218","5.172","5.172.A.1",5,5,172,"A","1",13,0,11,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"75219","5.172","5.172.A.1",5,5,172,"A","1",14,10,0,359,9.7,NA,23,129,131,6,2,3,NA,100,NA,"","X"
"75220","5.172","5.172.A.1",5,5,172,"A","1",15,11,0,364,9.2,NA,23,129,130,6,2,3,NA,100,NA,"","X"
"75221","5.172","5.172.A.1",5,5,172,"A","1",16,12,12,387,5.9,NA,23,358,336,9.5,2,2,NA,100,NA,"","X"
"78768","5.553","5.553.A.1",5,5,553,"A","1",1,1,1,9,5.1,NA,26,357,370,13.5,3,2,NA,300,1,"3","X"
"78769","5.553","5.553.A.1",5,5,553,"A","1",2,2,2,69,10.2,NA,23,286,293,9.5,2,5,42,100,NA,"","X"
"78770","5.553","5.553.A.1",5,5,553,"A","1",3,3,3,110,11.7,NA,26,480,496,15.5,2,2,NA,100,NA,"","X"
"78771","5.553","5.553.A.1",5,5,553,"A","1",4,4,4,112,9.8,NA,26,394,405,15.5,2,2,NA,100,NA,"","X"
"78772","5.553","5.553.A.1",5,5,553,"A","1",5,0,5,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"78773","5.553","5.553.A.1",5,5,553,"A","1",6,5,6,114,6,NA,23,431,424,14,2,2,NA,100,NA,"","X"
"78774","5.553","5.553.A.1",5,5,553,"A","1",7,6,7,162,9.8,NA,23,296,294,13,2,2,NA,100,NA,"","X"
"78775","5.553","5.553.A.1",5,5,553,"A","1",8,7,8,174,10.5,NA,26,417,423,16,2,2,NA,100,NA,"","X"
"78776","5.553","5.553.A.1",5,5,553,"A","1",9,8,9,178,9.5,NA,26,332,317,15.5,2,2,NA,100,NA,"","X"
"78777","5.553","5.553.A.1",5,5,553,"A","1",10,9,10,192,10.4,NA,26,261,271,11.5,3,2,NA,316,1,"9","X"
"78778","5.553","5.553.A.1",5,5,553,"A","1",11,10,0,193,13.5,NA,26,221,244,10,2,2,NA,100,NA,"","X"
"78779","5.553","5.553.A.1",5,5,553,"A","1",12,0,11,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"78780","5.553","5.553.A.1",5,5,553,"A","1",13,11,12,202,14,NA,26,256,273,11.5,2,2,NA,100,NA,"","X"
"78781","5.553","5.553.A.1",5,5,553,"A","1",14,12,13,202,7.3,NA,26,253,254,12,2,2,NA,100,NA,"","X"
"78782","5.553","5.553.A.1",5,5,553,"A","1",15,13,14,202,4.9,NA,26,316,320,15.5,2,2,NA,100,NA,"","X"
"78783","5.553","5.553.A.1",5,5,553,"A","1",16,14,0,214,14.5,NA,26,228,227,11.5,2,2,NA,100,NA,"","X"
"78784","5.553","5.553.A.1",5,5,553,"A","1",17,15,15,225,11.8,NA,26,282,263,11,3,2,NA,316,1,"9","X"
"78785","5.553","5.553.A.1",5,5,553,"A","1",18,16,16,236,3.4,NA,26,371,367,15,2,2,NA,100,NA,"","X"
"78786","5.553","5.553.A.1",5,5,553,"A","1",19,17,17,242,11.5,NA,23,513,570,15.5,2,2,NA,100,NA,"","X"
"78787","5.553","5.553.A.1",5,5,553,"A","1",20,18,18,252,7.2,NA,26,279,279,12,3,2,NA,316,1,"9","X"
"78788","5.553","5.553.A.1",5,5,553,"A","1",21,0,19,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"78789","5.553","5.553.A.1",5,5,553,"A","1",22,19,20,294,18.1,NA,23,621,621,17.5,2,2,NA,100,NA,"","X"
"78790","5.553","5.553.A.1",5,5,553,"A","1",23,20,21,314,13.8,NA,26,253,257,12,2,2,NA,100,NA,"","X"
"78791","5.553","5.553.A.1",5,5,553,"A","1",24,21,22,315,9.6,NA,26,375,371,14.5,2,2,NA,100,NA,"","X"
"78792","5.553","5.553.A.1",5,5,553,"A","1",25,22,23,322,11,NA,26,384,365,15.5,3,2,NA,316,1,"9","X"
"78793","5.553","5.553.A.1",5,5,553,"A","1",26,23,24,324,6.9,NA,23,276,283,12.5,2,2,NA,100,NA,"","X"
"78794","5.553","5.553.A.1",5,5,553,"A","1",27,24,0,373,6.6,NA,26,146,154,8.5,3,2,NA,316,1,"9","X"
"78795","5.554","5.554.A.1",5,5,554,"A","1",1,1,1,4,24.4,NA,26,494,478,21,2,2,2612,100,NA,"","X"
"78796","5.554","5.554.A.1",5,5,554,"A","1",2,2,0,13,11.2,NA,26,237,235,10,2,2,NA,100,NA,"","X"
"78797","5.554","5.554.A.1",5,5,554,"A","1",3,3,0,14,14.1,NA,26,264,245,12,2,2,NA,100,NA,"","X"
"78798","5.554","5.554.A.1",5,5,554,"A","1",4,4,0,29,9.4,NA,26,130,138,8.5,2,2,NA,100,NA,"","X"
"78799","5.554","5.554.A.1",5,5,554,"A","1",5,5,0,38,9.4,NA,26,133,136,7.5,3,2,NA,316,1,"9","X"
"78800","5.554","5.554.A.1",5,5,554,"A","1",6,6,2,42,8.7,NA,26,255,273,12.5,2,2,NA,100,NA,"","X"
"78801","5.554","5.554.A.1",5,5,554,"A","1",7,7,0,52,12.8,NA,26,227,225,12,2,2,NA,100,NA,"","X"
"78802","5.554","5.554.A.1",5,5,554,"A","1",8,8,3,62,22,NA,23,466,448,19.5,2,2,NA,100,NA,"","X"
"78803","5.554","5.554.A.1",5,5,554,"A","1",9,9,4,67,10.1,NA,26,356,347,14.5,2,2,3020,100,NA,"","X"
"78804","5.554","5.554.A.1",5,5,554,"A","1",10,10,5,88,24.3,NA,26,518,515,19.5,2,2,2612,100,NA,"","X"
"78805","5.554","5.554.A.1",5,5,554,"A","1",11,11,0,92,22.5,NA,26,458,413,18.5,2,2,2612,100,NA,"","X"
"78806","5.554","5.554.A.1",5,5,554,"A","1",12,12,0,124,9.9,NA,23,163,160,9,2,2,NA,100,NA,"","X"
"78807","5.554","5.554.A.1",5,5,554,"A","1",13,13,6,126,7.6,NA,26,206,210,9,3,2,NA,312,1,"3","X"
"78808","5.554","5.554.A.1",5,5,554,"A","1",14,14,7,127,3.8,NA,26,145,147,6.5,4,3,NA,312,2,"3","X"
"78809","5.554","5.554.A.1",5,5,554,"A","1",15,15,8,168,2.9,NA,23,153,159,6,3,2,NA,316,1,"9","X"
"78810","5.554","5.554.A.1",5,5,554,"A","1",16,16,9,178,5.3,NA,26,447,502,19.5,2,2,2611,100,NA,"","X"
"78811","5.554","5.554.A.1",5,5,554,"A","1",17,17,10,186,2.4,NA,26,462,428,19,2,2,2611,100,NA,"","X"
"78812","5.554","5.554.A.1",5,5,554,"A","1",18,18,11,187,9.2,NA,26,202,206,9.5,2,2,NA,100,NA,"","X"
"78813","5.554","5.554.A.1",5,5,554,"A","1",19,19,12,209,11,NA,26,457,445,14,2,2,2612,100,NA,"","X"
"78814","5.554","5.554.A.1",5,5,554,"A","1",20,20,0,218,6.7,NA,26,126,126,7,3,2,NA,316,1,"9","X"
"78815","5.554","5.554.A.1",5,5,554,"A","1",21,21,13,224,17.3,NA,23,615,594,12,2,2,3047,100,NA,"","X"
"78816","5.554","5.554.A.1",5,5,554,"A","1",22,22,14,236,14.5,NA,23,614,614,12,2,2,3027,100,NA,"","X"
"78817","5.554","5.554.A.1",5,5,554,"A","1",23,23,0,239,8.7,NA,26,140,141,8,2,2,NA,100,NA,"","X"
"78818","5.554","5.554.A.1",5,5,554,"A","1",24,24,0,241,4.3,NA,26,81,78,4.5,2,3,NA,100,NA,"","X"
"78819","5.554","5.554.A.1",5,5,554,"A","1",25,25,0,258,11.3,NA,26,289,290,12,2,2,NA,100,NA,"","X"
"78820","5.554","5.554.A.1",5,5,554,"A","1",26,26,15,289,3.7,NA,26,440,495,18,2,2,2612,100,NA,"","X"
"78821","5.554","5.554.A.1",5,5,554,"A","1",27,27,0,297,12.1,NA,26,242,250,10.5,2,2,NA,100,NA,"","X"
"78822","5.554","5.554.A.1",5,5,554,"A","1",28,28,16,315,6.9,NA,23,213,205,7,3,2,NA,316,1,"9","X"
"78823","5.554","5.554.A.1",5,5,554,"A","1",29,29,17,325,6.6,NA,26,481,493,17.5,2,2,2612,100,NA,"","X"
"78824","5.554","5.554.A.1",5,5,554,"A","1",30,30,0,326,1.6,NA,26,88,85,4.5,3,3,NA,312,1,"3","X"
"78825","5.554","5.554.A.1",5,5,554,"A","1",31,31,0,365,6.6,NA,23,131,137,5,2,3,NA,100,NA,"","X"
"78826","5.555","5.555.A.1",5,5,555,"A","1",1,1,1,0,9.8,NA,26,219,220,9,2,2,NA,100,NA,"","X"
"78827","5.555","5.555.A.1",5,5,555,"A","1",2,2,2,15,16.7,NA,23,508,483,15,2,2,41,100,NA,"","X"
"78828","5.555","5.555.A.1",5,5,555,"A","1",3,3,0,22,5,NA,23,169,167,5.5,3,3,41,300,1,"9","X"
"78829","5.555","5.555.A.1",5,5,555,"A","1",4,4,3,55,4.5,NA,23,186,194,6,2,4,NA,100,NA,"","X"
"78830","5.555","5.555.A.1",5,5,555,"A","1",5,5,0,108,7.8,NA,23,138,140,4.5,2,3,41,100,NA,"","X"
"78831","5.555","5.555.A.1",5,5,555,"A","1",6,6,4,157,11.8,NA,23,483,451,12,2,2,NA,100,NA,"","X"
"78832","5.555","5.555.A.1",5,5,555,"A","1",7,7,5,183,22.8,NA,23,489,512,15,2,2,NA,100,NA,"","X"
"78833","5.555","5.555.A.1",5,5,555,"A","1",8,8,6,197,23.8,NA,23,522,485,14.5,2,2,NA,100,NA,"","X"
"78834","5.555","5.555.A.1",5,5,555,"A","1",9,9,0,262,16.6,NA,23,445,463,12.5,2,2,NA,100,NA,"","X"
"78835","5.555","5.555.A.1",5,5,555,"A","1",10,10,7,282,12.8,NA,23,426,427,10,2,2,NA,100,NA,"","X"
"78836","5.555","5.555.A.1",5,5,555,"A","1",11,11,8,335,18.5,NA,23,492,473,18.5,2,2,41,100,NA,"","X"
"78837","5.555","5.555.A.1",5,5,555,"A","1",12,12,9,375,14.7,NA,26,278,265,13,2,2,NA,100,NA,"","X"
"78838","5.555","5.555.A.1",5,5,555,"A","1",13,13,0,381,13.6,NA,26,255,249,13,3,2,NA,312,1,"3","X"
"78839","5.555","5.555.A.1",5,5,555,"A","1",14,14,0,383,13.1,NA,26,275,273,13,3,2,NA,312,1,"3","X"
"78840","5.555","5.555.A.1",5,5,555,"A","1",15,15,0,386,17.6,NA,23,464,444,16,2,2,NA,100,NA,"","X"
