"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"2364",2,1374,NA,930607,2,9,4,2,5,"S",930617,2,"0867","1","0867J02","573","4261","93","030","6","6","0","0","11","11","4","5","9","1","70","70","24","24","0","4","3","4","24","26","0","3","4","4",NA,"37",NA,"2",NA,"2","24","3","1",NA,"26","3","1",NA,"37","3","1",NA,"24","26","37","39","45","99",NA,"2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P902","30",NA,"11.25",NA,"2.1374",573000,4261000,2
"2522",2,133,NA,930623,3,0,0,2,4,"S",930629,1,"0744","1","0744K12","650","4348","93","013","6","6","0","0","06","06","5","5","9","2","10","10","24","24","0","6","1","3",NA,"45",NA,"3",NA,"2",NA,"37",NA,"1",NA,"2","24","3","1",NA,"45","3","6",NA,"37","3","6",NA,"24","45","37",NA,NA,NA,NA,"3","01","W","06",NA,NA,"2","4","1","2",NA,"1",NA,"0","0",NA,NA,"P204","155",NA,"10.25",NA,"2.133",650000,4348000,2
"2820",2,805,NA,930628,1,13,4,3,5,"S",930708,1,"0841","1","0841K10","562","4274","93","058","6","6","0","0","12","12","2","3","9","1","50","50","26","24","0","7","4","4","24","26","3","2","0","4","04","37","1","1","0","2","24","3","1",NA,"26","3","1",NA,"37","3","6",NA,"24","26","37","45","38",NA,NA,"3","03","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"P204","P404","65",NA,"4.00",NA,"2.805",562000,4274000,2
"2856",2,855,NA,930628,3,14,4,3,4,"S",930708,3,"0841","1","0841L17","567","4270","93","017","2","2","0","0","11","10","5","5","9","1","70","40","26","24","0","5","4","4",NA,"26",NA,"2",NA,"4",NA,"38",NA,"1",NA,"2","24","3","1",NA,"26","3","1",NA,"38","3","6",NA,"24","26","38","25","91","45","93","2","03","W","12",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","300",NA,"18.00",NA,"2.855",567000,4270000,2
"2897",2,921,NA,930629,1,12,4,2,4,"S",930709,1,"0841","1","0841M15","569","4265","93","011","1","1","0","0","10","10","5","5","9","1","60","35","26","24","0","5","4","4","24","26","3","3","4","4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","39","45",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","295",NA,"10.50",NA,"2.921",569000,4265000,2
"2906",2,944,NA,930629,1,12,4,3,3,"S",930709,1,"0841","1","0841M15","569","4264","93","011","1","1","0","0","10","10","4","5","9","1","60","40","26","24","0","7","4","4","24","26","3","2","4","4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","39","95",NA,NA,"2","01","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","125",NA,"8.75",NA,"2.944",569000,4264000,2
"2911",2,955,NA,930628,2,16,4,4,3,"S",930709,1,"0841","1","0841M13","564","4263","93","049","1","1","0","0","08","08","5","4","9","1","80","70","26","26","0","5","4","4","24","24","2","3","4","4","25",NA,"5",NA,"4",NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","37","39",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","45",NA,"5.50",NA,"2.955",564000,4263000,2
"2925",2,975,NA,930628,2,19,4,4,6,"S",930709,3,"0842","2","0842J06","581","4279","93","006","6","6","0","0","10","10","2","3","9","1","70","70","26","26","0","5","3","4",NA,"24",NA,"3",NA,"4",NA,"45",NA,"2",NA,"4","26","3","1",NA,"24","3","1",NA,"45","3","6",NA,"26","24","45","37",NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","4",NA,NA,"01","10",NA,"3.00",NA,"2.975",581000,4279000,2
"2936",2,986,NA,930628,2,24,4,4,2,"S",930709,3,"0842","2","0842J06","582","4278","93","006","6","6","0","0","10","10","2","2","9","1","80","80","26","26","8","5","4","4","24","24","2","3","4","4",NA,"45",NA,"2",NA,"3","26","3","1",NA,"24","3","1",NA,"45","3","6",NA,"26","24","45","37",NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"3","0",NA,NA,"01","30",NA,"1.75",NA,"2.986",582000,4278000,2
"3023",2,1331,NA,930707,3,12,4,3,5,"S",930712,2,"0866","1","0866M05","550","4247","93","086","6","6","0","0","09","09","5","3","9","1","60","50","26","24","6","5","4","4","24","26","4","3","4","4",NA,"25",NA,"1",NA,"4","24","3","1",NA,"26","3","1",NA,"25","3","1",NA,"24","26","25","37","45",NA,NA,"1","01","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","216",NA,"3.25",NA,"2.1331",550000,4247000,2
"3031",2,1347,NA,930708,2,18,4,5,2,"S",930713,2,"0866","1","0866M09","558","4246","93","086","1","1","0","0","10","10","4","2","9","1","60","50","26","24","0","6","4","4",NA,"26",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","39","45",NA,NA,"2","01","W","17",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","325",NA,"1.50",NA,"2.1347",558000,4246000,2
"3090",2,1578,NA,930709,2,12,4,3,2,"S",930714,2,"0888","1","0888J09","558","4243","93","086","1","1","0","0","09","09","3","5","9","1","80","50","26","24","8","6","4","3","24","26","2","4","4","3",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","37","39","45",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","10",NA,"11.75",NA,"2.1578",558000,4243000,2
"3155",2,1732,NA,930713,1,21,4,6,2,"S",930714,3,"0889","1","0889L02","573","4233","93","042","6","6","0","0","12","12","3","5","9","1","70","70","26","24","0","4","3","3",NA,"26",NA,"3",NA,"3",NA,"39",NA,"2",NA,"2","24","3","1",NA,"26","3","1",NA,"39","3","6",NA,"24","26","39","25","45","37",NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","385",NA,"10.00",NA,"2.1732",573000,4233000,2
"3270",3,496,NA,941207,12,20,4,5,4,"S",941212,13,"0847","2","0847K03","719","4278","94","083","3","3","0","0","10","10","5","5","9","1","30","65","24","24","0","5","3","4","04","26","0","5","0","4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","45","37","04","76",NA,"2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,"P702","P912","0",NA,"10.00",NA,"3.496",719000,4278000,3
"4329",4,119,NA,951018,13,12,4,2,3,"S",951024,12,"0952","4","0952J16","572","4187","95","098","2","2","0","0","11","11","3","3","9","1","60","40",NA,"24",NA,"8",NA,"4",NA,"45",NA,"1",NA,"2",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"24","45","26","37","15",NA,NA,"3","01","W","18",NA,NA,NA,"4","1","1",NA,"0",NA,"0","0",NA,NA,"01","018",NA,"4.00",NA,"4.119",572000,4187000,4
"5220",4,198,NA,951124,13,23,4,4,4,"S",951211,12,"0952","3","0952626","576","4175","95","063","2","2","0","0","11","11","5","5","9","1","80","80","24","24","0","7","3","4",NA,"26",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"24","26","45","37",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"M217","222",NA,"10.00",NA,"4.198",576000,4175000,4
"5223",4,212,NA,951124,13,9,4,2,3,"S",951211,12,"0952","3","0952741","574","4172","95","063","1","1","0","2","15","15","2","4","9","1","60","80","24","26","0","5","4","4",NA,"24",NA,"2",NA,"4",NA,"25",NA,"2",NA,"4","26","3","1",NA,"24","3","1",NA,"25","3","1",NA,"26","24","25","45","37","15",NA,"2","03","W","16",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,"P918","P204","377",NA,"6.50",NA,"4.212",574000,4172000,4
"5529",4,1215,NA,951127,12,17,4,3,2,"S",951212,13,"1045","3","1045A43","554","4094","95","088","1","1","0","6","11","11","3","3","9","1","35","90","24","24","5","6","3","2","23","26","1","3","3","2","45","45","4","1","4","4","24","1","2","25","26","1","2","25","45","3","6",NA,"24","26","45",NA,NA,NA,NA,"3","03","W","20",NA,NA,NA,"1","1","2",NA,"3",NA,"4","0",NA,NA,"M317","371",NA,"3.75",NA,"4.1215",554000,4094000,4
"5531",4,1223,NA,951127,12,16,4,1,2,"S",951212,13,"1045","3","1045A39","562","4094","95","013","0","0","0","6","12","12","0","4","1","1","00","70","00","24","0","6","0","3",NA,"26",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"24","1","2","30","26","1","2","30",NA,NA,NA,NA,"24","26",NA,NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"4","1","2",NA,"3",NA,"0","0",NA,NA,"01","25",NA,"6.00",NA,"4.1223",562000,4094000,4
"12379",8,2168,0,911009,NA,NA,NA,NA,NA,"2",911017,NA,"0364","1","0364K84","450","4623","90","137","6","6","0","0","04","04","3","3","9","1","80","80","45","45","0","5","3","2",NA,"26",NA,"3",NA,"4",NA,"24",NA,"1",NA,"4","45","3","6",NA,"26","3","1",NA,"24","3","1",NA,"45","26","24","43","34","72","74","2","03","W","20",NA,NA,NA,"1","1","2",NA,"9",NA,"0","4",NA,NA,"P313","383",NA,"2.75",NA,"8.2168",450000,4623000,8
"13169",8,3151,0,911004,NA,NA,NA,NA,NA,"2",911007,NA,"0394","3","0394J95","472","4611","90","284","6","6","0","0","01","01","5","5","9","1","75","80","23","24","9","6","3","3",NA,"26",NA,"2",NA,"3",NA,"45",NA,"1",NA,"3","24","3","1",NA,"26","3","1",NA,"45","3","6",NA,"24","26","45","68","37","72","46","1","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","88",NA,"12.50",NA,"8.3151",472000,4611000,8
"15165",9,2537,NA,920312,1,16,6,3,2,"S",920330,3,"0346","3","0346355","450","4618","91","018","6","6","0","0","08","08","1","2","9","1","70","60","26","26","0","5","4","4",NA,"24",NA,"3",NA,"3",NA,"38",NA,"1",NA,"3","26","3","1",NA,"24","1","2","19","38","3","6",NA,"26","24","38","45","37","45","23","2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"M902","M305","275",NA,"1.75",NA,"9.2537",450000,4618000,9
"20205",11,55,0,961010,0,22,4,2,1,NA,961010,0,"1036","2","1036611","293","4081","96","018","6","2","0","0","06","06","5","4","9","1","90","75","24","26","0","7","4","4","00","24","0","3","0","4","00",NA,"0",NA,"0",NA,"26","1","2","35","24","1","2","35",NA,NA,NA,NA,"26","24","45","15","62","66",NA,"2","02","W","17","1",NA,NA,NA,"1","2","0",NA,"4",NA,"0",NA,NA,"01","254",NA,"06.00",NA,"11.55",293000,4081000,11
"20367",11,217,0,961021,0,24,4,2,1,NA,961021,0,"1050","2","1050611","289","4062","96","040","0","6","0","2","08","08","0","4","0","1","00","60","00","24","0","4","0","4","00","26","0","3","0","4","00","45","0","3","0","3","24","1","2","18","26","1","2","21","45","3","6",NA,"24","26","45","66","15",NA,NA,"3","01","W","19","1",NA,NA,NA,"1","2","0",NA,"4",NA,"0",NA,NA,"01","330",NA,"04.25",NA,"11.217",289000,4062000,11
"21645",12,1638,NA,940831,1,55,4,1,3,"S",940919,3,"0639","1","0639K07","694","4421","94","022","4","4","0","0","09","09","5","5","9","1","00","90","24","26","0","5","1","4",NA,"24",NA,"3",NA,"2",NA,NA,NA,NA,NA,NA,"26","1","2","35","24","1","2","20",NA,NA,NA,NA,"26","24","45","25","21","37","95","2","03","W","20",NA,NA,NA,"1","1","2",NA,"1","1","4","0",NA,NA,"P304","40",NA,"9.00",NA,"12.1638",694000,4421000,12
"21772",12,1386,NA,940920,3,13,4,0,0,"S",940921,1,"0615","2","0615374","713","4436","94","079","6","6","0","0","07","07","3","4","9","1","80","25","24","26","0","6","4","4",NA,"24",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","15","37","39",NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"1",NA,"0","0",NA,NA,"G412","170",NA,"4.50",NA,"12.1386",713000,4436000,12
"22234",12,957,NA,940616,1,15,4,4,3,"S",940617,1,"0592","1","0592M07","723","4454","94","130","6","6","0","0","09","08","5","5","9","1","50","50","24","24","6","4","4","4","25","26","4","4","4","4",NA,"21",NA,"1",NA,"4","24","3","1",NA,"26","3","1",NA,"21","3","1",NA,"24","26","21","37","39","25","99","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","340",NA,"9.50",NA,"12.957",723000,4454000,12
"22826",12,1852,NA,940601,1,17,4,5,4,"S",940606,1,"0640","2","0640384","724","4420","94","008","0","0","0","0","00","09","0","5","9","1","80","65","46","24","0","6","0","4",NA,"26",NA,"2",NA,"4",NA,"45",NA,"2",NA,"3","24","3","1",NA,"26","3","1",NA,"45","3","6",NA,"24","26","45","37","04",NA,NA,"3","03","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"M912","206",NA,"12.00",NA,"12.1852",724000,4420000,12
"31360",16,1654,NA,930427,13,13,4,6,5,"S",930521,12,"0634","1","0634K11","569","4421","92","902","2","2","0","0","09","09","4","4","9","1","50","50","25","26","5","6","3","3","04","24","5","3","0","4",NA,"39",NA,"1",NA,"2","26","3","1",NA,"24","3","1",NA,"39","3","6",NA,"26","24","39","25","37","45","44","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P204","150",NA,"6.75",NA,"16.1654",569000,4421000,16
"31896",16,2258,NA,930303,13,17,4,3,0,"S",930312,12,"0663","1","0663M08","585","4393","92","029","7","7","0","0","09","09","2","1","9","1","70","40","24","26","0","6","4","4",NA,"24",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","37",NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","280",NA,"0.25",NA,"16.2258",585000,4393000,16
"32053",16,2421,NA,930323,12,16,4,6,2,"S",930405,13,"0664","1","0664M05","607","4396","92","150","7","7","0","0","09","09","4","3","9","1","60","80","24","26","0","4","4","4",NA,"24",NA,"4",NA,"4",NA,"25",NA,"1",NA,"4","26","3","1",NA,"24","3","1",NA,"25","3","1",NA,"26","24","25","39","37","45",NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0","2","9","4",NA,"P204","M910","40",NA,"2.50",NA,"16.2421",607000,4396000,16
"32181",16,2553,NA,930326,12,15,4,5,6,"S",930412,13,"0664","1","0664L13","625","4398","92","082","7","7","0","0","08","08","4","4","9","1","65","75","26","26","0","6","4","4",NA,"24",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","45","44","37",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","9",NA,NA,"01","308",NA,"5.50",NA,"16.2553",625000,4398000,16
"32337",16,2715,NA,930419,13,33,4,3,5,"S",930422,12,"0665","1","0665K10","650","4406","92","202","2","2","0","0","08","08","4","5","9","1","70","70","26","26","0","6","4","4",NA,"24",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"24","3","1",NA,NA,NA,NA,NA,"26","24","37","39","68","44",NA,"2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","60",NA,"12.00",NA,"16.2715",650000,4406000,16
"32729",16,27,NA,930715,2,17,4,3,3,"S",930715,2,"0538","1","0538L09","559","4489","92","009","1","1","0","0","09","09","4","4","9","1","90","75","25","24","0","8","4","4",NA,"37",NA,"1",NA,"2",NA,"39",NA,"1",NA,"2","24","3","1",NA,"37","3","6",NA,"39","3","6",NA,"24","37","39","25","45",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P204","163",NA,"6.00",NA,"16.27",559000,4489000,16
"33020",17,2276,0,910207,NA,NA,NA,NA,NA,"6",910218,NA,"0334","1","0334K91","490","4644","89","142","6",NA,"3",NA,"02","03","5","5","9","1","80","80","46","24","8","5","4","4",NA,"26",NA,"3",NA,"4",NA,"46",NA,"1",NA,"3","24","1","1","35","26","1","1","35","46","3","6",NA,"24","26","46","41","45","37","68","2","06","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","5",NA,"7.25",NA,"17.2276",490000,4644000,17
"34454",17,1151,0,901227,NA,NA,NA,NA,NA,"2",910228,NA,"0258","2","0258J03","487","4686","89","176","6",NA,"0",NA,"02","02","4","4","9","1","60","70","24","24","0","4","4","4",NA,"26",NA,"4",NA,"3",NA,"45",NA,"1",NA,"3","24","3","1",NA,"26","3","1",NA,"45","3","6",NA,"24","26","45","68","37",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","3",NA,"7.00",NA,"17.1151",487000,4686000,17
"34481",17,1181,0,901227,NA,NA,NA,NA,NA,"2",910228,NA,"0258","2","0258K03","486","4680","89","051","6",NA,"0",NA,"02","02","3","4","9","1","70","70","24","24","0","8","4","4",NA,"37",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"37","3","6",NA,NA,NA,NA,NA,"24","37","26","45","68","21","15","2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P712","360",NA,"6.50",NA,"17.1181",486000,4680000,17
"35776",18,155,NA,951226,0,4,4,4,4,"S",960103,0,"0929","1","0929L16","542","4194","95","098","6","6","0","0","14","14","2","5","9","1","20","30","25","24","4","5","4","3",NA,"45",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"24","45","39","37",NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","310",NA,"9.50",NA,"18.155",542000,4194000,18
