"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","DRed","Especie","Diametro1","Diametro2","Altura","Calidad","Forma","ParEsp","Agente","Import","Elemento","Compara"
"305393","12.3335","12.3335.N.N",12,12,3335,"N","N",6,6,0,118,7.6,NA,24,170,176,8.3,3,2,NA,316,1,"9",""
"305394","12.3335","12.3335.N.N",12,12,3335,"N","N",7,7,0,183,5.2,NA,24,200,202,12.8,3,2,NA,316,1,"9",""
"305395","12.3335","12.3335.N.N",12,12,3335,"N","N",8,8,0,195,5.8,NA,24,225,238,12.8,3,2,NA,313,1,"9",""
"305396","12.3335","12.3335.N.N",12,12,3335,"N","N",9,9,0,238,9.2,NA,24,214,232,14.2,2,2,NA,100,NA,"",""
"305397","12.3335","12.3335.N.N",12,12,3335,"N","N",10,10,0,263,4.3,NA,26,144,150,8.5,2,2,NA,100,NA,"",""
"305398","12.3335","12.3335.N.N",12,12,3335,"N","N",11,11,0,264,14.3,NA,24,233,245,15.4,2,2,NA,100,NA,"",""
"305399","12.3335","12.3335.N.N",12,12,3335,"N","N",12,12,0,270,13.2,NA,26,239,257,13,2,2,NA,100,NA,"",""
"305400","12.3335","12.3335.N.N",12,12,3335,"N","N",13,13,0,283,8.7,NA,26,213,213,13.5,2,2,NA,100,NA,"",""
"305401","12.3335","12.3335.N.N",12,12,3335,"N","N",14,14,0,312,4,NA,24,153,147,8,3,2,NA,316,2,"9",""
"305402","12.3335","12.3335.N.N",12,12,3335,"N","N",15,15,0,316,7.3,NA,24,196,191,8.7,2,2,NA,100,NA,"",""
"305403","12.3335","12.3335.N.N",12,12,3335,"N","N",16,16,0,323,4.2,NA,24,227,226,8.5,3,2,NA,316,1,"9",""
"305404","12.3335","12.3335.N.N",12,12,3335,"N","N",17,17,0,367,7.9,NA,24,134,146,10,3,2,NA,313,1,"9",""
"305405","12.3335","12.3335.N.N",12,12,3335,"N","N",18,18,0,370,9,NA,24,205,217,10.2,2,2,NA,100,NA,"",""
"305406","12.3335","12.3335.N.N",12,12,3335,"N","N",19,19,0,392,8.3,NA,24,272,282,11,2,2,NA,100,NA,"",""
"305558","12.3369","12.3369.N.N",12,12,3369,"N","N",1,1,0,53,11.1,NA,24,334,376,12.4,2,2,41,100,NA,"",""
"305559","12.3369","12.3369.N.N",12,12,3369,"N","N",2,2,0,117,14.8,NA,36,307,270,16.6,2,2,NA,100,NA,"",""
"305560","12.3369","12.3369.N.N",12,12,3369,"N","N",3,3,0,124,7.2,NA,26,197,186,7.9,2,2,NA,100,NA,"",""
"305561","12.3369","12.3369.N.N",12,12,3369,"N","N",4,4,0,140,1.1,NA,26,163,162,5.8,2,3,NA,100,NA,"",""
"305562","12.3369","12.3369.N.N",12,12,3369,"N","N",5,5,0,144,9.5,NA,24,208,212,8.2,2,2,NA,100,NA,"",""
"305563","12.3369","12.3369.N.N",12,12,3369,"N","N",6,6,0,152,15.7,NA,24,470,448,12.2,2,2,NA,100,NA,"",""
"305564","12.3369","12.3369.N.N",12,12,3369,"N","N",7,7,0,153,6.6,NA,24,188,184,9.6,2,2,NA,100,NA,"",""
"305565","12.3369","12.3369.N.N",12,12,3369,"N","N",8,8,0,184,23,NA,24,579,605,18.4,2,2,NA,100,NA,"",""
"305566","12.3369","12.3369.N.N",12,12,3369,"N","N",9,9,0,193,6.7,NA,24,162,171,8.8,2,2,NA,100,NA,"",""
"305567","12.3369","12.3369.N.N",12,12,3369,"N","N",10,10,0,225,5.7,NA,24,241,241,9.9,3,2,NA,100,NA,"",""
"305568","12.3369","12.3369.N.N",12,12,3369,"N","N",11,11,0,252,3,NA,24,97,91,6.6,2,3,NA,100,NA,"",""
"305569","12.3369","12.3369.N.N",12,12,3369,"N","N",12,12,0,281,8.6,NA,26,187,182,8.2,2,2,3015,100,NA,"",""
"305570","12.3369","12.3369.N.N",12,12,3369,"N","N",13,13,0,284,5.9,NA,26,226,221,8.2,2,2,NA,100,NA,"",""
"305571","12.3369","12.3369.N.N",12,12,3369,"N","N",14,14,0,308,12.3,NA,26,375,350,11.2,2,2,NA,100,NA,"",""
"305572","12.3369","12.3369.N.N",12,12,3369,"N","N",15,15,0,352,8.6,NA,24,190,199,9,2,2,NA,100,NA,"",""
"305573","12.3369","12.3369.N.N",12,12,3369,"N","N",16,16,0,356,7.8,NA,24,175,178,12.2,2,2,41,100,NA,"",""
"305574","12.3369","12.3369.N.N",12,12,3369,"N","N",17,17,0,363,6.6,NA,24,256,252,11.1,2,2,41,100,NA,"",""
"305575","12.3369","12.3369.N.N",12,12,3369,"N","N",18,18,0,397,6.3,NA,24,248,248,11.2,2,2,NA,100,NA,"",""
"390025","16.18","16.18.A.1",16,16,18,"A","1",1,1,0,13,11.7,NA,26,235,232,11.5,2,2,NA,100,NA,"","X"
"390026","16.18","16.18.A.1",16,16,18,"A","1",2,2,1,23,8.9,NA,26,207,205,11.5,2,2,NA,100,NA,"","X"
"390027","16.18","16.18.A.1",16,16,18,"A","1",3,0,2,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390028","16.18","16.18.A.1",16,16,18,"A","1",4,3,3,36,2.7,NA,26,259,245,13,2,2,NA,100,NA,"","X"
"390029","16.18","16.18.A.1",16,16,18,"A","1",5,4,4,64,6.5,NA,26,217,212,12,2,2,NA,100,NA,"","X"
"390030","16.18","16.18.A.1",16,16,18,"A","1",6,5,0,66,9.9,NA,24,147,145,13.5,2,2,NA,100,NA,"","X"
"390031","16.18","16.18.A.1",16,16,18,"A","1",7,6,5,68,8.5,NA,26,249,244,12,2,2,NA,100,NA,"","X"
"390032","16.18","16.18.A.1",16,16,18,"A","1",8,7,6,73,14.6,NA,24,295,283,16,2,2,NA,100,NA,"","X"
"390033","16.18","16.18.A.1",16,16,18,"A","1",9,8,7,73,5.1,NA,26,187,180,12.5,2,2,NA,100,NA,"","X"
"390034","16.18","16.18.A.1",16,16,18,"A","1",10,9,0,77,13.4,NA,26,229,249,15.5,2,2,NA,100,NA,"","X"
"390035","16.18","16.18.A.1",16,16,18,"A","1",11,0,8,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390036","16.18","16.18.A.1",16,16,18,"A","1",12,0,9,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390037","16.18","16.18.A.1",16,16,18,"A","1",13,10,10,82,4.2,NA,24,199,192,12.5,2,2,NA,100,NA,"","X"
"390038","16.18","16.18.A.1",16,16,18,"A","1",14,11,11,97,5.9,NA,24,232,213,13,2,2,NA,100,NA,"","X"
"390039","16.18","16.18.A.1",16,16,18,"A","1",15,12,12,102,5.8,NA,24,231,216,12.5,2,2,NA,100,NA,"","X"
"390040","16.18","16.18.A.1",16,16,18,"A","1",16,0,13,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390041","16.18","16.18.A.1",16,16,18,"A","1",17,0,14,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390042","16.18","16.18.A.1",16,16,18,"A","1",18,13,0,116,10.6,NA,24,235,248,12,2,2,NA,100,NA,"","X"
"390043","16.18","16.18.A.1",16,16,18,"A","1",19,14,15,118,3.7,NA,24,109,108,9,3,3,NA,316,1,"9","X"
"390044","16.18","16.18.A.1",16,16,18,"A","1",20,0,16,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390045","16.18","16.18.A.1",16,16,18,"A","1",21,15,17,155,14,NA,24,289,300,14,2,2,NA,100,NA,"","X"
"390046","16.18","16.18.A.1",16,16,18,"A","1",22,0,18,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390047","16.18","16.18.A.1",16,16,18,"A","1",23,888,19,179,8.4,NA,24,161,142,0,6,NA,NA,200,3,"9","X"
"390048","16.18","16.18.A.1",16,16,18,"A","1",24,888,20,183,7.1,NA,24,125,125,0,6,NA,NA,200,3,"9","X"
"390049","16.18","16.18.A.1",16,16,18,"A","1",25,0,21,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390050","16.18","16.18.A.1",16,16,18,"A","1",26,16,0,193,13.9,NA,24,238,239,12.5,2,2,NA,100,NA,"","X"
"390051","16.18","16.18.A.1",16,16,18,"A","1",27,0,22,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"390052","16.18","16.18.A.1",16,16,18,"A","1",28,17,23,200,5.3,NA,24,193,192,9,2,2,41,100,NA,"","X"
"390053","16.18","16.18.A.1",16,16,18,"A","1",29,18,24,222,9.2,NA,24,232,246,10,2,2,NA,100,NA,"","X"
"390054","16.18","16.18.A.1",16,16,18,"A","1",30,19,0,223,6.3,NA,24,135,131,8.5,2,2,NA,100,NA,"","X"
"390055","16.18","16.18.A.1",16,16,18,"A","1",31,20,0,228,14.9,NA,24,238,230,11.5,2,2,NA,100,NA,"","X"
"390056","16.18","16.18.A.1",16,16,18,"A","1",32,21,0,237,9.5,NA,24,131,136,9.5,2,2,NA,100,NA,"","X"
"390057","16.18","16.18.A.1",16,16,18,"A","1",33,22,0,252,6.8,NA,24,171,160,7.5,2,3,NA,100,NA,"","X"
"390058","16.18","16.18.A.1",16,16,18,"A","1",34,23,25,300,2,NA,24,301,303,10,2,2,NA,100,NA,"","X"
"390059","16.18","16.18.A.1",16,16,18,"A","1",35,24,26,345,2,NA,24,148,154,9,2,3,41,100,NA,"","X"
"390060","16.18","16.18.A.1",16,16,18,"A","1",36,25,0,365,2,NA,24,99,107,9,2,3,NA,100,NA,"","X"
"390065","16.20","16.20.A.1",16,16,20,"A","1",1,1,1,4,5.4,NA,24,313,322,12,2,2,NA,100,NA,"","X"
"390066","16.20","16.20.A.1",16,16,20,"A","1",2,2,0,8,3.2,NA,45,85,82,4.5,2,5,NA,100,NA,"","X"
"390067","16.20","16.20.A.1",16,16,20,"A","1",3,3,0,21,5,NA,45,88,75,4.5,2,5,NA,100,NA,"","X"
"390068","16.20","16.20.A.1",16,16,20,"A","1",4,4,2,45,4.3,NA,26,160,156,7.5,2,2,NA,100,NA,"","X"
"390069","16.20","16.20.A.1",16,16,20,"A","1",5,5,0,58,11.7,NA,26,250,247,11,2,2,NA,100,NA,"","X"
"390070","16.20","16.20.A.1",16,16,20,"A","1",6,6,0,68,9,NA,26,157,161,7,2,2,NA,100,NA,"","X"
"390071","16.20","16.20.A.1",16,16,20,"A","1",7,7,0,69,14.2,NA,25,235,222,11.5,2,2,NA,100,NA,"","X"
"390072","16.20","16.20.A.1",16,16,20,"A","1",8,8,0,96,13.6,NA,26,258,265,10,2,2,NA,100,NA,"","X"
"390073","16.20","16.20.A.1",16,16,20,"A","1",9,9,0,141,5,NA,26,131,130,6.5,2,3,NA,100,NA,"","X"
"390074","16.20","16.20.A.1",16,16,20,"A","1",10,10,0,143,14.8,NA,24,259,274,10.5,2,2,42,100,NA,"","X"
"390075","16.20","16.20.A.1",16,16,20,"A","1",11,11,0,143,14.2,NA,24,253,247,9.5,2,2,42,100,NA,"","X"
"390076","16.20","16.20.A.1",16,16,20,"A","1",12,12,0,187,12,NA,26,311,310,12,2,2,NA,100,NA,"","X"
"390077","16.20","16.20.A.1",16,16,20,"A","1",13,13,0,237,11.7,NA,24,307,299,10.5,2,2,NA,100,NA,"","X"
"390078","16.20","16.20.A.1",16,16,20,"A","1",14,14,3,257,14,NA,24,305,279,11.5,2,2,NA,100,NA,"","X"
"390079","16.20","16.20.A.1",16,16,20,"A","1",15,15,4,273,6.4,NA,24,208,205,11,2,2,NA,100,NA,"","X"
"390080","16.20","16.20.A.1",16,16,20,"A","1",16,16,5,300,9.9,NA,25,262,256,11.5,2,2,NA,100,NA,"","X"
"390081","16.20","16.20.A.1",16,16,20,"A","1",17,17,0,320,13.9,NA,24,225,240,12,2,2,NA,100,NA,"","X"
"390082","16.20","16.20.A.1",16,16,20,"A","1",18,18,6,360,14,NA,24,289,313,10.5,2,2,NA,100,NA,"","X"
"390083","16.20","16.20.A.1",16,16,20,"A","1",19,19,0,367,9.1,NA,24,194,192,11.5,2,2,NA,100,NA,"","X"
"390084","16.20","16.20.A.1",16,16,20,"A","1",20,20,0,379,9.7,NA,24,153,146,9.5,2,2,NA,100,NA,"","X"
"390085","16.20","16.20.A.1",16,16,20,"A","1",21,0,7,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"419047","16.2341","16.2341.A.1",16,16,2341,"A","1",1,1,1,29,13.7,NA,26,414,418,12.5,3,2,2530,322,1,"1","X"
"419048","16.2341","16.2341.A.1",16,16,2341,"A","1",2,2,2,42,3.5,NA,26,136,132,4,2,3,3060,100,NA,"","X"
"419049","16.2341","16.2341.A.1",16,16,2341,"A","1",3,3,0,70,10.3,NA,26,271,222,11,2,2,NA,100,NA,"","X"
"419050","16.2341","16.2341.A.1",16,16,2341,"A","1",4,4,3,84,9.5,NA,24,238,239,10,2,2,NA,100,NA,"","X"
"419051","16.2341","16.2341.A.1",16,16,2341,"A","1",5,5,0,87,9.6,NA,24,126,135,8.5,2,2,NA,100,NA,"","X"
"419052","16.2341","16.2341.A.1",16,16,2341,"A","1",6,6,4,93,10.6,NA,26,271,257,11,2,2,NA,100,NA,"","X"
"419053","16.2341","16.2341.A.1",16,16,2341,"A","1",7,7,5,96,5.7,NA,26,157,159,7.5,4,5,NA,400,1,"4","X"
"419054","16.2341","16.2341.A.1",16,16,2341,"A","1",8,8,6,106,11.8,NA,24,301,319,10,2,2,41,100,NA,"","X"
"419055","16.2341","16.2341.A.1",16,16,2341,"A","1",9,9,7,110,7,NA,26,332,339,12.5,2,2,NA,100,NA,"","X"
"419056","16.2341","16.2341.A.1",16,16,2341,"A","1",10,0,8,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"419057","16.2341","16.2341.A.1",16,16,2341,"A","1",11,10,0,120,8.3,NA,24,147,146,7.5,2,3,NA,100,NA,"","X"
"419058","16.2341","16.2341.A.1",16,16,2341,"A","1",12,11,0,134,9.9,NA,24,139,136,6.5,2,2,NA,100,NA,"","X"
"419059","16.2341","16.2341.A.1",16,16,2341,"A","1",13,12,9,160,14.2,NA,26,310,295,10,3,2,2507,322,1,"1","X"
"419060","16.2341","16.2341.A.1",16,16,2341,"A","1",14,13,10,161,8,NA,26,275,270,12,2,2,NA,100,NA,"","X"
"419061","16.2341","16.2341.A.1",16,16,2341,"A","1",15,14,11,163,8.6,NA,26,315,314,12,2,2,NA,100,NA,"","X"
"419062","16.2341","16.2341.A.1",16,16,2341,"A","1",16,15,12,171,5.7,NA,26,320,303,16,3,2,2509,322,1,"1","X"
"419063","16.2341","16.2341.A.1",16,16,2341,"A","1",17,16,13,197,10.1,NA,26,320,363,13.5,3,2,2518,322,1,"1","X"
"419064","16.2341","16.2341.A.1",16,16,2341,"A","1",18,17,14,210,5.5,NA,26,331,317,14.5,3,2,2503,322,1,"1","X"
"419065","16.2341","16.2341.A.1",16,16,2341,"A","1",19,18,15,280,11.9,NA,26,298,279,12.5,2,2,NA,100,NA,"","X"
"419066","16.2341","16.2341.A.1",16,16,2341,"A","1",20,19,16,284,12,NA,26,321,299,13,2,2,NA,100,NA,"","X"
"419067","16.2341","16.2341.A.1",16,16,2341,"A","1",21,0,17,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"419068","16.2341","16.2341.A.1",16,16,2341,"A","1",22,20,18,315,11.2,NA,26,390,403,13.5,3,2,2518,322,1,"1","X"
"419069","16.2341","16.2341.A.1",16,16,2341,"A","1",23,21,19,330,13.5,NA,26,362,375,13,3,2,2503,322,1,"1","X"
"419846","16.2421","16.2421.A.1",16,16,2421,"A","1",1,1,1,28,4.1,NA,24,134,134,8.5,3,2,NA,311,1,"2","X"
"419847","16.2421","16.2421.A.1",16,16,2421,"A","1",2,2,0,52,9.3,NA,26,137,140,6,3,5,NA,311,1,"2","X"
"419848","16.2421","16.2421.A.1",16,16,2421,"A","1",3,3,2,75,4.7,NA,24,129,127,8,3,2,NA,311,1,"2","X"
"419849","16.2421","16.2421.A.1",16,16,2421,"A","1",4,4,3,98,2.9,NA,26,161,157,9,3,2,NA,311,1,"2","X"
"419850","16.2421","16.2421.A.1",16,16,2421,"A","1",5,5,4,102,3.4,NA,24,220,210,11,3,2,NA,311,1,"2","X"
"419851","16.2421","16.2421.A.1",16,16,2421,"A","1",6,6,5,108,9.8,NA,25,244,255,9.5,3,2,NA,311,1,"2","X"
"419852","16.2421","16.2421.A.1",16,16,2421,"A","1",7,7,6,116,3.4,NA,24,212,214,10.5,3,2,NA,311,1,"2","X"
"419853","16.2421","16.2421.A.1",16,16,2421,"A","1",8,8,7,132,8.4,NA,25,158,160,9,3,2,NA,311,1,"2","X"
"419854","16.2421","16.2421.A.1",16,16,2421,"A","1",9,9,0,146,14.1,NA,26,270,259,9.5,3,2,NA,311,1,"2","X"
"419855","16.2421","16.2421.A.1",16,16,2421,"A","1",10,10,8,155,10.1,NA,24,265,280,10.5,3,2,NA,311,1,"2","X"
"419856","16.2421","16.2421.A.1",16,16,2421,"A","1",11,11,0,173,11,NA,26,239,235,8.5,3,2,NA,311,1,"2","X"
"419857","16.2421","16.2421.A.1",16,16,2421,"A","1",12,12,9,175,4,NA,26,215,190,7,3,2,NA,311,1,"2","X"
"419858","16.2421","16.2421.A.1",16,16,2421,"A","1",13,13,10,215,10.8,NA,26,301,304,11.5,3,2,NA,311,1,"2","X"
"419859","16.2421","16.2421.A.1",16,16,2421,"A","1",14,14,11,229,14.9,NA,26,234,253,11,3,2,41,311,1,"2","X"
"419860","16.2421","16.2421.A.1",16,16,2421,"A","1",15,15,0,234,14.6,NA,26,228,226,11.5,3,2,NA,311,1,"2","X"
"419861","16.2421","16.2421.A.1",16,16,2421,"A","1",16,16,12,258,7.6,NA,26,160,151,7,3,2,NA,311,1,"2","X"
"419862","16.2421","16.2421.A.1",16,16,2421,"A","1",17,17,13,320,5.2,NA,26,237,220,12,3,2,NA,311,1,"2","X"
"419863","16.2421","16.2421.A.1",16,16,2421,"A","1",18,18,14,323,7,NA,24,295,295,13,3,2,42,311,1,"2","X"
"419864","16.2421","16.2421.A.1",16,16,2421,"A","1",19,19,15,326,7.2,NA,24,258,253,13,3,2,42,311,1,"2","X"
"419865","16.2421","16.2421.A.1",16,16,2421,"A","1",20,20,16,327,2.9,NA,24,190,195,10.5,3,2,NA,311,1,"2","X"
"419866","16.2421","16.2421.A.1",16,16,2421,"A","1",21,21,0,397,11.3,NA,24,264,263,11,3,2,NA,311,1,"2","X"
"420723","16.2553","16.2553.A.1",16,16,2553,"A","1",1,1,0,85,9.1,NA,26,128,133,6,2,3,NA,100,NA,"","X"
"420724","16.2553","16.2553.A.1",16,16,2553,"A","1",2,0,1,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"420725","16.2553","16.2553.A.1",16,16,2553,"A","1",3,2,0,120,11.2,NA,24,223,227,9.5,2,2,NA,100,NA,"","X"
"420726","16.2553","16.2553.A.1",16,16,2553,"A","1",4,3,2,147,14.6,NA,26,354,370,13,2,2,NA,100,NA,"","X"
"420727","16.2553","16.2553.A.1",16,16,2553,"A","1",5,0,3,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"420728","16.2553","16.2553.A.1",16,16,2553,"A","1",6,4,0,179,12.8,NA,24,237,230,13.5,3,2,NA,321,1,"1","X"
"420729","16.2553","16.2553.A.1",16,16,2553,"A","1",7,5,4,196,9.4,NA,24,244,247,13,2,2,NA,100,NA,"","X"
"420730","16.2553","16.2553.A.1",16,16,2553,"A","1",8,6,5,219,7.1,NA,24,180,170,10.5,2,2,NA,100,NA,"","X"
"420731","16.2553","16.2553.A.1",16,16,2553,"A","1",9,0,6,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"420732","16.2553","16.2553.A.1",16,16,2553,"A","1",10,7,0,244,11.9,NA,24,256,244,12,2,2,NA,100,NA,"","X"
"420733","16.2553","16.2553.A.1",16,16,2553,"A","1",11,8,7,273,10.4,NA,26,290,282,11,2,2,NA,100,NA,"","X"
"420734","16.2553","16.2553.A.1",16,16,2553,"A","1",12,0,8,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"420735","16.2553","16.2553.A.1",16,16,2553,"A","1",13,9,9,304,8.1,NA,24,237,239,13,2,2,NA,100,NA,"","X"
"420736","16.2553","16.2553.A.1",16,16,2553,"A","1",14,10,0,325,13.6,NA,26,257,252,13,2,2,NA,100,NA,"","X"
"420737","16.2553","16.2553.A.1",16,16,2553,"A","1",15,11,10,328,7.4,NA,24,172,172,11,2,2,NA,100,NA,"","X"
"420738","16.2553","16.2553.A.1",16,16,2553,"A","1",16,12,11,332,3.7,NA,24,122,109,9,3,2,NA,316,1,"9","X"
"420739","16.2553","16.2553.A.1",16,16,2553,"A","1",17,13,12,332,3,NA,26,80,75,6,3,3,NA,316,1,"9","X"
"420740","16.2553","16.2553.A.1",16,16,2553,"A","1",18,14,13,333,9.5,NA,26,162,172,9.5,2,2,NA,100,NA,"","X"
"420741","16.2553","16.2553.A.1",16,16,2553,"A","1",19,15,0,336,11.4,NA,26,225,235,12.5,2,2,NA,100,NA,"","X"
"420742","16.2553","16.2553.A.1",16,16,2553,"A","1",20,16,14,338,4.8,NA,26,205,208,10.5,3,2,NA,316,1,"9","X"
"420743","16.2553","16.2553.A.1",16,16,2553,"A","1",21,17,0,371,8.2,NA,24,171,171,10.5,2,2,NA,100,NA,"","X"
"420744","16.2553","16.2553.A.1",16,16,2553,"A","1",22,18,15,387,6,NA,26,254,267,11.5,2,2,NA,100,NA,"","X"
"420998","16.2592","16.2592.A.1",16,16,2592,"A","1",1,1,1,10,13.6,NA,26,293,298,7.5,3,2,NA,311,1,"3","X"
"420999","16.2592","16.2592.A.1",16,16,2592,"A","1",2,2,2,56,18.8,NA,26,426,427,10,3,2,NA,311,1,"2","X"
"421000","16.2592","16.2592.A.1",16,16,2592,"A","1",3,3,3,99,12,NA,24,342,331,9,3,2,NA,311,1,"2","X"
"421001","16.2592","16.2592.A.1",16,16,2592,"A","1",4,4,4,118,7.5,NA,26,263,265,7.5,3,2,NA,311,1,"2","X"
"421002","16.2592","16.2592.A.1",16,16,2592,"A","1",5,5,5,119,3,NA,26,91,79,4,3,5,NA,311,1,"2","X"
"421003","16.2592","16.2592.A.1",16,16,2592,"A","1",6,6,6,120,13.1,NA,26,229,252,5,3,5,NA,311,1,"2","X"
"421004","16.2592","16.2592.A.1",16,16,2592,"A","1",7,7,7,151,14.3,NA,26,269,260,7,3,2,NA,311,1,"2","X"
"421005","16.2592","16.2592.A.1",16,16,2592,"A","1",8,8,8,173,6,NA,26,255,250,6,3,2,NA,311,1,"2","X"
"421006","16.2592","16.2592.A.1",16,16,2592,"A","1",9,9,9,212,14.2,NA,26,250,257,8,3,2,NA,311,1,"2","X"
"421007","16.2592","16.2592.A.1",16,16,2592,"A","1",10,10,10,215,10.6,NA,26,292,290,7,3,2,NA,311,1,"2","X"
"421008","16.2592","16.2592.A.1",16,16,2592,"A","1",11,11,0,312,2.5,NA,24,119,113,5,3,3,NA,311,1,"2","X"
"421009","16.2592","16.2592.A.1",16,16,2592,"A","1",12,12,0,338,18.6,NA,24,487,481,13.5,3,2,NA,311,1,"2","X"
"421010","16.2592","16.2592.A.1",16,16,2592,"A","1",13,13,11,372,11.1,NA,26,373,371,10,3,2,NA,311,1,"2","X"
"421011","16.2592","16.2592.A.1",16,16,2592,"A","1",14,0,12,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","X"
"421012","16.2592","16.2592.A.1",16,16,2592,"A","1",15,14,999,388,22.7,NA,24,468,504,12.5,3,2,NA,311,1,"2","X"
"422192","16.2700","16.2700.A.1",16,16,2700,"A","1",1,1,1,2,14.3,NA,24,286,330,13.5,3,2,NA,311,1,"2","X"
"422193","16.2700","16.2700.A.1",16,16,2700,"A","1",2,2,2,2,6,NA,24,399,393,16.5,3,2,NA,311,1,"2","X"
"422194","16.2700","16.2700.A.1",16,16,2700,"A","1",3,3,3,8,7.3,NA,24,456,486,15.5,3,2,NA,311,1,"2","X"
"422195","16.2700","16.2700.A.1",16,16,2700,"A","1",4,4,4,39,2.5,NA,24,174,158,12,3,2,NA,311,1,"2","X"
"422196","16.2700","16.2700.A.1",16,16,2700,"A","1",5,5,0,42,12.1,NA,26,235,232,8,3,2,NA,311,1,"2","X"
"422197","16.2700","16.2700.A.1",16,16,2700,"A","1",6,6,0,46,10,NA,26,233,240,8.5,3,2,NA,311,1,"2","X"
"422198","16.2700","16.2700.A.1",16,16,2700,"A","1",7,7,0,58,19.6,NA,24,428,432,11.5,3,2,NA,311,1,"2","X"
"422199","16.2700","16.2700.A.1",16,16,2700,"A","1",8,8,5,67,10.4,NA,26,364,364,11.5,3,2,NA,311,1,"2","X"
"422200","16.2700","16.2700.A.1",16,16,2700,"A","1",9,9,6,90,4.2,NA,24,331,331,14.5,3,2,NA,311,1,"2","X"
"422201","16.2700","16.2700.A.1",16,16,2700,"A","1",10,10,7,143,3.2,NA,26,204,204,9,3,2,NA,311,1,"2","X"
"422202","16.2700","16.2700.A.1",16,16,2700,"A","1",11,11,8,171,12,NA,24,308,326,11,3,2,NA,311,1,"2","X"
"422203","16.2700","16.2700.A.1",16,16,2700,"A","1",12,12,9,188,8.9,NA,24,256,268,11,3,2,NA,311,1,"2","X"
"422204","16.2700","16.2700.A.1",16,16,2700,"A","1",13,13,0,192,21,NA,24,429,424,13.5,3,2,NA,311,1,"2","X"
"422205","16.2700","16.2700.A.1",16,16,2700,"A","1",14,14,10,204,14,NA,26,287,302,12,3,2,42,311,1,"2","X"
"422206","16.2700","16.2700.A.1",16,16,2700,"A","1",15,15,11,206,14.1,NA,26,384,381,12.5,3,2,42,311,1,"2","X"
"422207","16.2700","16.2700.A.1",16,16,2700,"A","1",16,16,0,252,23.1,NA,24,438,454,17.5,3,2,NA,311,1,"2","X"
"422208","16.2700","16.2700.A.1",16,16,2700,"A","1",17,17,12,252,2.1,NA,26,354,324,11,3,2,NA,316,1,"9","X"
"422209","16.2700","16.2700.A.1",16,16,2700,"A","1",18,18,13,297,6.3,NA,24,410,399,15,3,2,NA,311,1,"2","X"
"422210","16.2700","16.2700.A.1",16,16,2700,"A","1",19,19,14,313,11.3,NA,24,308,316,13,3,2,NA,311,1,"2","X"
"422211","16.2700","16.2700.A.1",16,16,2700,"A","1",20,20,15,317,13.5,NA,24,266,295,13.5,3,2,NA,311,1,"2","X"
"422212","16.2700","16.2700.A.1",16,16,2700,"A","1",21,21,0,341,15.1,NA,24,335,292,12,3,2,NA,311,1,"2","X"
"422213","16.2700","16.2700.A.1",16,16,2700,"A","1",22,22,16,348,14.9,NA,24,360,342,16,3,2,NA,311,1,"2","X"
"422214","16.2700","16.2700.A.1",16,16,2700,"A","1",23,23,17,358,5.1,NA,24,252,236,14,3,2,NA,311,1,"2","X"
"422215","16.2700","16.2700.A.1",16,16,2700,"A","1",24,24,18,362,12.7,NA,24,341,299,15,3,2,NA,311,1,"2","X"
"422216","16.2700","16.2700.A.1",16,16,2700,"A","1",25,25,19,365,10.9,NA,26,225,226,9.5,3,2,NA,316,1,"9","X"
"422549","16.2715","16.2715.A.3C",16,16,2715,"A","3C",1,0,1,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,"","C"
"422550","16.2715","16.2715.A.3C",16,16,2715,"A","3C",2,1,2,39,1.7,NA,24,139,136,10,3,2,NA,NA,NA,"","C"
"422551","16.2715","16.2715.A.3C",16,16,2715,"A","3C",3,2,3,54,7.7,NA,24,298,310,15.5,3,2,NA,NA,NA,"","C"
