"","PlotID0","CoorX.x","CoorY.x","ANO","FECHGR","FECHAVE","PlotID","CoorX.y","CoorY.y","FechaIni","FechaFin","Cla","Subclase"
"18",8.268,389000,4663000,90,910613,911007,"8.268.A.1",NA,NA,"05/16/01 00:00:00","05/16/01 00:00:00","A","1"
"19",8.95,415000,4681000,90,910607,910628,"8.95.A.1",NA,NA,"06/27/01 00:00:00","06/27/01 00:00:00","A","1"
"20",9.141,474000,4777000,91,920128,920205,"9.1410.A.3C",NA,NA,"04/25/03 00:00:00","04/25/03 00:00:00","A","3C"
"21",9.1424,478000,4680000,91,920224,920304,"9.1424.A.1",NA,NA,"04/01/03 00:00:00","04/01/03 00:00:00","A","1"
"22",9.1506,466000,4674000,91,920225,920305,"9.1506.A.1",NA,NA,"03/26/03 00:00:00","03/26/03 00:00:00","A","1"
"23",9.1869,492000,4665000,91,920309,920316,"9.1869.A.1",NA,NA,"04/02/03 00:00:00","04/02/03 00:00:00","A","1"
"24",9.1896,487000,4659000,91,920310,920316,"9.1896.A.1",NA,NA,"04/07/03 00:00:00","04/07/03 00:00:00","A","1"
"25",9.1912,489000,4658000,91,920310,920317,"9.1912.A.1",NA,NA,"04/30/03 00:00:00","04/30/03 00:00:00","A","1"
"26",9.1913,490000,4658000,91,920310,920317,"9.1913.A.1",NA,NA,"04/28/03 00:00:00","04/28/03 00:00:00","A","1"
"27",9.1939,498000,4656000,91,920310,920317,"9.1939.A.1",NA,NA,"05/19/03 00:00:00","05/19/03 00:00:00","A","1"
"28",9.1952,499000,4655000,91,920310,920317,"9.1952.A.1",NA,NA,"03/12/03 00:00:00","03/12/03 00:00:00","A","1"
"29",9.2008,501000,4651000,91,920311,920318,"9.2008.A.1",NA,NA,"05/05/03 00:00:00","05/05/03 00:00:00","A","1"
"30",9.2303,502000,4650000,91,920309,920323,"9.2303.A.1",NA,NA,"04/28/03 00:00:00","04/28/03 00:00:00","A","1"
"31",9.477,472000,4752000,91,920217,920221,"9.477.A.1",NA,NA,"05/13/03 00:00:00","05/13/03 00:00:00","A","1"
"32",9.493,469000,4750000,91,920217,920224,"9.493.A.4",NA,NA,"02/25/03 00:00:00","02/25/03 00:00:00","A","4"
"33",17.1273,433000,4667000,89,910104,910305,"17.1273.A.1",NA,NA,"03/12/01 00:00:00","03/12/01 00:00:00","A","1"
"34",17.1292,439000,4666000,89,910108,910305,"17.1292.A.1",NA,NA,"04/09/01 00:00:00","04/09/01 00:00:00","A","1"
"35",17.379,428000,4679000,89,901016,901106,"17.379.A.1",NA,NA,"06/25/01 00:00:00","06/25/01 00:00:00","A","1"
"36",17.406,421000,4675000,89,901018,901107,"17.406.A.1",NA,NA,"06/19/01 00:00:00","06/19/01 00:00:00","A","1"
"37",17.407,422000,4675000,89,901018,901107,"17.407.A.1",NA,NA,"06/18/01 00:00:00","06/18/01 00:00:00","A","1"
"38",17.409,424000,4675000,89,901018,901107,"17.409.A.1",NA,NA,"06/06/01 00:00:00","06/06/01 00:00:00","A","1"
"39",17.431,415000,4672000,89,901018,901108,"17.431.A.1",NA,NA,"06/20/01 00:00:00","06/20/01 00:00:00","A","1"
"40",17.443,423000,4671000,89,901019,901108,"17.443.A.1",NA,NA,"05/29/01 00:00:00","05/29/01 00:00:00","A","1"
"41",17.447,428000,4671000,89,901019,901108,"17.447.A.1",NA,NA,"05/16/01 00:00:00","05/16/01 00:00:00","A","1"
"42",17.448,429000,4671000,89,901019,901108,"17.448.A.1",NA,NA,"05/08/01 00:00:00","05/08/01 00:00:00","A","1"
"43",17.537,449000,4681000,89,901114,901205,"17.537.A.1",NA,NA,"05/16/01 00:00:00","05/16/01 00:00:00","A","1"
"44",17.577,449000,4679000,89,901120,901211,"17.577.A.1",NA,NA,"05/07/01 00:00:00","05/07/01 00:00:00","A","1"
"45",17.617,446000,4677000,89,901127,901127,"17.617.A.1",NA,NA,"05/29/01 00:00:00","05/29/01 00:00:00","A","1"
"46",17.627,432000,4676000,89,901128,910201,"17.627.A.1",NA,NA,"05/03/01 00:00:00","05/03/01 00:00:00","A","1"
"47",17.656,445000,4675000,89,910131,910205,"17.656.A.1",NA,NA,"05/18/01 00:00:00","05/18/01 00:00:00","A","1"
"48",17.693,444000,4673000,89,901128,910206,"17.693.A.1",NA,NA,"05/11/01 00:00:00","05/11/01 00:00:00","A","1"
"49",17.743,439000,4670000,89,901129,910207,"17.743.A.1",NA,NA,"05/03/01 00:00:00","05/03/01 00:00:00","A","1"
"50",17.744,440000,4670000,89,901129,910207,"17.744.A.1",NA,NA,"05/04/01 00:00:00","05/04/01 00:00:00","A","1"
"51",17.766,439000,4669000,89,901130,910208,"17.766.A.1",NA,NA,"04/24/01 00:00:00","04/24/01 00:00:00","A","1"
"52",17.83,448000,4692000,89,901115,901128,"17.830.A.1",NA,NA,"06/20/01 00:00:00","06/20/01 00:00:00","A","1"
"53",17.869,468000,4683000,89,901130,910213,"17.869.A.1",NA,NA,"03/27/01 00:00:00","03/27/01 00:00:00","A","1"
"54",22.1,679000,4752000,93,931001,931015,"22.1.A.1",NA,NA,"10/28/04 12:18:54","10/28/04 13:57:45","A","1"
"55",22.117,691000,4733000,93,940120,940131,"22.117.A.1",NA,NA,"10/14/04 12:50:19","10/14/04 20:05:58","A","1"
"56",22.1208,709000,4691000,93,940128,940207,"22.1208.A.1",NA,NA,"11/14/04 22:48:57","11/15/04 00:46:46","A","1"
"57",22.1418,276000,4708000,93,931027,931112,"22.1418.A.1",NA,NA,"09/28/04 11:15:36","09/28/04 13:08:17","A","1"
"58",22.1432,276000,4707000,93,940125,940203,"22.1432.A.1",NA,NA,"09/24/04 11:46:47","09/24/04 13:39:46","A","1"
"59",22.1464,284000,4704000,93,940216,940222,"22.1464.A.1",NA,NA,"10/04/04 00:41:00","10/04/04 03:01:26","A","1"
"60",22.1603,296000,4703000,93,940119,940119,"22.1603.A.1",NA,NA,"09/23/04 12:11:02","09/23/04 14:46:13","A","1"
"61",22.1739,708000,4687000,93,940126,940204,"22.1739.A.1",NA,NA,"10/14/04 02:43:39","10/14/04 04:27:40","A","1"
"62",22.22,674000,4734000,93,940119,940131,"22.22.A.1",NA,NA,"09/03/04 11:33:08","09/03/04 13:22:55","A","1"
"63",22.398,729000,4725000,93,940119,940131,"22.398.A.1",NA,NA,"09/27/04 12:00:20","09/27/04 13:46:10","A","1"
"64",22.487,729000,4717000,93,940124,940202,"22.487.A.1",NA,NA,"11/22/04 12:46:01","11/22/04 15:52:23","A","1"
"65",22.498,724000,4714000,93,940125,940202,"22.498.A.1",NA,NA,"10/07/04 11:52:19","10/07/04 13:42:33","A","1"
"66",22.52,676000,4741000,93,931210,931217,"22.52.A.1",NA,NA,"09/06/04 12:06:53","09/06/04 15:00:50","A","1"
"67",22.523,729000,4710000,93,931018,931102,"22.523.A.1",NA,NA,"11/17/04 10:35:59","11/17/04 13:55:59","A","1"
"68",22.55,682000,4741000,93,940114,940117,"22.55.A.1",NA,NA,"09/08/04 15:25:43","09/08/04 16:39:55","A","1"
"69",22.56,683000,4741000,93,931210,931217,"22.56.A.1",NA,NA,"09/29/04 12:30:06","09/29/04 15:57:09","A","1"
"70",22.57,684000,4741000,93,931210,931217,"22.57.A.1",NA,NA,"11/12/04 13:36:14","11/12/04 15:27:45","A","1"
"71",22.605,743000,4717000,93,931020,931102,"22.605.A.1",NA,NA,"09/03/04 15:30:12","09/03/04 17:26:09","A","1"
"72",22.61,681000,4740000,93,931210,931217,"22.61.A.1",NA,NA,"10/06/04 13:20:25","10/06/04 15:11:17","A","1"
"73",22.62,682000,4740000,93,931203,940105,"22.62.A.1",NA,NA,"10/07/04 15:42:24","10/07/04 17:22:43","A","1"
"74",22.66,688000,4740000,93,931015,931027,"22.66.A.1",NA,NA,"09/02/04 10:56:10","09/02/04 12:31:02","A","1"
"75",22.7,677000,4747000,93,931203,940105,"22.70.A.4",NA,NA,"09/01/04 15:26:05","09/01/04 17:06:43","A","4"
"76",22.763,281000,4717000,93,940128,940207,"22.763.A.4",NA,NA,"10/21/04 10:28:19","10/21/04 12:50:58","A","4"
"77",25.53,317000,4737000,89,901016,901219,"25.53.A.1",NA,NA,"07/06/01 00:00:00","07/06/01 00:00:00","A","1"
"78",25.69,316000,4734000,89,901019,901220,"25.69.A.1",NA,NA,"08/03/01 00:00:00","08/03/01 00:00:00","A","1"
"79",26.1052,539000,4660000,88,902203,902903,"26.1052.A.1",NA,NA,"3/08/99","3/08/99","A","1"
"80",26.1062,524000,4658000,88,902203,903003,"26.1062.A.1",NA,NA,"9/08/99","9/08/99","A","1"
"81",26.1063,525000,4658000,88,902203,903003,"26.1063.A.1",NA,NA,"9/08/99","9/08/99","A","1"
"82",26.1076,528000,4657000,88,902003,903003,"26.1076.A.1",NA,NA,"2/09/99","2/09/99","A","1"
"83",26.1094,526000,4655000,88,902003,903103,"26.1094.A.1",NA,NA,"6/09/99","6/09/99","A","1"
"84",26.1124,535000,4652000,88,901703,903003,"26.1124.A.1",NA,NA,"18/08/99","18/08/99","A","1"
"85",26.228,5e+05,4686000,88,902802,901503,"26.228.A.1",NA,NA,"14/07/99","14/07/99","A","1"
"86",26.687,522000,4669000,88,902103,902403,"26.687.A.1",NA,NA,"9/08/99","9/08/99","A","1"
"87",26.688,523000,4669000,88,902103,902403,"26.688.A.1",NA,NA,"9/08/99","9/08/99","A","1"
"88",26.945,524000,4668000,88,902203,902903,"26.945.A.1",NA,NA,"7/09/99","7/09/99","A","1"
"89",26.961,524000,4667000,88,902203,902803,"26.961.A.1",NA,NA,"23/08/99","23/08/99","A","1"
"90",26.977,526000,4666000,88,902303,902803,"26.977.A.2C",NA,NA,"18/08/99","18/08/99","A","2C"
"91",42.105,544000,4661000,91,921216,921222,"42.105.A.1 ",NA,NA,"11/20/03 12:53:28","11/20/03 13:44:34","A","1 "
"92",42.266,510000,4646000,91,920110,920116,"42.266.A.1 ",NA,NA,"01/21/04 10:59:04","01/21/04 13:25:46","A","1 "
"93",42.35,517000,4653000,91,920108,920114,"42.35.A.1 ",NA,NA,"12/05/03 10:20:02","12/05/03 13:03:56","A","1 "
"94",42.508,514000,4648000,91,920113,920122,"42.508.A.1 ",NA,NA,"11/13/03 13:48:23","11/13/03 16:20:40","A","1 "
"95",42.535,523000,4647000,91,920113,920121,"42.535.A.1 ",NA,NA,"12/04/03 14:16:12","12/04/03 15:36:15","A","1 "
