"","PlotID0","PlotID.x","FechaIni.x","Cla.x","Subclase.x","anno.gr.x","mes.gr.x","PlotID.y","FechaIni.y","Cla.y","Subclase.y","anno.gr.y","mes.gr.y","diff.year"
"15",9.2423,"9.2423.A.1","04/24/03 00:00:00","A","1",2003,4,"9.2423.A.1","2018-07-11","A",1,2018,7,15
"16",9.2438,"9.2438.A.1","04/16/03 00:00:00","A","1",2003,4,"9.2438.A.1","2018-07-12","A",1,2018,7,15
"17",9.2443,"9.2443.A.1","04/08/03 00:00:00","A","1",2003,4,"9.2443.A.1","2018-07-19","A",1,2018,7,15
"18",9.2457,"9.2457.A.1","03/11/03 00:00:00","A","1",2003,3,"9.2457.A.1","2018-07-11","A",1,2018,7,15
"19",9.246,"9.2460.A.1","03/14/03 00:00:00","A","1",2003,3,"9.2460.A.1","2018-07-24","A",1,2018,7,15
"20",9.2614,"9.2614.A.1","02/25/03 00:00:00","A","1",2003,2,"9.2614.A.1","2018-06-13","A",1,2018,6,15
"21",9.3448,"9.3448.N.N","04/08/03 00:00:00","N","N",2003,4,"9.3448.A.1","2018-07-02","A",1,2018,7,15
"22",9.503,"9.503.A.1","03/03/03 00:00:00","A","1",2003,3,"9.503.A.1","2018-06-18","A",1,2018,6,15
"23",9.52,"9.520.A.1","06/04/03 00:00:00","A","1",2003,6,"9.520.A.1","2018-06-19","A",1,2018,6,15
"24",9.86,"9.86.A.1","06/12/03 00:00:00","A","1",2003,6,"9.86.A.1","2018-05-07","A",1,2018,5,15
"25",9.86,"9.86.A.1","06/12/03 00:00:00","A","1",2003,6,"9.860.A.1","2018-07-18","A",1,2018,7,15
"26",9.86,"9.860.A.1","04/02/03 00:00:00","A","1",2003,4,"9.86.A.1","2018-05-07","A",1,2018,5,15
"27",9.86,"9.860.A.1","04/02/03 00:00:00","A","1",2003,4,"9.860.A.1","2018-07-18","A",1,2018,7,15
"28",9.876,"9.876.A.1","04/04/03 00:00:00","A","1",2003,4,"9.876.A.1","2018-09-10","A",1,2018,9,16
"29",9.887,"9.887.A.1","04/03/03 00:00:00","A","1",2003,4,"9.887.A.1","2018-09-11","A",1,2018,9,16
"30",9.897,"9.897.A.1","05/13/03 00:00:00","A","1",2003,5,"9.897.A.1","2018-07-03","A",1,2018,7,15
"31",34.323,"34.323.A.1","03/14/03 00:00:00","A","1",2003,3,"34.323.A.1","2019-04-12","A",1,2019,4,16
"32",34.324,"34.324.A.1","03/14/03 00:00:00","A","1",2003,3,"34.324.A.1","2019-04-22","A",1,2019,4,16
"33",34.542,"34.542.A.1","04/30/03 00:00:00","A","1",2003,4,"34.542.A.1","2019-04-29","A",1,2019,4,16
"34",37.1024,"37.1024.A.1","04/26/02 00:00:00","A","1",2002,4,"37.1024.A.1","2018-10-26","A",1,2018,10,17
"35",37.1223,"37.1223.A.1","04/04/02 00:00:00","A","1",2002,4,"37.1223.A.1","2018-11-21","A",1,2018,11,17
"36",37.1725,"37.1725.A.1","05/21/02 00:00:00","A","1",2002,5,"37.1725.A.1","2018-10-29","A",1,2018,10,17
"37",40.1849,"40.1849.A.1 ","11/04/03 10:04:02","A","1 ",2003,11,"40.1849.A.1","2018-12-03","A",1,2018,12,15
"38",40.1856,"40.1856.A.1 ","11/06/03 11:29:05","A","1 ",2003,11,"40.1856.A.1","2018-12-03","A",1,2018,12,15
"39",40.1864,"40.1864.A.1 ","12/11/03 13:24:45","A","1 ",2003,12,"40.1864.A.1","2018-12-12","A",1,2018,12,15
"40",42.1046,"42.1046.A.1 ","11/17/03 14:05:12","A","1 ",2003,11,"42.1046.A.1","2019-05-13","A",1,2019,5,16
"41",42.225,"42.225.A.3C","11/25/03 09:58:29","A","3C",2003,11,"42.225.A.1","2019-02-26","A",1,2019,2,15
"42",42.228,"42.228.A.1 ","11/25/03 14:26:20","A","1 ",2003,11,"42.228.A.1","2019-03-11","A",1,2019,3,15
"43",42.23,"42.230.A.1 ","11/18/03 14:31:30","A","1 ",2003,11,"42.230.A.1","2019-03-12","A",1,2019,3,15
"44",42.252,"42.252.A.1 ","02/11/04 12:38:30","A","1 ",2004,2,"42.252.A.1","2019-05-24","A",1,2019,5,15
"45",42.253,"42.253.A.1 ","12/04/03 09:58:39","A","1 ",2003,12,"42.253.A.1","2019-05-28","A",1,2019,5,16
"46",42.326,"42.326.A.1 ","11/10/03 15:27:59","A","1 ",2003,11,"42.326.A.1","2019-07-22","A",1,2019,7,16
"47",42.333,"42.333.A.1 ","12/17/03 10:01:31","A","1 ",2003,12,"42.333.A.1","2019-04-26","A",1,2019,4,15
"48",42.341,"42.341.A.4 ","01/21/04 13:57:58","A","4 ",2004,1,"42.341.A.4","2019-07-18","A",4,2019,7,16
"49",42.345,"42.345.A.1 ","11/17/03 14:29:56","A","1 ",2003,11,"42.345.A.1","2019-05-06","A",1,2019,5,16
"50",42.366,"42.366.A.3E","01/30/04 13:49:30","A","3E",2004,1,"42.366.A.1","2019-06-05","A",1,2019,6,16
"51",42.406,"42.406.A.1 ","02/20/04 10:46:17","A","1 ",2004,2,"42.406.A.1","2019-06-12","A",1,2019,6,15
"52",42.437,"42.437.A.1 ","02/19/04 10:15:18","A","1 ",2004,2,"42.437.A.1","2019-07-23","A",1,2019,7,16
"53",42.448,"42.448.A.1 ","11/25/03 10:10:47","A","1 ",2003,11,"42.448.A.1","2019-08-20","A",1,2019,8,16
"54",42.45,"42.450.A.1 ","12/05/03 09:45:47","A","1 ",2003,12,"42.450.A.1","2019-07-31","A",1,2019,7,16
"55",42.46,"42.460.A.1 ","12/04/03 13:22:56","A","1 ",2003,12,"42.460.A.1","2019-06-19","A",1,2019,6,16
"56",42.632,"42.632.A.1 ","03/17/04 12:51:50","A","1 ",2004,3,"42.632.A.1","2019-07-15","A",1,2019,7,15
"57",42.65,"42.650.A.1 ","03/10/04 13:40:13","A","1 ",2004,3,"42.650.A.1","2019-05-30","A",1,2019,5,15
"58",42.725,"42.725.A.1 ","03/16/04 10:28:39","A","1 ",2004,3,"42.725.A.1","2019-04-25","A",1,2019,4,15
"59",42.841,"42.841.A.1 ","01/22/04 10:05:01","A","1 ",2004,1,"42.841.A.1","2019-03-14","A",1,2019,3,15
"60",42.875,"42.875.A.4 ","03/18/04 14:02:05","A","4 ",2004,3,"42.875.A.1","2019-04-26","A",1,2019,4,15
"61",42.883,"42.883.A.1 ","01/12/04 13:09:37","A","1 ",2004,1,"42.883.A.1","2019-08-05","A",1,2019,8,16
"62",42.915,"42.915.A.1 ","02/24/04 10:13:24","A","1 ",2004,2,"42.915.A.1","2019-03-27","A",1,2019,3,15
"63",42.918,"42.918.A.1 ","02/19/04 10:24:23","A","1 ",2004,2,"42.918.A.1","2019-04-29","A",1,2019,4,15
"64",42.957,"42.957.A.1 ","02/16/04 09:11:28","A","1 ",2004,2,"42.957.A.1","2019-03-04","A",1,2019,3,15
"65",42.958,"42.958.A.1 ","01/16/04 12:01:01","A","1 ",2004,1,"42.958.A.1","2019-04-04","A",1,2019,4,15
"66",42.96,"42.960.A.1 ","03/12/04 10:51:41","A","1 ",2004,3,"42.960.A.1","2019-04-05","A",1,2019,4,15
"67",42.983,"42.983.A.4 ","11/07/03 10:54:02","A","4 ",2003,11,"42.983.A.1","2019-02-28","A",1,2019,2,15
