"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"6184",5,9,NA,920611,1,0,0,0,0,"S",920611,1,"0454","1","0454K09","338","4554","92","134","6","6","0","0","07","07","1","1","9","3","60",NA,"26",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.9",338000,4554000,5
"6349",5,893,NA,920522,4,11,6,2,3,"S",920603,2,"0557","2","0557100","375","4481","91","057","3","3","0","0","10","10","4","5","9","1","00","50","23","26","0","8","2","3","23","23","0","1","3","2",NA,"37",NA,"1",NA,"2","26","3","1",NA,"23","3","1",NA,"37","3","6",NA,"26","23","37",NA,NA,NA,NA,"2","01","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","290",NA,"11.75",NA,"5.893",375000,4481000,5
"6378",5,926,NA,920522,2,22,6,2,2,"S",920604,4,"0557","3","0557218","386","4476","91","057","6","6","0","0","06","06","3","5","9","1","40","80","23","26","0","4","3","4",NA,"23",NA,"4",NA,"4",NA,"45",NA,"2",NA,"2","26","3","1",NA,"23","3","1",NA,"45","3","6",NA,"26","23","45","68",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","4",NA,NA,"01","347",NA,"9.25",NA,"5.926",386000,4476000,5
"6663",5,1282,NA,920529,2,21,6,2,2,"S",920611,2,"0579","1","0579J09","361","4464","91","002","6","6","0","0","07","07","5","5","9","1","90","70","23","26","6","7","4","4","26","23","4","3","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23","45","44",NA,NA,NA,"1","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"G414","315",NA,"8.75",NA,"5.1282",361000,4464000,5
"6675",5,1297,NA,920601,4,12,6,4,3,"S",920611,3,"0579","1","0579J08","358","4463","91","187","2","2","0","0","05","05","3","4","9","1","60","35","26","26","6","5","4","4","23","23","4","5","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23","45","37",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","194",NA,"4.75",NA,"5.1297",358000,4463000,5
"6702",5,1332,NA,920601,2,16,6,4,3,"S",920612,2,"0579","1","0579K07","356","4460","91","002","2","2","0","0","05","05","2","2","9","1","70","60","23","23","0","6","4","4",NA,"26",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"23","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"23","26","45","37",NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","196",NA,"2.00",NA,"5.1332",356000,4460000,5
"6805",5,554,NA,930824,1,17,6,2,2,"S",930826,1,"0532","3","0532487","386","4488","93","102","2","2","0","0","09","09","3","2","9","1","80","50","26","26","0","8","4","4",NA,"23",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23",NA,NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"P112","P204","360",NA,"2.25",NA,"5.554",386000,4488000,5
"6844",5,123,NA,931116,3,22,6,0,1,"S",931118,1,"0481","1","0481K05","353","4535","91","242","6","6","0","0","08","08","1","1","9","1","50","50","26","26","0","7","4","3",NA,"23",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23",NA,NA,NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"P204","P305","120",NA,"0.50",NA,"5.123",353000,4535000,5
"6906",5,1283,NA,931118,1,38,6,4,3,"S",931119,1,"0579","1","0579J10","362","4464","92","002","6","6","0","0","08","08","5","5","9","1","80","80","26","23","0","7","4","4",NA,"26",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"23","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"23","26","43","45","54",NA,NA,"1","07","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4","P204","M406","G404","000",NA,"9.75",NA,"5.1283",362000,4464000,5
"7295",6,48,0,911210,NA,38,4,1,1,"1",911218,NA,"0708","2","0708L10","333","4361","91","062","5","5","3","3","05","05","4","3","9","1","80","75","23","23","5","0","4","4","62",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,NA,"23","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","45","68",NA,NA,NA,NA,"3","02","W","14",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"P909","346",NA,"3.00",NA,"6.48",333000,4361000,6
"7489",6,276,0,911211,NA,NA,NA,NA,NA,"1",911219,NA,"0732","2","0732M11","306","4338","90","127","5","5","0","0","04","04","2","2","9","1","50","70","26","26","0","6","3","3",NA,"23",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","1","1","30","23","1","1","30",NA,NA,NA,NA,"26","23",NA,NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","375",NA,"2.00",NA,"6.276",306000,4338000,6
"7510",6,304,0,911212,NA,NA,NA,NA,NA,"1",911219,NA,"0733","2","0733J10","331","4352","91","063","5","5","3","3","06","06","2","3","9","1","60","70","23","23","4","7","4","4","26","26","6","3","4","4",NA,NA,NA,NA,NA,NA,"23","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"23","26","45","68",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","10",NA,"2.50",NA,"6.304",331000,4352000,6
"7553",6,354,0,911212,NA,31,6,0,3,"1",911219,NA,"0733","2","0733K11","333","4348","91","063","5","5","3","3","05","05","2","5","9","1","60","75","23","23","4","5","4","4","26","26","6","4","4","4",NA,NA,NA,NA,NA,NA,"23","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"23","26","46","44","45",NA,NA,"2","03","W","19",NA,NA,NA,"5","1","2",NA,"0",NA,"0","4",NA,NA,"P204","380","170","10.75","7.00","6.354",333000,4348000,6
"7621",6,431,0,911213,NA,NA,NA,NA,NA,"6",911219,NA,"0733","2","0733M12","335","4340","91","051","2","2","3","3","05","05","3","4","9","1","60","70","26","26","6","5","4","4","23","23","4","4","4","4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23","45","68","46","44",NA,"2","02","W","19",NA,NA,NA,"1","1","2",NA,"0","4","1","4",NA,NA,"01","70","378","4.75","1.50","6.431",335000,4340000,6
"7679",6,493,0,911213,NA,NA,NA,NA,NA,"1",911220,NA,"0734","2","0734K04","348","4350","90","157","3","3","3","3","06","06","2","2","9","1","60","40","23","23","0","6","4","4",NA,"26",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"23","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"23","26","45",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","320",NA,"02.00",NA,"6.493",348000,4350000,6
"7680",6,494,0,911213,NA,NA,NA,NA,NA,"1",911220,NA,"0734","2","0734K04","349","4350","90","062","3","3","3","3","06","06","4","4","9","1","60","60","26","26","0","4","4","4",NA,"23",NA,"4",NA,"4",NA,"68",NA,"2",NA,"3","26","3","1",NA,"23","3","1",NA,"68","3","6",NA,"26","23","68","44","45",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"M902","013",NA,"06.00",NA,"6.494",349000,4350000,6
"7686",6,501,0,911210,NA,NA,NA,NA,NA,"1",911212,NA,"0734","2","0734K05","350","4348","90","062","3","3","3","3","07","07","3","3","9","1","60","90","23","26","0","6","4","4",NA,"23",NA,"3",NA,"4",NA,"68",NA,"1",NA,"3","26","3","1",NA,"23","3","1",NA,"68","3","6",NA,"26","23","68","45","08",NA,NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0","2","3","0",NA,NA,"01","290",NA,"4.00",NA,"6.501",350000,4348000,6
"7697",6,513,0,911210,NA,NA,NA,NA,NA,"1",911212,NA,"0734","2","0734M01","340","4340","91","051","2","2","3","3","07","07","2","4","9","1","70","90","26","26","0","5","4","4",NA,"23",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23","68","45",NA,NA,NA,"2","05","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"1","0",NA,NA,"P204","225",NA,"5.00",NA,"6.513",340000,4340000,6
"7701",6,519,0,911210,NA,NA,NA,NA,NA,"1",911212,NA,"0734","2","0734M06","352","4340","90","157","3","3","0","0","07","07","4","5","9","1","60","75","23","26","4","5","4","4","26","23","6","3","4","3",NA,"46",NA,"1",NA,"3","26","3","1",NA,"23","3","1",NA,"46","3","6",NA,"26","23","46","68","42","45","61","2","02","W","17",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"M902","225",NA,"7.75",NA,"6.519",352000,4340000,6
"7965",6,916,0,911212,NA,24,4,4,5,"3",911216,NA,"0756","2","0756K07","324","4330","90","056","5","5","0","0","05","05","3","3","9","1","60","80","23","26","0","8","3","3",NA,"23",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"26","1","1","30","23","1","1","30",NA,NA,NA,NA,"26","23","68","45",NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0","1","4","4",NA,NA,"M204","186",NA,"4.00",NA,"6.916",324000,4330000,6
"8110",6,1117,0,911213,NA,NA,NA,NA,NA,"1",911220,NA,"0781","2","0781K08","324","4312","90","057","3","3","0","0","08","08","4","4","9","1","60","60","23","26","0","7","3","3",NA,"23",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23","68",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","237",NA,"6.75",NA,"6.1117",324000,4312000,6
"8942",6,2552,0,911217,NA,NA,NA,NA,NA,"3",911219,NA,"0897","2","0897M08","734","4213","90","026","3","3","0","0","08","08","3","4","9","1","20","60","26","26","8","7","3","3","23","43","2","2","3","2","23",NA,"1",NA,"3",NA,"26","3","1",NA,"43","3","6",NA,"23","3","1",NA,"26","43","23","46","45",NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","228",NA,"6.00",NA,"6.2552",734000,4213000,6
"11802",8,1465,0,910830,NA,NA,NA,NA,NA,"5",911018,NA,"0332","1","0332M45","439","4636","90","278","6","6","0","0","05","05","1","2","9","1","70","50","44","23","6","4","4","4","23","26","3","2","4","4",NA,"41",NA,"2",NA,"3","23","3","1",NA,"26","3","1",NA,"41","3","6",NA,"23","26","41","15","91","45",NA,"2","04","W","19",NA,NA,NA,"1","1","3",NA,"0",NA,"0","9",NA,NA,"01","200",NA,"2.00",NA,"8.1465",439000,4636000,8
"12552",8,2379,0,911001,NA,NA,NA,NA,NA,"2",911010,NA,"0365","3","0365M32","457","4617","90","202","6","6","0","0","02","02","5","4","9","1","75","80","23","26","5","5","3","4","46","23","3","3","3","4","45","45","2","1","3","3","26","3","1",NA,"23","3","1",NA,"45","3","6",NA,"26","23","45","75","74","44","15","2","07","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","69",NA,"6.00",NA,"8.2379",457000,4617000,8
"13112",8,3033,0,911002,NA,NA,NA,NA,NA,"2",911008,NA,"0393","3","0393K98","456","4607","90","075","6","6","0","0","03","03","4","4","9","1","90","75","23","23","6","5","3","4","46","26","2","3","3","4","45","45","2","2","3","3","23","3","1",NA,"26","3","1",NA,"45","3","6",NA,"23","26","45","46","68","44",NA,"2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","177",NA,"6.50",NA,"8.3033",456000,4607000,8
"15154",9,2522,NA,920312,1,26,6,2,1,"S",920330,3,"0346","3","0346352","442","4619","91","018","6","6","0","0","08","08","1","2","9","1","80","80","26","26","0","6","4","4",NA,"23",NA,"3",NA,"4",NA,"45",NA,"1",NA,"1","26","3","1",NA,"23","3","1",NA,"45","3","6",NA,"26","23","45",NA,NA,NA,NA,"1","02","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,"M305","M204","74",NA,"1.00",NA,"9.2522",442000,4619000,9
"15162",9,2533,NA,920312,1,11,6,2,1,"S",920330,3,"0346","3","0346351","440","4618","91","018","6","6","0","0","08","08","2","2","9","1","80","45","26","26","0","4","4","4",NA,"23",NA,"4",NA,"4",NA,"45",NA,"1",NA,"2","26","3","1",NA,"23","3","1",NA,"45","3","6",NA,"26","23","45","38",NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","4",NA,NA,"M204","327",NA,"1.50",NA,"9.2533",440000,4618000,9
"15164",9,2536,NA,920312,1,16,6,2,1,"S",920330,3,"0346","3","0346354","449","4618","91","018","6","6","0","0","08","08","2","3","9","1","70","65","26","26","0","6","4","4",NA,"23",NA,"2",NA,"4",NA,"45",NA,"1",NA,"2","26","3","1",NA,"23","3","1",NA,"45","3","6",NA,"26","23","45","38","37",NA,NA,"2","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"4","4",NA,"M305","P204","260",NA,"2.75",NA,"9.2536",449000,4618000,9
"19324",10,291,0,911219,NA,16,6,1,3,"6",920107,NA,"0552","2","0552M05","747","4471","90","216","6","1","0","0","04","04","4","4","9","1","50","70","26","26","0","6","1","3","26","23","4","4","2","3",NA,NA,NA,NA,NA,NA,"26","1","1","25","23","1","1","25",NA,NA,NA,NA,"26","23",NA,NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","199",NA,"6.50",NA,"10.291",747000,4471000,10
"19327",10,294,0,911219,NA,NA,NA,NA,NA,"6",920107,NA,"0552","2","0552M04","746","4470","90","216","6","1","0","0","04","04","4","5","9","1","60","75","26","23","0","6","2","3","26","26","0","4","3","4",NA,NA,NA,NA,NA,NA,"23","3","1",NA,"26","3","1",NA,NA,NA,NA,NA,"23","26","45","46",NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P204","21",NA,"8.75",NA,"10.294",746000,4470000,10
"19666",10,661,0,911226,NA,47,6,2,5,"3",920107,NA,"0575","2","0575J04","740","4469","90","216","6","1","0","0","06","06","5","5","9","1","60","80","26","26","0","7","2","3","26","23","3","3","3","3",NA,NA,NA,NA,NA,NA,"26","2","2","25","23","2","2","25",NA,NA,NA,NA,"26","23","68","45",NA,NA,NA,"3","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P402","225",NA,"9.75",NA,"10.661",740000,4469000,10
"19675",10,671,0,911226,NA,15,5,1,5,"3",920107,NA,"0575","2","0575J03","745","4468","90","216","6","1","0","0","04","04","2","4","9","1","60","50","26","26","0","6","2","4","26","23","3","4","3","3",NA,NA,NA,NA,NA,NA,"26","2","1","25","23","2","1","25",NA,NA,NA,NA,"26","23","45",NA,NA,NA,NA,"2","03","W","14",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P802","110",NA,"5.00",NA,"10.671",745000,4468000,10
"19685",10,681,0,911226,NA,21,4,1,4,"3",920107,NA,"0575","2","0575J03","745","4467","90","216","6","1","0","0","04","04","2","2","9","1","60","60","26","26","0","6","2","3","26","23","3","4","3","2",NA,NA,NA,NA,NA,NA,"26","2","2","25","23","2","2","25",NA,NA,NA,NA,"26","23","68","45",NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P702","265",NA,"1.75",NA,"10.681",745000,4467000,10
"19691",10,688,0,911226,NA,40,6,1,2,"3",920107,NA,"0575","2","0575J03","745","4466","90","216","6","1","0","0","04","04","4","4","9","1","60","75","26","26","0","8","2","3","26","23","3","2","3","2",NA,NA,NA,NA,NA,NA,"26","2","2","25","23","2","2","25",NA,NA,NA,NA,"26","23","45",NA,NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P402","364",NA,"4.25",NA,"10.688",745000,4466000,10
"19692",10,689,0,911226,NA,31,4,1,4,"3",920107,NA,"0575","2","0575J04","746","4466","90","216","6","1","0","0","04","04","5","4","9","1","60","85","26","26","0","6","2","3","26","23","3","4","3","2",NA,NA,NA,NA,NA,NA,"26","2","1","25","23","2","1","25",NA,NA,NA,NA,"26","23",NA,NA,NA,NA,NA,"3","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","34",NA,"6.50",NA,"10.689",746000,4466000,10
"19700",10,697,0,911227,NA,15,4,1,1,"1",920107,NA,"0575","2","0575J04","746","4465","90","216","6","1","0","0","04","04","5","3","9","1","60","80","26","23","0","7","2","2","26","26","3","3","3","3",NA,NA,NA,NA,NA,NA,"23","2","1","28","26","2","1","25",NA,NA,NA,NA,"23","26",NA,NA,NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","77",NA,"3.50",NA,"10.697",746000,4465000,10
"19909",10,707,NA,920616,1,28,6,1,1,"S",920619,1,"0575","2","0575J05","749","4464","90","216","6","1","0","0","04","04","4","4","9","1","60","85","26","26","0","5","2","3","26","23","3","5","3","3",NA,NA,NA,NA,NA,NA,"26","1","1","25","23","1","1","25",NA,NA,NA,NA,"26","23",NA,NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","166",NA,"5.00",NA,"10.707",749000,4464000,10
"23558",13,19,NA,930614,3,0,0,1,2,"S",930616,3,"0685","2","0685M06","410","4376","93","072","6","6","0","0","08","08","1","2","7","1","15","20","45","45","0","0","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","44",NA,NA,NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P204","214",NA,"1.25",NA,"13.19",410000,4376000,13
"23689",13,195,NA,930623,12,35,4,2,2,"S",930709,13,"0734","2","0734K11","364","4346","93","059","5","5","0","0","07","07","3","3","9","1","00","80","26","26","0","6","0","4","23","23","0","4","0","4",NA,NA,NA,NA,NA,NA,"26","1","2","30","23","1","2","30",NA,NA,NA,NA,"26","23","46",NA,NA,NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0","4","3","0",NA,"P407","P204","384",NA,"3.75",NA,"13.195",364000,4346000,13
"23701",13,207,NA,930719,2,10,4,3,4,"S",930726,3,"0734","2","0734M03","344","4339","93","068","3","3","0","0","06","06","4","2","9","1","00","50","26","26","0","6","0","4",NA,"23",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"26","3","1",NA,"23","3","1",NA,NA,NA,NA,NA,"26","23","66","68","45",NA,NA,"1","01","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","11",NA,"1.25",NA,"13.207",344000,4339000,13
"23711",13,217,NA,930719,2,21,4,1,5,"S",930726,3,"0734","2","0734M03","344","4338","93","068","3","3","0","0","06","06","2","2","9","1","00","70","26","26","0","6","0","4",NA,"23",NA,"3",NA,"3",NA,"68",NA,"1",NA,"2","26","3","1",NA,"23","3","1",NA,"68","3","6",NA,"26","23","68","45",NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","216",NA,"0.75",NA,"13.217",344000,4338000,13
