"","PlotID0","PlotID.x","FechaIni.x","Cla.x","Subclase.x","anno.gr.x","mes.gr.x","PlotID.y","FechaIni.y","Cla.y","Subclase.y","anno.gr.y","mes.gr.y","diff.year"
"49",34.385,"34.385.A.1","06/04/03 00:00:00","A","1",2003,6,"34.385.A.4","2019-04-22","A","4",2019,4,16
"50",34.388,"34.388.A.1","06/05/03 00:00:00","A","1",2003,6,"34.388.A.4","2019-05-23","A","4",2019,5,16
"51",34.391,"34.391.A.3C","04/16/03 00:00:00","A","3C",2003,4,"34.391.A.1","2019-05-22","A","1",2019,5,16
"52",34.398,"34.398.A.1","06/06/03 00:00:00","A","1",2003,6,"34.398.A.1","2019-05-24","A","1",2019,5,16
"53",34.402,"34.402.A.1","04/14/03 00:00:00","A","1",2003,4,"34.402.A.1","2019-05-29","A","1",2019,5,16
"54",34.407,"34.407.A.1","04/28/03 00:00:00","A","1",2003,4,"34.407.A.1","2019-03-12","A","1",2019,3,16
"55",34.444,"34.444.A.4","06/11/03 00:00:00","A","4",2003,6,"34.444.A.1","2019-04-05","A","1",2019,4,16
"56",34.456,"34.456.A.4","05/13/03 00:00:00","A","4",2003,5,"34.456.A.1","2019-04-02","A","1",2019,4,16
"57",34.476,"34.476.A.1","06/09/03 00:00:00","A","1",2003,6,"34.476.A.4","2019-05-10","A","4",2019,5,16
"58",34.499,"34.499.A.1","06/05/03 00:00:00","A","1",2003,6,"34.499.A.1","2019-03-15","A","1",2019,3,16
"59",34.581,"34.581.A.1","05/19/03 00:00:00","A","1",2003,5,"34.581.A.1","2019-04-23","A","1",2019,4,16
"60",40.1079,"40.1079.A.1 ","02/19/04 18:30:07","A","1 ",2004,2,"40.1079.A.1","2018-12-03","A","1",2018,12,15
"61",40.1089,"40.1089.A.3C","02/09/04 18:43:14","A","3C",2004,2,"40.1089.A.4","2018-11-30","A","4",2018,11,15
"62",42.142,"42.142.A.4 ","01/28/04 12:30:23","A","4 ",2004,1,"42.142.A.4","2019-05-22","A","4",2019,5,15
"63",42.1864,"42.1864.A.1 ","11/04/03 11:22:47","A","1 ",2003,11,"42.1864.A.1","2019-04-10","A","1",2019,4,15
"64",42.3041,"42.3041.N.N ","01/29/04 10:39:39","N","N ",2004,1,"42.3041.A.1","2019-07-05","A","1",2019,7,16
"65",42.3092,"42.3092.N.N ","03/18/04 10:02:35","N","N ",2004,3,"42.3092.A.1","2019-06-24","A","1",2019,6,15
"66",42.972,"42.972.A.1 ","03/15/04 10:13:17","A","1 ",2004,3,"42.972.A.1","2019-04-01","A","1",2019,4,15
"67",49.134,"49.134.A.1","08/20/02 00:00:00","A","1",2002,8,"49.134.A.1","2019-09-10","A","1",2019,9,17
"68",49.152,"49.152.A.4","06/19/02 00:00:00","A","4",2002,6,"49.152.A.1","2019-08-08","A","1",2019,8,17
"69",49.21,"49.21.A.3E","07/08/02 00:00:00","A","3E",2002,7,"49.21.A.1","2019-09-30","A","1",2019,9,17
"70",49.29,"49.29.A.1","07/22/02 00:00:00","A","1",2002,7,"49.29.A.1","2019-07-31","A","1",2019,7,17
"71",49.352,"49.352.A.1","07/25/02 00:00:00","A","1",2002,7,"49.352.A.4","2019-07-22","A","4",2019,7,17
"72",49.582,"49.582.A.1","06/24/02 00:00:00","A","1",2002,6,"49.582.A.1","2019-08-28","A","1",2019,8,17
"73",49.6,"49.60.A.1","09/20/02 00:00:00","A","1",2002,9,"49.60.A.1","2019-08-02","A","1",2019,8,17
"74",49.6,"49.60.A.1","09/20/02 00:00:00","A","1",2002,9,"49.6.A.1","2019-07-24","A","1",2019,7,17
"75",49.673,"49.673.A.1","08/27/02 00:00:00","A","1",2002,8,"49.673.A.1","2019-07-26","A","1",2019,7,17
"76",49.82,"49.82.A.1","10/07/02 00:00:00","A","1",2002,10,"49.82.A.4","2019-10-17","A","4",2019,10,17
