"","PlotID0","PlotID","Provincia","Origen","Estadillo","Cla","Subclase","nArbol","OrdenIFActual","OrdenIFAnterior","Rumbo","Distancia","Especie","Diametro1","Diametro2","Altura","Hcopa","Calidad","Forma","ParEsp","NPae","CPae","VPae","Agente","Import","Elemento"
"199477","9.2510","9.2510.A.1",9,9,2510,"A","1",25,17,19,337,9.69999981,26,526,475,12.8000002,NA,3,2,NA,25,NA,15,322,2,4
"199478","9.2510","9.2510.A.1",9,9,2510,"A","1",26,888,20,352,4.19999981,26,486,450,13.5,NA,6,2,NA,25,NA,25,200,3,9
"199479","9.2510","9.2510.A.1",9,9,2510,"A","1",27,18,0,379,19.5,23,453,525,13.8000002,NA,2,2,NA,NA,41,NA,100,NA,NA
"199561","9.2520","9.2520.A.1",9,9,2520,"A","1",1,1,0,36,13.1999998,23,281,293,9.69999981,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199562","9.2520","9.2520.A.1",9,9,2520,"A","1",2,888,1,55,10.1000004,26,259,266,5,NA,6,3,NA,NA,NA,NA,300,3,9
"199563","9.2520","9.2520.A.1",9,9,2520,"A","1",3,2,2,57,6.69999981,23,238,231,9.10000038,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199564","9.2520","9.2520.A.1",9,9,2520,"A","1",4,3,3,67,8.19999981,26,182,187,8.80000019,NA,3,2,NA,NA,NA,NA,310,1,1
"199565","9.2520","9.2520.A.1",9,9,2520,"A","1",5,4,4,76,5.9000001,26,263,264,8.89999962,NA,3,2,NA,NA,NA,NA,310,1,1
"199566","9.2520","9.2520.A.1",9,9,2520,"A","1",6,5,5,81,8.80000019,26,205,204,8.30000019,NA,3,2,NA,NA,NA,NA,310,1,1
"199567","9.2520","9.2520.A.1",9,9,2520,"A","1",7,6,0,87,7.5999999,23,167,167,8.30000019,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199568","9.2520","9.2520.A.1",9,9,2520,"A","1",8,7,0,146,11,23,282,276,9.5,NA,3,2,NA,NA,NA,NA,300,2,3
"199569","9.2520","9.2520.A.1",9,9,2520,"A","1",9,8,6,169,4.30000019,26,266,252,8.69999981,NA,3,2,NA,NA,NA,NA,312,1,3
"199570","9.2520","9.2520.A.1",9,9,2520,"A","1",10,9,7,216,1.29999995,26,199,196,8.19999981,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199571","9.2520","9.2520.A.1",9,9,2520,"A","1",11,10,0,217,13.1999998,23,236,229,9,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199572","9.2520","9.2520.A.1",9,9,2520,"A","1",12,11,0,248,2.9000001,26,123,129,7,NA,2,3,NA,NA,NA,NA,100,NA,NA
"199573","9.2520","9.2520.A.1",9,9,2520,"A","1",13,12,8,251,5.4000001,23,274,277,9.39999962,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199574","9.2520","9.2520.A.1",9,9,2520,"A","1",14,13,0,281,13.1999998,23,235,247,8.39999962,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199575","9.2520","9.2520.A.1",9,9,2520,"A","1",15,14,9,287,7.4000001,26,247,248,10.1999998,NA,3,2,NA,NA,NA,NA,310,1,1
"199576","9.2520","9.2520.A.1",9,9,2520,"A","1",16,15,10,305,13.8999996,23,346,349,12.1999998,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199577","9.2520","9.2520.A.1",9,9,2520,"A","1",17,888,11,315,3.20000005,23,258,255,9,NA,6,2,NA,NA,NA,NA,300,3,9
"199578","9.2520","9.2520.A.1",9,9,2520,"A","1",18,16,0,360,14.5,23,275,293,8.89999962,NA,2,2,NA,NA,41,NA,100,NA,NA
"199579","9.2520","9.2520.A.1",9,9,2520,"A","1",19,17,12,390,9.30000019,23,310,329,9.60000038,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199580","9.2520","9.2520.A.1",9,9,2520,"A","1",20,18,13,395,5.80000019,23,204,220,7.80000019,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199694","9.2533","9.2533.A.1",9,9,2533,"A","1",1,1,0,25,5.30000019,23,144,134,6.30000019,NA,2,3,NA,NA,42,NA,100,NA,NA
"199695","9.2533","9.2533.A.1",9,9,2533,"A","1",2,2,0,37,3.5,23,137,137,6,1.39999998,2,3,NA,NA,NA,NA,100,NA,NA
"199696","9.2533","9.2533.A.1",9,9,2533,"A","1",3,3,0,53,9.39999962,23,172,167,9.10000038,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199697","9.2533","9.2533.A.1",9,9,2533,"A","1",4,4,0,55,9.19999981,23,187,191,9.19999981,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199698","9.2533","9.2533.A.1",9,9,2533,"A","1",5,5,0,88,14.1000004,26,316,324,10.6000004,NA,3,2,NA,NA,NA,NA,310,1,1
"199699","9.2533","9.2533.A.1",9,9,2533,"A","1",6,6,0,131,11.6999998,23,295,273,8.10000038,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199700","9.2533","9.2533.A.1",9,9,2533,"A","1",7,7,1,183,18.6000004,23,812,812,13.6999998,NA,2,5,NA,NA,NA,NA,100,NA,NA
"199701","9.2533","9.2533.A.1",9,9,2533,"A","1",8,888,2,192,7.9000001,26,467,483,15,NA,6,5,NA,25,NA,5,200,3,9
"199702","9.2533","9.2533.A.1",9,9,2533,"A","1",9,8,3,195,3.79999995,45,113,125,5.0999999,1.79999995,3,5,NA,NA,42,NA,311,1,2
"199703","9.2533","9.2533.A.1",9,9,2533,"A","1",10,9,5,204,4.0999999,45,157,165,6.19999981,1.60000002,2,5,NA,NA,42,NA,100,NA,NA
"199704","9.2533","9.2533.A.1",9,9,2533,"A","1",11,888,4,205,8.39999962,26,320,327,11,NA,6,5,NA,25,NA,5,200,3,9
"199705","9.2533","9.2533.A.1",9,9,2533,"A","1",12,10,7,211,11.1999998,23,495,465,12.8000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199706","9.2533","9.2533.A.1",9,9,2533,"A","1",13,888,6,216,5.4000001,26,348,306,12.5,NA,6,2,NA,25,NA,5,200,3,9
"199707","9.2533","9.2533.A.1",9,9,2533,"A","1",14,888,8,234,8.5,26,416,435,13.5,NA,6,2,NA,25,NA,5,200,3,9
"199708","9.2533","9.2533.A.1",9,9,2533,"A","1",15,11,9,239,15.8000002,23,723,723,14.5,NA,2,4,NA,NA,NA,NA,100,NA,NA
"199709","9.2533","9.2533.A.1",9,9,2533,"A","1",16,12,0,241,3.29999995,45,78,82,4,1.39999998,2,5,NA,NA,NA,NA,100,NA,NA
"199710","9.2533","9.2533.A.1",9,9,2533,"A","1",17,13,0,278,5.5999999,26,143,134,6.4000001,NA,3,5,NA,NA,NA,NA,316,2,9
"199711","9.2533","9.2533.A.1",9,9,2533,"A","1",18,14,0,301,12.1999998,26,264,263,10.8999996,NA,3,5,NA,NA,NA,NA,316,2,9
"199712","9.2533","9.2533.A.1",9,9,2533,"A","1",19,15,10,318,7.4000001,23,371,350,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"199713","9.2533","9.2533.A.1",9,9,2533,"A","1",20,888,12,340,13.1999998,26,230,222,7.5,NA,6,2,NA,NA,NA,NA,200,3,9
"199714","9.2533","9.2533.A.1",9,9,2533,"A","1",21,888,11,340,13.1000004,26,305,305,9.5,NA,6,2,NA,NA,NA,NA,200,3,9
"199715","9.2533","9.2533.A.1",9,9,2533,"A","1",22,16,13,353,8.39999962,26,208,216,11.6999998,NA,3,5,NA,NA,NA,NA,316,1,9
"199716","9.2533","9.2533.A.1",9,9,2533,"A","1",23,17,14,359,9.30000019,26,186,197,10.1000004,NA,3,2,NA,NA,NA,NA,310,1,1
"199717","9.2533","9.2533.A.1",9,9,2533,"A","1",24,18,0,384,11,23,263,241,10.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"813380","37.254","37.254.A.1",37,37,254,"A","1",1,1,1,1,7.5999999,23,314,336,11.5,NA,2,2,NA,NA,41,NA,100,NA,NA
"813381","37.254","37.254.A.1",37,37,254,"A","1",2,2,2,33,8.69999981,23,228,235,8.39999962,NA,2,2,NA,NA,NA,NA,100,NA,NA
"813382","37.254","37.254.A.1",37,37,254,"A","1",3,3,0,43,11.1999998,23,237,232,8,NA,2,2,NA,NA,42,NA,100,NA,NA
"813383","37.254","37.254.A.1",37,37,254,"A","1",4,4,3,69,5.0999999,26,263,252,9.30000019,NA,5,2,NA,NA,NA,NA,200,3,9
"813384","37.254","37.254.A.1",37,37,254,"A","1",5,5,4,80,9.5,26,381,373,11.8000002,NA,5,2,NA,NA,NA,NA,200,3,9
"813385","37.254","37.254.A.1",37,37,254,"A","1",6,6,5,85,12.8000002,23,353,327,9.69999981,NA,3,2,NA,NA,41,NA,311,1,2
"813386","37.254","37.254.A.1",37,37,254,"A","1",7,7,6,107,3.70000005,23,323,327,9.19999981,5.0999999,3,2,NA,NA,41,NA,311,1,2
"813387","37.254","37.254.A.1",37,37,254,"A","1",8,888,7,127,5.5999999,26,297,316,10.1000004,NA,6,2,NA,NA,NA,NA,200,3,9
"813388","37.254","37.254.A.1",37,37,254,"A","1",9,8,8,130,12.5,26,345,334,12.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"813389","37.254","37.254.A.1",37,37,254,"A","1",10,888,9,142,6.80000019,26,210,195,9.69999981,NA,6,2,NA,NA,NA,NA,200,3,9
"813390","37.254","37.254.A.1",37,37,254,"A","1",11,9,10,150,12.5,26,276,276,11.6999998,NA,3,2,NA,NA,NA,NA,311,1,2
"813391","37.254","37.254.A.1",37,37,254,"A","1",12,10,11,157,7.80000019,26,278,293,10.3999996,NA,3,2,NA,NA,NA,NA,311,1,2
"813392","37.254","37.254.A.1",37,37,254,"A","1",13,11,12,176,5.80000019,23,155,157,5.0999999,NA,4,5,NA,NA,NA,NA,316,3,9
"813393","37.254","37.254.A.1",37,37,254,"A","1",14,12,13,181,13.6999998,26,340,373,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"813394","37.254","37.254.A.1",37,37,254,"A","1",15,888,14,192,8.80000019,26,215,215,4.4000001,NA,6,5,NA,NA,NA,NA,200,3,9
"813395","37.254","37.254.A.1",37,37,254,"A","1",16,13,15,215,7.9000001,26,367,373,11,NA,2,2,NA,NA,NA,NA,100,NA,NA
"813396","37.254","37.254.A.1",37,37,254,"A","1",17,14,16,255,4.4000001,26,315,294,10.6000004,6.69999981,2,2,NA,NA,NA,NA,100,NA,NA
"813397","37.254","37.254.A.1",37,37,254,"A","1",18,15,0,295,12.6999998,23,247,233,9.69999981,NA,3,2,NA,NA,NA,NA,316,1,9
"813398","37.254","37.254.A.1",37,37,254,"A","1",19,16,17,301,11.3999996,26,362,359,13.8000002,NA,3,2,NA,NA,NA,NA,311,1,2
"813399","37.254","37.254.A.1",37,37,254,"A","1",20,17,18,307,12.3999996,26,290,306,10.8000002,NA,3,2,NA,NA,NA,NA,311,1,2
"813400","37.254","37.254.A.1",37,37,254,"A","1",21,18,0,333,13.1000004,23,347,346,9.89999962,NA,3,2,NA,NA,NA,NA,316,1,9
"813401","37.254","37.254.A.1",37,37,254,"A","1",22,888,19,344,10.1000004,26,340,355,10,NA,6,2,NA,NA,NA,NA,200,3,9
"813402","37.254","37.254.A.1",37,37,254,"A","1",23,19,0,348,11.6999998,23,233,222,8.80000019,NA,3,2,NA,NA,NA,NA,316,1,6
"813403","37.254","37.254.A.1",37,37,254,"A","1",24,888,20,362,5.0999999,26,188,188,8.19999981,NA,6,2,NA,NA,NA,NA,200,3,9
"813404","37.254","37.254.A.1",37,37,254,"A","1",25,20,21,370,10.3999996,23,341,363,13.3000002,NA,2,2,NA,NA,41,NA,100,NA,NA
"813405","37.254","37.254.A.1",37,37,254,"A","1",26,21,22,397,3.20000005,26,239,234,7.30000019,4.5999999,3,2,NA,NA,NA,NA,316,2,9
"827427","40.85","40.85.A.1",40,40,85,"A","1",1,1,1,0,8.30000019,26,420,451,21.7000008,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827428","40.85","40.85.A.1",40,40,85,"A","1",2,2,0,1,15.1999998,26,471,496,20.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827429","40.85","40.85.A.1",40,40,85,"A","1",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827430","40.85","40.85.A.1",40,40,85,"A","1",4,3,3,42,19.7999992,26,597,616,18.5,NA,3,2,NA,28,NA,27,312,1,9
"827431","40.85","40.85.A.1",40,40,85,"A","1",5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827432","40.85","40.85.A.1",40,40,85,"A","1",6,4,5,79,9.69999981,23,547,569,19,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827433","40.85","40.85.A.1",40,40,85,"A","1",7,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827434","40.85","40.85.A.1",40,40,85,"A","1",8,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827435","40.85","40.85.A.1",40,40,85,"A","1",9,5,8,131,11,26,378,379,22.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827436","40.85","40.85.A.1",40,40,85,"A","1",10,6,9,134,13.8000002,26,381,426,22.2000008,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827437","40.85","40.85.A.1",40,40,85,"A","1",11,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827438","40.85","40.85.A.1",40,40,85,"A","1",12,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827439","40.85","40.85.A.1",40,40,85,"A","1",13,7,12,145,13.1999998,26,337,331,19.7000008,NA,3,2,NA,NA,NA,NA,321,1,4
"827440","40.85","40.85.A.1",40,40,85,"A","1",14,8,13,154,7,26,417,401,19.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827441","40.85","40.85.A.1",40,40,85,"A","1",15,9,14,162,10.5,26,359,349,18.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827442","40.85","40.85.A.1",40,40,85,"A","1",16,10,0,171,18.2999992,26,472,459,17.8999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827443","40.85","40.85.A.1",40,40,85,"A","1",17,11,0,179,19.8999996,26,496,464,17,NA,3,2,NA,NA,NA,NA,321,1,4
"827444","40.85","40.85.A.1",40,40,85,"A","1",18,12,15,190,11.8999996,26,440,446,16.1000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827445","40.85","40.85.A.1",40,40,85,"A","1",19,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827446","40.85","40.85.A.1",40,40,85,"A","1",20,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827447","40.85","40.85.A.1",40,40,85,"A","1",21,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827448","40.85","40.85.A.1",40,40,85,"A","1",22,13,19,238,2.5999999,26,580,589,20.2000008,NA,3,2,NA,NA,NA,NA,311,1,4
"827449","40.85","40.85.A.1",40,40,85,"A","1",23,14,20,253,5,26,354,371,15.3999996,NA,3,2,NA,30,NA,38,316,1,9
"827450","40.85","40.85.A.1",40,40,85,"A","1",24,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827451","40.85","40.85.A.1",40,40,85,"A","1",25,15,22,322,7.5,26,634,650,20.3999996,NA,3,2,NA,NA,NA,NA,311,1,4
"827452","40.85","40.85.A.1",40,40,85,"A","1",26,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827453","40.85","40.85.A.1",40,40,85,"A","1",27,16,24,360,23.2000008,23,789,789,21.3999996,NA,3,2,NA,NA,NA,NA,311,1,4
"827454","40.85","40.85.A.1",40,40,85,"A","1",28,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827455","40.85","40.85.A.1",40,40,85,"A","1",29,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827456","40.85","40.85.A.1",40,40,85,"A","1",30,17,0,379,11.5,26,317,346,17.7999992,NA,3,2,NA,NA,NA,NA,311,1,3
"827457","40.85","40.85.A.1",40,40,85,"A","1",31,18,0,382,13.3999996,23,226,224,9.19999981,NA,3,2,NA,NA,NA,NA,316,1,9
"827458","40.85","40.85.A.1",40,40,85,"A","1",32,19,27,385,2.4000001,26,205,210,15.3000002,NA,4,2,NA,NA,NA,NA,316,3,9
"827459","40.85","40.85.A.1",40,40,85,"A","1",33,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827585","40.95","40.95.A.1",40,40,95,"A","1",1,1,0,19,14.6999998,23,267,270,13.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827586","40.95","40.95.A.1",40,40,95,"A","1",2,2,0,21,20,23,491,490,18.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827587","40.95","40.95.A.1",40,40,95,"A","1",3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827588","40.95","40.95.A.1",40,40,95,"A","1",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827589","40.95","40.95.A.1",40,40,95,"A","1",5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827590","40.95","40.95.A.1",40,40,95,"A","1",6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827591","40.95","40.95.A.1",40,40,95,"A","1",7,888,5,63,14.1999998,26,605,645,17,NA,6,2,NA,25,NA,10,200,3,9
"827592","40.95","40.95.A.1",40,40,95,"A","1",8,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827593","40.95","40.95.A.1",40,40,95,"A","1",9,3,7,76,6.0999999,23,336,350,14.5,NA,3,2,NA,NA,NA,NA,311,1,2
"827594","40.95","40.95.A.1",40,40,95,"A","1",10,4,8,82,8.30000019,23,330,330,14.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827595","40.95","40.95.A.1",40,40,95,"A","1",11,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827596","40.95","40.95.A.1",40,40,95,"A","1",12,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827597","40.95","40.95.A.1",40,40,95,"A","1",13,5,0,100,15,23,436,427,15.5,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827598","40.95","40.95.A.1",40,40,95,"A","1",14,6,0,113,18.5,23,490,445,15.5,NA,2,2,NA,NA,42,NA,100,NA,NA
"827599","40.95","40.95.A.1",40,40,95,"A","1",15,7,0,116,18.2999992,23,445,430,15.1000004,NA,2,2,NA,NA,42,NA,100,NA,NA
"827600","40.95","40.95.A.1",40,40,95,"A","1",16,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827601","40.95","40.95.A.1",40,40,95,"A","1",17,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827602","40.95","40.95.A.1",40,40,95,"A","1",18,8,0,140,23.7000008,23,555,541,15.3999996,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827603","40.95","40.95.A.1",40,40,95,"A","1",19,9,0,156,9.39999962,23,208,207,8.19999981,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827604","40.95","40.95.A.1",40,40,95,"A","1",20,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827605","40.95","40.95.A.1",40,40,95,"A","1",21,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827606","40.95","40.95.A.1",40,40,95,"A","1",22,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827607","40.95","40.95.A.1",40,40,95,"A","1",23,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827608","40.95","40.95.A.1",40,40,95,"A","1",24,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827609","40.95","40.95.A.1",40,40,95,"A","1",25,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827610","40.95","40.95.A.1",40,40,95,"A","1",26,888,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827611","40.95","40.95.A.1",40,40,95,"A","1",27,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827612","40.95","40.95.A.1",40,40,95,"A","1",28,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827613","40.95","40.95.A.1",40,40,95,"A","1",29,10,0,310,11.1000004,23,295,310,13.3000002,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827614","40.95","40.95.A.1",40,40,95,"A","1",30,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827615","40.95","40.95.A.1",40,40,95,"A","1",31,11,0,328,13.3999996,26,247,257,13.6000004,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827616","40.95","40.95.A.1",40,40,95,"A","1",32,12,22,333,1.60000002,26,245,255,11.3999996,3.0999999,3,2,NA,NA,NA,NA,311,1,2
"827617","40.95","40.95.A.1",40,40,95,"A","1",33,13,23,351,5.30000019,26,215,212,12.1999998,NA,3,2,NA,NA,NA,NA,311,1,2
"827618","40.95","40.95.A.1",40,40,95,"A","1",34,14,0,354,7.69999981,26,142,145,11,NA,3,2,NA,NA,NA,NA,316,1,9
"827619","40.95","40.95.A.1",40,40,95,"A","1",35,15,0,358,9,26,131,133,13,NA,3,2,NA,NA,NA,NA,316,1,9
"827620","40.95","40.95.A.1",40,40,95,"A","1",36,16,0,360,9.89999962,26,219,220,12.6999998,NA,3,2,NA,NA,NA,NA,311,1,2
"827621","40.95","40.95.A.1",40,40,95,"A","1",37,17,0,365,13.3000002,26,312,296,15,NA,2,2,NA,NA,NA,NA,100,NA,NA
"827622","40.95","40.95.A.1",40,40,95,"A","1",38,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827623","40.95","40.95.A.1",40,40,95,"A","1",39,18,25,373,4,26,124,118,8.10000038,4.19999981,4,3,NA,NA,NA,NA,300,3,9
"827624","40.95","40.95.A.1",40,40,95,"A","1",40,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827625","40.95","40.95.A.1",40,40,95,"A","1",41,19,27,373,2.79999995,26,200,196,11.5,5.5999999,2,2,NA,NA,NA,NA,100,NA,NA
"827626","40.95","40.95.A.1",40,40,95,"A","1",42,20,0,383,7.69999981,26,166,171,11.8000002,NA,3,2,NA,NA,NA,NA,311,1,2
"827627","40.95","40.95.A.1",40,40,95,"A","1",43,21,0,384,11.8000002,26,240,230,14.3000002,NA,3,2,NA,NA,NA,NA,300,1,9
