"","CoorX","CoorY","PlotID0","Origen","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado","Tecnico","PlotID"
"40525",NA,NA,"24.1277",24,24,1277,"A","1",0,1984,"J","0007","1997","","2-1","2003","051",1,"1","1",100,90,1,2,2,1,3,4,"01/23/03 00:00:00","12/30/99 20:18:00",1,2,1,1,8,6,NA,NA,"0","0","","0","",105,0,3.5,0,2,"2",2,"A 126G. REBOLLO NO ENTRA POR  DIAMETRO. A 154G. SILVESTRE NO ENTRA  POR  DIAMETRO.
 PIE 5 COMPROBADA ALTURA.
 A 368G. REBOLLO NO ENTRA POR DIAMETRO. RUMBOS COMPROBADOS. SE OBSERVAN PIES MEDIO SECOS EN  REGENERACION DE REBOLLO. HACE TIEMPO SE DEBIO DE HACER UN CLAREO  EN LOS REBOLLOS YA QUE OBSERVAN TOCONES  PEQUEÑOS. PRESENTE VICENTE SANDOVAL INGENIERO DE LA DGCN.",21,49,"01/23/03 00:00:00","12/30/99 10:58:14","01/23/03 00:00:00","12/30/99 13:04:50",127,"180","245","365","10",977957,38,3,977957,37,4,"D",4,"24.1277.A.1"
"40536",NA,NA,"24.1286",24,24,1286,"A","1",0,1984,"J","0007","1997","","2-1","2003","229",1,"1","2",100,70,1,2,2,3,3,4,"01/22/03 00:00:00","12/30/99 14:33:00",1,2,1,1,11,2,NA,NA,"0","J","","5","",50,250,7.5,5,1,"3",3,"A 142G. SILVESTRE NO ENTRA POR  DIAMETRO. A 147G. SILVESTRE NO ENTRA  POR  DIAMETRO. HACE POCO TIEMPO SE REALIZO UNA CLARA  EN TODA LA MASA  EXTRAYENDO  MAYORITARIAMENTE REBOLLOS;     QUEDANDO  TODOS LOS PIES APEADOS,  ALGUNOS DE  ELLOS TROCEADOS, TIRADOS  POR EL SUELO  SIN APILAR DE NINGUNA     FORMA SINO DONDE CAIAN.
 SE HA TENIDO QUE PARAR EL LEVANTAMIENTO  EN 4  OCASIONES DEBIDO A LA LLUVIA. ACCESO  3 AL HABER TENIDO QUE DEJAR EL  COCHE BASTANTE LEJOS DEBIDO AL BARRO. LEVANTAMIENTO 3 DEBIDO A LA LLUVIA.",21,49,"01/22/03 00:00:00","12/30/99 12:00:09","01/22/03 00:00:00","12/30/99 14:37:44",158,"180","325","125","10",977957,40,1,977957,39,2,"D",4,"24.1286.A.1"
"40606",NA,NA,"24.1357",24,24,1357,"A","1",0,1985,"J","0006","1997","","1-2","2002","152",1,"1","1",100,90,1,2,2,2,1,4,"11/06/02 00:00:00","12/30/99 14:04:00",1,2,1,1,4,7,NA,NA,"0","0","","5","",248,0,5.8,0,2,"2",3,"REJON ENCONTRADO POR LAS FOTOS AEREAS Y LOS PIES DEL IFN 2.
LA PARCELA ESTA PINCHADA EN UNA MASA DE REBOLLOS Y PARTE DE ESTA MASA ESTA REPOBLADA CON PINO SILVESTRE, PERO NO HAY TESELAS    QUE LAS SEPAREN AL ESTAR LA MASA DE REBOLLOS MEZCLADA CON LA DE PINOS.

REBOLLO A 52 G. NO ENTRA POR EL DIAMETRO.

PIES 2 Y 3  RUMBOS CORRECTOS.

EL PIE 13 ESTA APARENTEMENTE MUERTO Y   CASI PODRIDO, PERO LE BROTA ALGUN TALLO VIVO POR ENCIMA DE 1,3 M., TIENE EL DIAMETRO COMPROBADO.

PIE 6 ALTURA CORRECTA.

EN LA PARCELA HAY TOCONES MUY ANTIGUOS.
HAY TERRAZAS EN PARTE DE  LA PARCELA CON REPOBLACION DE PINO SILVESTRE.",13,3,"11/06/02 00:00:00","12/30/99 12:14:28","11/06/02 00:00:00","12/30/99 14:22:57",128,"014","087","160","10",977910,40,1,977910,39,2,"D",5,"24.1357.A.1"
"40798",NA,NA,"24.1594",24,24,1594,"A","4",0,1997,"","4-3","1985","M","0009","2003","047",1,"1","2",90,70,1,2,5,NA,NA,NA,"","",NA,NA,NA,1,6,2,NA,NA,"0","0","","0","",145,0,4.8,0,2,"2",2,"REJON IFN2 NO LOCALIZADO POR FALTA DE REFERENCIAS CLARAS, YA QUE NO EXISTIAN PIES. CRUCE DE COORDENADAS LOCALIZADO POR COPA DE REBOLLOS EN ESTADO FUSTAL, CENTRANDO CON RUMBO 50 G EN LINEA DE COPA. LA MASA CORRESPONDE A UNA REFORESTACION, AUNQUE HAY PIES EN ESTADO FUSTAL. PIE CON RUMBO 370 G A 11.8 M, NO ENTRA POR DIAMETRO. LOS REBOLLOS MEDIDOS ESTAN  HERMANADOS. EL SUELO ES UN ROQUEDO Y NO SE PUEDE HACER CALICATA. REGENERACION COMPROBADA.",25,52,"01/31/03 00:00:00","12/30/99 12:45:40","01/31/03 00:00:00","12/30/99 14:12:36",87,"047","245","045","10",353107,28,13,353107,27,14,"D",5,"24.1594.A.4"
"42120",NA,NA,"24.823",24,24,823,"A","3E",0,1997,"","3-1","1984","K","0003","2003","151",1,"1","2",95,70,1,2,1,2,2,4,"01/27/03 00:00:00","12/30/99 13:11:00",1,2,1,1,7,3,NA,NA,"0","N","","3","",225,0,1.8,0,1,"2",2,"PARCELA A3E. LA CLASIFICO COMO BOSQUE DE PLANTACIONES AL PREDOMINAR EL PINO SOBRE EL ROBLE. EN LA CLASIFICACION   DE   TESELA SOLAMENTE DA 043, CUANDO  LA  MASA   PREDOMINANTE ES DE 021. A 48  G.  NO  ENTRA 021 POR DISTANCIA. A 246  G.  NO ENTRA 043 POR DIAMETRO.",22,64,"01/27/03 00:00:00","12/30/99 11:15:47","01/27/03 00:00:00","12/30/99 13:14:33",119,"134","350","150","10",977915,30,11,977915,29,12,"D",1,"24.823.A.3E"
"42279",NA,NA,"24.966",24,24,966,"A","1",0,1984,"M","0010","1997","","4-4","2002","051",1,"1","2",100,80,1,3,1,3,3,4,"12/16/02 00:00:00","12/30/99 15:55:00",1,2,1,1,7,2,NA,NA,"0","P","","0","",185,0,3,0,1,"1",3,"PARCELA LOCALIZADA MEDIANTE FOTOGRAFIA  AEREA Y TRAS ENCONTRAR SILICONA EN ARBOLES TIPO. MASA  DE PINO SILVESTRE   CON SUBPISO DE REBOLLO.  PUNTUALMENTE EL MODELO DE COMBUSTIBLE  PUEDE SER EL 09.",10,61,"12/16/02 00:00:00","12/30/99 14:34:45","12/16/02 00:00:00","12/30/99 15:59:34",85,"056","085","354","10",977898,14,27,977898,13,28,"D",4,"24.966.A.1"
"43599",NA,NA,"25.2172",25,25,2172,"A","1",0,1982,"02","7061","1997","","2-4","2001","124",1,"1","1",100,90,1,2,1,2,2,4,"01/12/01 00:00:00","12/30/99 13:24:00",1,1,1,1,8,5,NA,NA,"0","0","","0","",360,0,10.5,0,2,"2",2,"10% RESERVADO PARA LAS DEMAS ESPECIES  PRESENTES.
PIE N7 IFN3 ALTURA    COMPROBADA.
PIE N29 IFN3 COMPROBADA   ALTURA.
PIE N30 IFN3 TAMBIEN DAÑOS POR   PROCESIONARIA EN GUIA TERMINAL.PIE 32 ENTRA POR PENDIENTE.
NO HE OBSERVADO MAJUELO PERO SI ENDRINO  EN REGENERACION.
HAY ENTRESACA PERO MUY ANTIGUAS. PIE 20 RUMBO COMPROBADO.",4,44,"01/12/01 00:00:00","12/30/99 11:54:02","01/12/01 00:00:00","12/30/99 13:29:56",96,"207","55","240","10",NA,NA,NA,NA,NA,NA,"D",4,"25.2172.A.1"
"45990",NA,NA,"26.1002",26,26,1002,"A","1",0,1984,"J","0007","1999","02","9610","1999","177",1,"1","1",100,90,1,2,3,1,2,4,"09/09/99","15:17",1,2,1,1,5,2,NA,NA,"0","9","","0","",300,0,4,0,2,"2",2,"ENCONTRADO REJON POR PIES IFN2.
26,PIE 6 DESCOPADO.
26,PIE 10 DESCOPADO PARA  PUESTO DE CAZA.
26,CORTAS RECIENTES DE PIES PEQUEÑOS Y GRANDES.
26,A 232 G. NO 021 POR DIAMETRO.
26,A 265 G. NO 043 POR DIAMETRO.
26,DENTRO DE LA PARCELA BRECINA.",9,32,"09/09/99","14:40","09/09/99","16:05",85,"169","150","280","12",NA,NA,NA,NA,NA,NA,"D",2,"26.1002.A.1"
"45998",NA,NA,"26.101",26,26,101,"A","1",0,1985,"M","0005","1999","06","5648","1999","162",1,"1","2",100,95,1,3,1,2,2,4,"16/09/99","12:27",1,2,1,1,5,3,NA,NA,"0","0","","5","",85,0,7,0,2,"2",2,"SUBPISO: REBOLLO, ARCE, SERBAL, ACEBO Y   MAJUELO.
26,20% DEMAS ESPECIES.
26,FUENTE INFORMACION 7: EDAD INFO 2 MAS TIEMPO TRANSCURRIDO.
26,BASTANTE BREZO MUERTO POR FALTA DE LUZ.
26,ARB. NO ENTRA DIAM. A 33 G.
26,ARBS. NO ENTRAN DIST. A 170 Y 363 G.
26,COMPROBADOS RUMBOS, DISTS., DIAMS. Y  ALTURAS.",5,27,"16/09/99","10:31","16/09/99","12:47",136,"102","80","280","14",NA,NA,NA,NA,NA,NA,"D",4,"26.101.A.1"
"46005",NA,NA,"26.1016",26,26,1016,"A","1",0,1984,"K","0007","1999","02","9612","1999","091",1,"1","1",95,85,1,2,2,2,2,4,"9/08/99","15:43",1,1,1,1,5,2,NA,NA,"9","0","","0","",265,0,3.8,0,2,"2",2,"ALTURAS COMPROBADAS.",18,34,"9/08/99","14:10","9/08/99","15:55",105,"151","147","250","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1016.A.1"
"46013",NA,NA,"26.1023",26,26,1023,"A","1",0,1984,"K","0010","1999","02","9618","1999","091",1,"1","1",100,65,1,3,2,2,2,4,"22/07/99","15:15",1,1,1,1,7,2,NA,NA,"0","0","","0","",85,0,6.2,0,2,"2",2,"HAY SUBPISO DE ENEBRO. 
26,A 353G. PIE NO  ENTRA POR DISTANCIA. 
26,101 CISTUS  LAURIFLORUS. 
26,HAY BASTANTES LIQUENES.",18,34,"22/07/99","13:48","22/07/99","15:23",96,"151","030","298","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1023.A.1"
"46014",NA,NA,"26.1024",26,26,1024,"A","1",0,1984,"K","0010","1999","02","9618","1999","091",1,"1","1",95,55,1,2,2,2,2,4,"26/07/99","15:36",1,1,1,1,7,2,NA,NA,"0","0","","0","",165,0,8.8,0,2,"2",2,"HE RESERVADO UN 10% PARA OTRAS SP. 
26,PIE  14 MEDIDO BAJO 1'30M. 
26,DIAM DEL 20 COMPROBADO
26,RUMBO PIE 21 Y 22  RUMBO COMPROBADO. 
26,FORMAS COMPROBADAS.
26,NO HE VISTO SERBAL.",18,34,"26/07/99","14:16","26/07/99","15:58",102,"151","374","075","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1024.A.1"
"46018",NA,NA,"26.1028",26,26,1028,"A","1",0,1984,"K","0007","1999","03","9643","1999","091",1,"1","1",95,80,1,2,3,2,1,4,"9/08/99","12:16",1,1,1,1,5,3,NA,NA,"4","0","","0","",95,0,5.5,0,2,"2",2,"PIE 25 ALTURA COMPROBADA. 
26,FORMAS  CORRECTAS.",18,34,"9/08/99","10:03","9/08/99","12:23",139,"151","250","150","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1028.A.1"
"46026",NA,NA,"26.1035",26,26,1035,"A","1",0,1984,"K","0006","1999","03","9644","1999","177",1,"1","1",95,95,1,2,2,2,3,4,"30/09/99","12:02",1,2,1,1,7,4,NA,NA,"0","0","","0","",158,0,8.5,0,2,"2",2,"A LA EDAD SE LE HA PUESTO 10 AÑOS MAS QUE EN EL ANTERIOR INVENTARIO. 
26,PIE 58 DIAM. COMPROBADO.
26,PIE 32 DEL IFN RUMBO CORRECTO
26,FORMAS CORRECTAS.
26,NO VEMOS Q. FAGINEA EN LA PARCELA.",18,34,"30/09/99","10:14","30/09/99","12:20",125,"151","115","010","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1035.A.1"
"46028",NA,NA,"26.1037",26,26,1037,"A","1",0,1984,"K","0007","1999","03","9642","1999","091",1,"1","1",90,85,1,2,4,2,2,4,"16/09/99","14:03",1,2,1,1,7,3,NA,NA,"9","0","","0","",15,0,6.8,0,3,"2",2,"ALTURAS COMPROBADAS. 
26,DN PIES 1,30,31 CORRECTOS
26,PIE 37 MEDIDO BAJO  1'30M. 
26,HAY CORTAS VIEJAS.",18,34,"16/09/99","12:49","16/09/99","14:38",110,"151","360","250","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1037.A.1"
"46037",NA,NA,"26.1046",26,26,1046,"A","1",0,1984,"K","0007","1999","03","9642","1999","091",1,"1","1",95,70,1,2,1,3,2,4,"8/09/99","15:30",1,2,1,1,7,3,NA,NA,"0","0","","0","",65,0,3.8,0,2,"2",2,"ALTURA PIE 11 COMPROBADA.
26,FORMAS COMPROBADAS",18,34,"8/09/99","13:52","8/09/99","15:46",114,"151","050","005","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1046.A.1"
"46057",NA,NA,"26.1064",26,26,1064,"A","1",0,1984,"L","0006","1999","04","9681","1999","177",1,"1","1",95,80,1,2,2,3,3,4,"6/09/99","15:36",1,2,1,1,5,2,NA,NA,"9","0","","0","",38,0,10,0,2,"2",2,"PIE 1 MEDIDO BAJO 1'30M. 
26,HAY CORTAS  VIEJAS PARA LEÑA.",18,34,"6/09/99","13:56","6/09/99","15:50",114,"151","045","128","10",NA,NA,NA,NA,NA,NA,"D",4,"26.1064.A.1"
"46353",NA,NA,"26.183",26,26,183,"A","1",0,1985,"M","0009","1999","09","5621","1999","143",1,"1","1",100,75,1,2,3,1,2,5,"7/10/99","15:04",1,1,1,1,5,3,NA,NA,"0","0","","1","",165,165,10.8,13,2,"2",2,"* LAS DEMAS SP.NO SON REPRESNT.EN   OCUP.
26,* DENDROMETRIA COMPROBADA
26,* ALTURAS MENORES QUE EN EL IFN2 COMPROBADOS
26,* HAY   HIEDRA Y MADRESELVA
26,* ARBOL 1, RUMBO   ACTUAL:384G.",16,14,"14/09/99","12:49","7/10/99","15:12",143,"102","180","210","05",NA,NA,NA,NA,NA,NA,"D",4,"26.183.A.1"
"47021",NA,NA,"26.618",26,26,618,"A","1",0,1985,"L","0010","1999","05","8693","1999","012",1,"1","1",95,80,1,2,1,3,1,5,"16/09/99","16:48",1,2,1,2,4,7,NA,NA,"0","0","","0","",0,0,13,0,1,"2",3,"LA PARCELA LA HE ENCONTRADO POR MEDIO DE LOS PIES DEL IFN2
26,LE DOY UN 20% AL RESTO DE LAS ESPECIES
26,DIAMETROS Y ALTURAS  MENORES QUE EN IFN2 COMPROBADOS.
26,LOS PIES N 12,16, Y 20 ENTRAN POR  CORRECCION DE PENDIENTE
26,LOS PIES N 23,49, Y 50  ENTRAN POR CORRECCION DE PENDIENTE
26,LOS PINOS AL LADO DE LA SENDA ESTAN DAÑADOS POR EL GANADO",7,37,"16/09/99","09:30","16/09/99","13:14",224,"169","372","270","10",NA,NA,NA,NA,NA,NA,"D",2,"26.618.A.1"
"47035",NA,NA,"26.630",26,26,630,"A","1",0,1999,"05","8699","","","","1999","107",1,"1","1",100,95,1,2,2,2,2,4,"16/07/99","15:42",1,1,1,1,6,3,NA,NA,"0","0","","0","",145,0,6,0,3,"2",2,"A 119G. PIE NO ENTRA POR DIAMETROS. 
26,A  380G. PIE NO ENTRA POR DISTANCIA. 
26,PIES  10 Y 11 DIAMETROS COMPROBADOS.",18,34,"16/07/99","14:29","16/07/99","16:01",91,"151","265","343","10",NA,NA,NA,NA,NA,NA,"D",4,"26.630.A.1"
