"","x"
"138","42.460.A.1 "
"139","42.467.A.1 "
"140","42.468.A.1 "
"141","42.632.A.1 "
"142","42.650.A.1 "
"143","42.722.A.1 "
"144","42.725.A.1 "
"145","42.841.A.1 "
"146","42.875.A.4 "
"147","42.876.A.1 "
"148","42.880.A.1 "
"149","42.883.A.1 "
"150","42.886.A.4 "
"151","42.905.A.4 "
"152","42.915.A.1 "
"153","42.918.A.1 "
"154","42.926.A.1 "
"155","42.943.A.1 "
"156","42.957.A.1 "
"157","42.958.A.1 "
"158","42.960.A.1 "
"159","42.962.A.1 "
"160","42.983.A.4 "
"161","42.985.A.3C"
"162","43.712.A.1"
"163","46.3000.N.N"
"164","49.116.A.1"
"165","49.146.A.1"
"166","49.204.A.1"
"167","49.351.A.4"
"168","49.360.A.4"
"169","49.367.A.1"
"170","49.474.A.1"
"171","49.503.A.1"
"172","49.508.A.1"
"173","49.572.A.1"
"174","49.573.A.1"
"175","49.577.A.3C"
"176","49.587.A.1"
"177","49.618.A.3E"
"178","49.709.A.1"
"179","49.717.A.1"
"180","5.2435.N.N"
"181","5.716.A.1"
"182","5.835.A.3C"
"183","5.997.A.1"
"184","5.998.A.1"
"185","50.1081.A.1"
"186","9.2146.A.1"
"187","9.2185.A.1"
"188","9.2202.A.4"
"189","9.2210.A.1"
"190","9.2215.A.1"
"191","9.2226.A.1"
"192","9.2235.A.1"
"193","9.2241.A.1"
"194","9.2243.A.1"
"195","9.2247.A.1"
"196","9.2248.A.1"
"197","9.2259.A.1"
"198","9.2269.A.1"
"199","9.2270.A.1"
"200","9.2360.A.1"
"201","9.2374.A.1"
"202","9.2397.A.1"
"203","9.2400.A.1"
"204","9.2404.A.1"
"205","9.2412.A.1"
"206","9.2421.A.1"
"207","9.2422.A.1"
"208","9.2423.A.1"
"209","9.2428.A.4"
"210","9.2433.A.1"
"211","9.2434.A.1"
"212","9.2438.A.1"
"213","9.2440.A.1"
"214","9.2442.A.1"
"215","9.2443.A.1"
"216","9.2447.A.1"
"217","9.2448.A.1"
"218","9.2455.A.1"
"219","9.2457.A.1"
"220","9.2460.A.1"
"221","9.2614.A.1"
"222","9.3448.N.N"
"223","9.494.A.1"
"224","9.496.A.1"
"225","9.503.A.1"
"226","9.513.A.1"
"227","9.519.A.1"
"228","9.520.A.1"
"229","9.536.A.1"
"230","9.575.A.1"
"231","9.796.A.3C"
"232","9.838.A.3E"
"233","9.86.A.1"
"234","9.860.A.1"
"235","9.876.A.1"
"236","9.887.A.1"
"237","9.897.A.1"
