"","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","PlotID0","CoorX","CoorY","Origen"
"10647",8,152,0,910608,NA,NA,NA,NA,NA,"5",911002,NA,"0255","5","0255365","411","4676","90","166","6","6","0","0","11","11","5","5","9","1","80","95","31","71","6","5","4","3","21","21","4","4","4","4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"21","71","76","91","42","78","99","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","003",NA,"21.00",NA,"8.152",411000,4676000,8
"10653",8,158,0,910608,NA,NA,NA,NA,NA,"5",911003,NA,"0255","5","0255363","417","4676","90","166","2","2","0","0","10","10","5","5","9","1","60","90","21","21","0","5","4","4",NA,"71",NA,"4",NA,"3",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","74","42","15","78","3","10","G","15",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","148",NA,"13.00",NA,"8.158",417000,4676000,8
"10659",8,165,0,910608,NA,33,5,3,1,"5",911003,NA,"0255","5","0255364","412","4675","90","099","6","6","0","0","13","13","5","5","9","1","80","90","21","71","0","6","3","3",NA,"21",NA,"3",NA,"4",NA,"91",NA,"1",NA,"3","71","1","6","30","21","3","1",NA,"91","3","6",NA,"71","21","91","76","42","37",NA,"3","06","G","15",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","5",NA,"12.00",NA,"8.165",412000,4675000,8
"10661",8,167,0,910608,NA,NA,NA,NA,NA,"5",911003,NA,"0255","5","0255363","414","4675","90","166","2","2","0","0","12","12","4","5","9","1","60","95","21","21","0","7","4","4",NA,"71",NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","74","76","78","15","91","3","07","G","15",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","055",NA,"14.00",NA,"8.167",414000,4675000,8
"10662",8,168,0,910608,NA,NA,NA,NA,NA,"5",911003,NA,"0255","5","0255363","415","4675","90","166","2","2","0","0","14","14","5","5","9","1","60","80","21","71","0","5","4","4",NA,"21",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","91","74","78","15","99","3","07","G","14",NA,NA,NA,"1","1","3",NA,"0","1","3","4",NA,NA,"01","198",NA,"11.75",NA,"8.168",415000,4675000,8
"10663",8,169,0,910608,NA,NA,NA,NA,NA,"5",911003,NA,"0255","5","0255362","417","4675","90","166","6","6","0","0","11","11","5","5","9","1","60","90","21","21","0","7","4","4",NA,"71",NA,"2",NA,"3",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","42","76","78","74","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,"P906","P112","125",NA,"16.25",NA,"8.169",417000,4675000,8
"10684",8,191,0,910611,NA,NA,NA,NA,NA,"5",911004,NA,"0255","5","0255466","411","4673","90","142","6",NA,"0",NA,"15","15","5","5","9","1","60","90","71","21","0","8","4","4",NA,"71",NA,"1",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","37","42","76","45","2","06","G","11",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","258",NA,"8.50",NA,"8.191",411000,4673000,8
"10686",8,193,0,910611,NA,NA,NA,NA,NA,"5",911004,NA,"0255","5","0255464","414","4673","90","166","6","6","0","0","15","15","5","5","9","1","60","85","21","71","0","5","4","3",NA,"21",NA,"4",NA,"4",NA,"91",NA,"1",NA,"3","71","3","6",NA,"21","3","1",NA,"91","3","6",NA,"71","21","91","22","76","78","15","3","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","220",NA,"15.00",NA,"8.193",414000,4673000,8
"10687",8,194,0,910611,NA,NA,NA,NA,NA,"5",911004,NA,"0255","5","0255464","415","4673","90","166","6","6","0","0","13","13","5","4","9","1","60","90","21","21","0","5","4","4",NA,"71",NA,"4",NA,"4",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","15","76","37","65","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","10",NA,"5.50",NA,"8.194",415000,4673000,8
"10688",8,195,0,910611,NA,26,6,2,0,"5",911004,NA,"0225","5","0225463","416","4673","90","166","6","6","0","0","13","13","5","5","9","1","60","90","21","71","0","7","4","3",NA,"21",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","91","57","37","76","65","3","04","W","19",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","232",NA,"13.00",NA,"8.195",416000,4673000,8
"10689",8,196,0,910611,NA,NA,NA,NA,NA,"5",911004,NA,"0255","5","0255463","417","4673","90","166","6","6","0","0","12","12","5","5","9","1","60","80","21","21","0","7","4","4",NA,"71",NA,"2",NA,"3",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","37","15","76","42","3","03","W","20",NA,NA,NA,"4","1","3",NA,"0",NA,"0","0",NA,NA,"01","275",NA,"13.50",NA,"8.196",417000,4673000,8
"10697",8,205,0,910611,NA,NA,NA,NA,NA,"5",911004,NA,"0255","5","0255464","414","4672","90","057","6","6","0","0","15","15","4","5","9","1","40","60","21","21","0","6","4","4",NA,"71",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","76","78","22","91","37","2","06","G","16",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M914","256",NA,"11.00",NA,"8.205",414000,4672000,8
"10708",8,216,0,910611,NA,NA,NA,NA,NA,"5",911004,NA,"0255","5","0255465","413","4671","90","057","6","6","0","0","15","15","5","5","9","1","80","90","21","71","0","8","4","3",NA,"21",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","78","76","91","37",NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"M902","M103","164",NA,"9.50",NA,"8.216",413000,4671000,8
"10724",8,234,0,910612,NA,NA,NA,NA,NA,"5",911004,NA,"0292","4","0292102","396","4669","90","080","6","6","0","0","14","14","5","5","9","1","30","90","21","21","7","5","4","4","31","71","3","3","0","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","76","74","31","37","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","87",NA,"12.00",NA,"8.234",396000,4669000,8
"10754",8,268,0,910613,NA,NA,NA,NA,NA,"5",911007,NA,"0292","4","0292269","389","4663","90","268","6",NA,"0",NA,"11","11","4","5","9","1","80","70","21","21","6","6","4","3","25","71","4","3","4","3",NA,"91",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","44","76","45","37","3","06","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","20",NA,"7.75",NA,"8.268",389000,4663000,8
"14123",9,141,NA,920128,3,2,2,2,4,"S",920205,3,"0085","1","0085J09","474","4777","91","410","6","6","0","0","03","03","2","1","9","1","80","60","21","43","6","6","2","3","44","28","2","2","0","1",NA,NA,NA,NA,NA,NA,"43","3","6",NA,"28","1","2","05",NA,NA,NA,NA,"43","28","42","48","41","68","95","2","02","W","20",NA,NA,NA,"1","1","2",NA,"9",NA,"0","0",NA,"M112","M912","274",NA,"0.25",NA,"9.141",474000,4777000,9
"14424",9,477,NA,920217,1,18,5,5,1,"S",920221,3,"0110","1","0110K08","472","4752","91","209","2","2","0","0","07","07","3","5","9","1","70","80","21","21","0","6","4","4",NA,"71",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","91","72","44","37","26","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P413","200",NA,"12.00",NA,"9.477",472000,4752000,9
"14439",9,493,NA,920217,1,28,4,4,2,"S",920224,1,"0110","1","0110L06","469","4750","91","213","6","6","0","0","08","08","2","3","9","1","70","60","26","21","0","5","4","4",NA,"71",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","44","78","15","95",NA,"1","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"M410","370",NA,"3.75",NA,"9.493",469000,4750000,9
"14520",9,582,NA,920225,1,20,6,3,2,"S",920226,3,"0111","1","0111M01","486","4744","91","192","2","2","0","0","07","07","4","5","9","1","80","80","21","21","0","5","4","4",NA,"71",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","72","65","44",NA,NA,"1","05","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","204",NA,"9.00",NA,"9.582",486000,4744000,9
"14785",9,898,NA,920302,3,19,5,5,1,"S",920304,3,"0137","1","0137J02","487","4740","91","192","2","2","0","0","10","10","4","5","9","1","80","80","71","71","0","8","3","4",NA,"21",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","1",NA,NA,NA,NA,NA,"71","21","78","76","43","54","73","2","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P406","100",NA,"12.25",NA,"9.898",487000,4740000,9
"15000",9,2303,NA,920309,3,32,6,2,2,"S",920323,3,"0316","2","0316J09","502","4650","91","289","2","2","3","3","14","14","4","4","9","1","90","90","21","21","0","6","4","4",NA,"71",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","43","65","15",NA,NA,"2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"P305","300",NA,"5.00",NA,"9.2303",502000,4650000,9
"15743",9,1424,NA,920224,0,74,6,1,2,"S",920304,2,"0239","1","0239K09","478","4680","91","303","3","3","3","3","15","15","4","5","9","1","65","80","21","21","0","8","1","4",NA,"71",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","78",NA,NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"P902","P714","110",NA,"9.00",NA,"9.1424",478000,4680000,9
"15825",9,1506,NA,920225,0,29,6,2,1,"S",920305,2,"0239","1","0239L05","466","4674","91","248","4","4","0","0","13","13","5","5","9","1","85","90","21","21","0","4","3","3",NA,"71",NA,"4",NA,"3",NA,"43",NA,"2",NA,"3","21","1","2","28","71","3","6",NA,"43","3","6",NA,"21","71","43",NA,NA,NA,NA,"3","05","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P103","190",NA,"12.50",NA,"9.1506",466000,4674000,9
"16185",9,1869,NA,920309,2,42,6,3,0,"S",920316,2,"0278","2","0278K04","492","4665","91","226","2","2","3","3","13","13","3","4","9","1","80","90","71","21","7","7","4","4","43","71","3","3","4","4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","43","65",NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","25",NA,"6.50",NA,"9.1869",492000,4665000,9
"16211",9,1896,NA,920310,4,27,6,2,1,"S",920316,2,"0278","2","0278L02","487","4659","91","414","2","2","3","3","14","15","4","5","9","1","90","80","21","21","0","7","4","4",NA,"71",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","37","65",NA,NA,NA,"2","01","W","18",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","335",NA,"11.00",NA,"9.1896",487000,4659000,9
"16227",9,1912,NA,920310,4,30,6,2,3,"S",920317,4,"0278","2","0278L03","489","4658","91","414","2","2","3","3","14","14","3","5","9","1","90","80","21","21","0","7","4","4",NA,"71",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","43",NA,NA,NA,NA,"2","01","W","17",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","320",NA,"10.25",NA,"9.1912",489000,4658000,9
"16228",9,1913,NA,920310,4,21,6,4,2,"S",920317,4,"0278","2","0278L03","490","4658","91","414","2","2","3","3","15","15","4","5","9","1","90","70","21","21","0","7","4","4",NA,"71",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","43","37",NA,NA,NA,"3","01","W","11",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"01","270",NA,"11.25",NA,"9.1913",490000,4658000,9
"16244",9,1929,NA,920310,4,26,6,1,2,"S",920317,4,"0278","2","0278L06","497","4657","91","232","2","2","3","3","14","14","4","4","9","1","40","50","21","21","0","8","4","4",NA,"71",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71","42",NA,NA,NA,NA,"1","03","W","17",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P418","237",NA,"4.25",NA,"9.1929",497000,4657000,9
"16253",9,1939,NA,920310,2,40,6,1,0,"S",920317,4,"0278","2","0278L07","498","4656","91","232","2","2","3","3","14","14","4","4","9","1","90","90","21","21","0","6","4","4",NA,"71",NA,"4",NA,"3",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","6",NA,NA,NA,NA,NA,"21","71",NA,NA,NA,NA,NA,"2","04","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P702","90",NA,"6.50",NA,"9.1939",498000,4656000,9
"16265",9,1952,NA,920310,2,20,4,1,1,"S",920317,2,"0278","2","0278L07","499","4655","91","232","2","2","3","3","14","14","4","4","9","1","90","80","21","71","0","8","4","3",NA,"21",NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,"71","3","6",NA,"21","3","6",NA,NA,NA,NA,NA,"71","21","65",NA,NA,NA,NA,"2","03","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","168",NA,"4.50",NA,"9.1952",499000,4655000,9
"16319",9,2008,NA,920311,4,31,6,1,1,"S",920318,2,"0278","2","0278M08","501","4651","91","289","2","2","3","3","13","13","2","3","9","1","90","80","21","21","0","8","4","4",NA,"71",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"21","3","1",NA,"71","3","1",NA,NA,NA,NA,NA,"21","71","45",NA,NA,NA,NA,"1","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M305","44",NA,"3.00",NA,"9.2008",501000,4651000,9
"33483",17,83,0,901115,NA,NA,NA,NA,NA,"6",901128,NA,"0218","1","0218M54","448","4692","89","107","1","1","0","0","16","16","5","5","6","1","03","20","22","22","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,"3","02","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","352",NA,"8.50",NA,"17.83",448000,4692000,17
"33745",17,379,0,901016,NA,NA,NA,NA,NA,"6",901106,NA,"0255","5","0255292","428","4679","89","036","2","2","0","0","11","11","5","5","9","1","80","80","21","71","0","6","4","4",NA,"21",NA,"3",NA,"4",NA,"91",NA,"1",NA,"2","71","3","6",NA,"21","3","6",NA,"91","3","1",NA,"71","21","91","41","78","74","37","3","04","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"P906","300",NA,"12.00",NA,"17.379",428000,4679000,17
"33768",17,406,0,901018,NA,NA,NA,NA,NA,"6",901107,NA,"0255","5","0255361","421","4675","89","080","6","6","0","0","13","13","5","5","9","1","60","50","21","21","0","5","4","4",NA,"71",NA,"4",NA,"4",NA,"91",NA,"1",NA,"1","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","37","57",NA,NA,"3","03","W","17",NA,NA,NA,"6","1","2",NA,"0",NA,"0","4",NA,"P914","P112","000",NA,"17.50",NA,"17.406",421000,4675000,17
"33769",17,407,0,901018,NA,NA,NA,NA,NA,"6",901107,NA,"0255","5","0255360","422","4675","89","080","6","6","0","0","12","13","5","5","9","1","50","80","21","21","0","5","4","4",NA,"71",NA,"4",NA,"4",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","15","76","37","57","3","08","G","20",NA,NA,NA,"6","1","3",NA,"0",NA,"0","0",NA,NA,"01","65",NA,"11.00",NA,"17.407",422000,4675000,17
"33771",17,409,0,901018,NA,NA,NA,NA,NA,"6",901107,NA,"0255","5","0255359","424","4675","89","080","6","6","0","0","11","12","5","5","9","1","60","80","21","21","0","6","4","3",NA,"71",NA,"3",NA,"4",NA,"91",NA,"1",NA,"1","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","76","41","37","15","3","08","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,"P813","P906","35",NA,"15.00",NA,"17.409",424000,4675000,17
"33791",17,431,0,901018,NA,NA,NA,NA,NA,"6",901108,NA,"0255","5","0255464","415","4672","89","122","6","6","0","0","15","15","5","5","9","1","30","40","21","21","0","6","4","4",NA,"71",NA,"2",NA,"4",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","37","76","78","74","2","03","W","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","0",NA,NA,"01","266",NA,"14.50",NA,"17.431",415000,4672000,17
"33802",17,443,0,901019,NA,NA,NA,NA,NA,"6",901108,NA,"0255","5","0255460","423","4671","89","096","6","6","0","0","09","10","4","3","9","1","30","40","21","21","0","4","3","4",NA,"71",NA,"3",NA,"4",NA,"76",NA,"2",NA,"3","21","3","1",NA,"71","3","6",NA,"76","3","6",NA,"21","71","76","43","91","37","65","2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","273",NA,"3.00",NA,"17.443",423000,4671000,17
"33805",17,447,0,901019,NA,NA,NA,NA,NA,"6",901108,NA,"0255","5","0255458","428","4671","89","096","6","6","0","0","11","11","5","4","9","1","60","40","21","21","0","5","4","4",NA,"71",NA,"4",NA,"3",NA,"42",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"42","3","6",NA,"21","71","42","91","37","55","78","3","07","G","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","4",NA,NA,"01","165","370","4.50","13.00","17.447",428000,4671000,17
"33806",17,448,0,901019,NA,NA,NA,NA,NA,"6",901108,NA,"0255","5","0255458","429","4671","89","096","6","6","0","0","10","10","5","5","9","1","60","50","21","21","0","7","4","3",NA,"71",NA,"2",NA,"3",NA,"91",NA,"1",NA,"2","21","3","1",NA,"71","3","6",NA,"91","3","6",NA,"21","71","91","37","41","74","15","2","06","G","20",NA,NA,NA,"1","1","3",NA,"0",NA,"0","4",NA,NA,"P204","325",NA,"10.50",NA,"17.448",429000,4671000,17
"33888",17,537,0,901114,NA,NA,NA,NA,NA,"5",901205,NA,"0256","1","0256K54","449","4681","89","039","6",NA,"0",NA,"10","10","5","5","9","1","80","75","21","21","4","5","3","4","42","71","6","3","3","3",NA,"42",NA,"1",NA,"3","21","3","1",NA,"71","3","6",NA,"42","3","6",NA,"21","71","42","95","74","76","52","2","02","W","20",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,"P714","M704","150",NA,"9.00",NA,"17.537",449000,4681000,17
